survtype,datasource,countryname,yearweek,pathogen,indicator,age,value,detectableprevalence
SARS-CoV-2 variant,GISAID,Estonia,2020-W28,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Estonia,2020-W27,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Estonia,2020-W26,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Estonia,2020-W25,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Finland,2025-W04,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Finland,2025-W03,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Finland,2025-W02,SARS-CoV-2,2-week count of sequences,total,23,>15%
SARS-CoV-2 variant,GISAID,Finland,2025-W01,SARS-CoV-2,2-week count of sequences,total,42,>10% to 15%
SARS-CoV-2 variant,GISAID,Finland,2024-W52,SARS-CoV-2,2-week count of sequences,total,76,>5% to 10%
SARS-CoV-2 variant,GISAID,Finland,2024-W51,SARS-CoV-2,2-week count of sequences,total,73,>5% to 10%
SARS-CoV-2 variant,GISAID,Finland,2024-W50,SARS-CoV-2,2-week count of sequences,total,71,>5% to 10%
SARS-CoV-2 variant,GISAID,Finland,2024-W49,SARS-CoV-2,2-week count of sequences,total,98,>5% to 10%
SARS-CoV-2 variant,GISAID,Finland,2024-W48,SARS-CoV-2,2-week count of sequences,total,66,>5% to 10%
SARS-CoV-2 variant,GISAID,Finland,2024-W47,SARS-CoV-2,2-week count of sequences,total,55,>10% to 15%
SARS-CoV-2 variant,GISAID,Finland,2024-W46,SARS-CoV-2,2-week count of sequences,total,59,>5% to 10%
SARS-CoV-2 variant,GISAID,Finland,2024-W45,SARS-CoV-2,2-week count of sequences,total,60,>5% to 10%
SARS-CoV-2 variant,GISAID,Finland,2024-W44,SARS-CoV-2,2-week count of sequences,total,62,>5% to 10%
SARS-CoV-2 variant,GISAID,Finland,2024-W43,SARS-CoV-2,2-week count of sequences,total,45,>10% to 15%
SARS-CoV-2 variant,GISAID,Finland,2024-W42,SARS-CoV-2,2-week count of sequences,total,53,>10% to 15%
SARS-CoV-2 variant,GISAID,Finland,2024-W41,SARS-CoV-2,2-week count of sequences,total,61,>5% to 10%
SARS-CoV-2 variant,GISAID,Finland,2024-W40,SARS-CoV-2,2-week count of sequences,total,48,>10% to 15%
SARS-CoV-2 variant,GISAID,Finland,2024-W39,SARS-CoV-2,2-week count of sequences,total,62,>5% to 10%
SARS-CoV-2 variant,GISAID,Finland,2024-W38,SARS-CoV-2,2-week count of sequences,total,68,>5% to 10%
SARS-CoV-2 variant,GISAID,Finland,2024-W37,SARS-CoV-2,2-week count of sequences,total,48,>10% to 15%
SARS-CoV-2 variant,GISAID,Finland,2024-W36,SARS-CoV-2,2-week count of sequences,total,27,>15%
SARS-CoV-2 variant,GISAID,Finland,2024-W35,SARS-CoV-2,2-week count of sequences,total,16,>15%
SARS-CoV-2 variant,GISAID,Finland,2024-W34,SARS-CoV-2,2-week count of sequences,total,14,>15%
SARS-CoV-2 variant,GISAID,Finland,2024-W33,SARS-CoV-2,2-week count of sequences,total,28,>15%
SARS-CoV-2 variant,GISAID,Finland,2024-W32,SARS-CoV-2,2-week count of sequences,total,37,>10% to 15%
SARS-CoV-2 variant,GISAID,Finland,2024-W31,SARS-CoV-2,2-week count of sequences,total,42,>10% to 15%
SARS-CoV-2 variant,GISAID,Finland,2024-W30,SARS-CoV-2,2-week count of sequences,total,45,>10% to 15%
SARS-CoV-2 variant,GISAID,Finland,2024-W29,SARS-CoV-2,2-week count of sequences,total,33,>15%
SARS-CoV-2 variant,GISAID,Finland,2024-W28,SARS-CoV-2,2-week count of sequences,total,46,>10% to 15%
SARS-CoV-2 variant,GISAID,Finland,2024-W27,SARS-CoV-2,2-week count of sequences,total,44,>10% to 15%
SARS-CoV-2 variant,GISAID,Finland,2024-W26,SARS-CoV-2,2-week count of sequences,total,29,>15%
SARS-CoV-2 variant,GISAID,Finland,2024-W25,SARS-CoV-2,2-week count of sequences,total,34,>15%
SARS-CoV-2 variant,GISAID,Finland,2024-W24,SARS-CoV-2,2-week count of sequences,total,31,>15%
SARS-CoV-2 variant,GISAID,Finland,2024-W23,SARS-CoV-2,2-week count of sequences,total,29,>15%
SARS-CoV-2 variant,GISAID,Finland,2024-W22,SARS-CoV-2,2-week count of sequences,total,37,>10% to 15%
SARS-CoV-2 variant,GISAID,Finland,2024-W21,SARS-CoV-2,2-week count of sequences,total,49,>10% to 15%
SARS-CoV-2 variant,GISAID,Finland,2024-W20,SARS-CoV-2,2-week count of sequences,total,44,>10% to 15%
SARS-CoV-2 variant,GISAID,Finland,2024-W19,SARS-CoV-2,2-week count of sequences,total,24,>15%
SARS-CoV-2 variant,GISAID,Finland,2024-W18,SARS-CoV-2,2-week count of sequences,total,27,>15%
SARS-CoV-2 variant,GISAID,Finland,2024-W17,SARS-CoV-2,2-week count of sequences,total,44,>10% to 15%
SARS-CoV-2 variant,GISAID,Finland,2024-W16,SARS-CoV-2,2-week count of sequences,total,40,>10% to 15%
SARS-CoV-2 variant,GISAID,Finland,2024-W15,SARS-CoV-2,2-week count of sequences,total,32,>15%
SARS-CoV-2 variant,GISAID,Finland,2024-W14,SARS-CoV-2,2-week count of sequences,total,38,>10% to 15%
SARS-CoV-2 variant,GISAID,Finland,2024-W13,SARS-CoV-2,2-week count of sequences,total,43,>10% to 15%
SARS-CoV-2 variant,GISAID,Finland,2024-W12,SARS-CoV-2,2-week count of sequences,total,43,>10% to 15%
SARS-CoV-2 variant,GISAID,Finland,2024-W11,SARS-CoV-2,2-week count of sequences,total,42,>10% to 15%
SARS-CoV-2 variant,GISAID,Finland,2024-W10,SARS-CoV-2,2-week count of sequences,total,53,>10% to 15%
SARS-CoV-2 variant,GISAID,Finland,2024-W09,SARS-CoV-2,2-week count of sequences,total,81,>5% to 10%
SARS-CoV-2 variant,GISAID,Finland,2024-W08,SARS-CoV-2,2-week count of sequences,total,73,>5% to 10%
SARS-CoV-2 variant,GISAID,Finland,2024-W07,SARS-CoV-2,2-week count of sequences,total,54,>10% to 15%
SARS-CoV-2 variant,GISAID,Finland,2024-W06,SARS-CoV-2,2-week count of sequences,total,61,>5% to 10%
SARS-CoV-2 variant,GISAID,Finland,2024-W05,SARS-CoV-2,2-week count of sequences,total,73,>5% to 10%
SARS-CoV-2 variant,GISAID,Finland,2024-W04,SARS-CoV-2,2-week count of sequences,total,126,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Finland,2024-W03,SARS-CoV-2,2-week count of sequences,total,155,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Finland,2024-W02,SARS-CoV-2,2-week count of sequences,total,158,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Finland,2024-W01,SARS-CoV-2,2-week count of sequences,total,173,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Finland,2023-W52,SARS-CoV-2,2-week count of sequences,total,192,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Finland,2023-W51,SARS-CoV-2,2-week count of sequences,total,261,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2023-W50,SARS-CoV-2,2-week count of sequences,total,271,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2023-W49,SARS-CoV-2,2-week count of sequences,total,269,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2023-W48,SARS-CoV-2,2-week count of sequences,total,303,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2023-W47,SARS-CoV-2,2-week count of sequences,total,338,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2023-W46,SARS-CoV-2,2-week count of sequences,total,355,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2023-W45,SARS-CoV-2,2-week count of sequences,total,427,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2023-W44,SARS-CoV-2,2-week count of sequences,total,416,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2023-W43,SARS-CoV-2,2-week count of sequences,total,364,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2023-W42,SARS-CoV-2,2-week count of sequences,total,375,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2023-W41,SARS-CoV-2,2-week count of sequences,total,287,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2023-W40,SARS-CoV-2,2-week count of sequences,total,229,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Finland,2023-W39,SARS-CoV-2,2-week count of sequences,total,228,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Finland,2023-W38,SARS-CoV-2,2-week count of sequences,total,204,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Finland,2023-W37,SARS-CoV-2,2-week count of sequences,total,188,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Finland,2023-W36,SARS-CoV-2,2-week count of sequences,total,150,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Finland,2023-W35,SARS-CoV-2,2-week count of sequences,total,82,>5% to 10%
SARS-CoV-2 variant,GISAID,Finland,2023-W34,SARS-CoV-2,2-week count of sequences,total,72,>5% to 10%
SARS-CoV-2 variant,GISAID,Finland,2023-W33,SARS-CoV-2,2-week count of sequences,total,91,>5% to 10%
SARS-CoV-2 variant,GISAID,Finland,2023-W32,SARS-CoV-2,2-week count of sequences,total,81,>5% to 10%
SARS-CoV-2 variant,GISAID,Finland,2023-W31,SARS-CoV-2,2-week count of sequences,total,55,>10% to 15%
SARS-CoV-2 variant,GISAID,Finland,2023-W30,SARS-CoV-2,2-week count of sequences,total,49,>10% to 15%
SARS-CoV-2 variant,GISAID,Finland,2023-W29,SARS-CoV-2,2-week count of sequences,total,55,>10% to 15%
SARS-CoV-2 variant,GISAID,Finland,2023-W28,SARS-CoV-2,2-week count of sequences,total,68,>5% to 10%
SARS-CoV-2 variant,GISAID,Finland,2023-W27,SARS-CoV-2,2-week count of sequences,total,103,>5% to 10%
SARS-CoV-2 variant,GISAID,Finland,2023-W26,SARS-CoV-2,2-week count of sequences,total,110,>5% to 10%
SARS-CoV-2 variant,GISAID,Finland,2023-W25,SARS-CoV-2,2-week count of sequences,total,134,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Finland,2023-W24,SARS-CoV-2,2-week count of sequences,total,187,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Finland,2023-W23,SARS-CoV-2,2-week count of sequences,total,209,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Finland,2023-W22,SARS-CoV-2,2-week count of sequences,total,195,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Finland,2023-W21,SARS-CoV-2,2-week count of sequences,total,224,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Finland,2023-W20,SARS-CoV-2,2-week count of sequences,total,337,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2023-W19,SARS-CoV-2,2-week count of sequences,total,347,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2023-W18,SARS-CoV-2,2-week count of sequences,total,324,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2023-W17,SARS-CoV-2,2-week count of sequences,total,183,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Finland,2023-W16,SARS-CoV-2,2-week count of sequences,total,220,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Finland,2023-W15,SARS-CoV-2,2-week count of sequences,total,360,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2023-W14,SARS-CoV-2,2-week count of sequences,total,301,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2023-W13,SARS-CoV-2,2-week count of sequences,total,312,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2023-W12,SARS-CoV-2,2-week count of sequences,total,356,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2023-W11,SARS-CoV-2,2-week count of sequences,total,445,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2023-W10,SARS-CoV-2,2-week count of sequences,total,395,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2023-W09,SARS-CoV-2,2-week count of sequences,total,301,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2023-W08,SARS-CoV-2,2-week count of sequences,total,301,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2023-W07,SARS-CoV-2,2-week count of sequences,total,306,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2023-W06,SARS-CoV-2,2-week count of sequences,total,326,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2023-W05,SARS-CoV-2,2-week count of sequences,total,313,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2023-W04,SARS-CoV-2,2-week count of sequences,total,358,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2023-W03,SARS-CoV-2,2-week count of sequences,total,377,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2023-W02,SARS-CoV-2,2-week count of sequences,total,362,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2023-W01,SARS-CoV-2,2-week count of sequences,total,522,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2022-W52,SARS-CoV-2,2-week count of sequences,total,533,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2022-W51,SARS-CoV-2,2-week count of sequences,total,525,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2022-W50,SARS-CoV-2,2-week count of sequences,total,603,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2022-W49,SARS-CoV-2,2-week count of sequences,total,529,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2022-W48,SARS-CoV-2,2-week count of sequences,total,514,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2022-W47,SARS-CoV-2,2-week count of sequences,total,473,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2022-W46,SARS-CoV-2,2-week count of sequences,total,467,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2022-W45,SARS-CoV-2,2-week count of sequences,total,495,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2022-W44,SARS-CoV-2,2-week count of sequences,total,414,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2022-W43,SARS-CoV-2,2-week count of sequences,total,292,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2022-W42,SARS-CoV-2,2-week count of sequences,total,250,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2022-W41,SARS-CoV-2,2-week count of sequences,total,257,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2022-W40,SARS-CoV-2,2-week count of sequences,total,271,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2022-W39,SARS-CoV-2,2-week count of sequences,total,230,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Finland,2022-W38,SARS-CoV-2,2-week count of sequences,total,213,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Finland,2022-W37,SARS-CoV-2,2-week count of sequences,total,228,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Finland,2022-W36,SARS-CoV-2,2-week count of sequences,total,225,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Finland,2022-W35,SARS-CoV-2,2-week count of sequences,total,271,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2022-W34,SARS-CoV-2,2-week count of sequences,total,292,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2022-W33,SARS-CoV-2,2-week count of sequences,total,507,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2022-W32,SARS-CoV-2,2-week count of sequences,total,742,≤1%
SARS-CoV-2 variant,GISAID,Finland,2022-W31,SARS-CoV-2,2-week count of sequences,total,762,≤1%
SARS-CoV-2 variant,GISAID,Finland,2022-W30,SARS-CoV-2,2-week count of sequences,total,867,≤1%
SARS-CoV-2 variant,GISAID,Finland,2022-W29,SARS-CoV-2,2-week count of sequences,total,850,≤1%
SARS-CoV-2 variant,GISAID,Finland,2022-W28,SARS-CoV-2,2-week count of sequences,total,767,≤1%
SARS-CoV-2 variant,GISAID,Finland,2022-W27,SARS-CoV-2,2-week count of sequences,total,779,≤1%
SARS-CoV-2 variant,GISAID,Finland,2022-W26,SARS-CoV-2,2-week count of sequences,total,767,≤1%
SARS-CoV-2 variant,GISAID,Finland,2022-W25,SARS-CoV-2,2-week count of sequences,total,774,≤1%
SARS-CoV-2 variant,GISAID,Finland,2022-W24,SARS-CoV-2,2-week count of sequences,total,703,≤1%
SARS-CoV-2 variant,GISAID,Finland,2022-W23,SARS-CoV-2,2-week count of sequences,total,672,≤1%
SARS-CoV-2 variant,GISAID,Finland,2022-W22,SARS-CoV-2,2-week count of sequences,total,658,≤1%
SARS-CoV-2 variant,GISAID,Finland,2022-W21,SARS-CoV-2,2-week count of sequences,total,737,≤1%
SARS-CoV-2 variant,GISAID,Finland,2022-W20,SARS-CoV-2,2-week count of sequences,total,768,≤1%
SARS-CoV-2 variant,GISAID,Finland,2022-W19,SARS-CoV-2,2-week count of sequences,total,754,≤1%
SARS-CoV-2 variant,GISAID,Finland,2022-W18,SARS-CoV-2,2-week count of sequences,total,804,≤1%
SARS-CoV-2 variant,GISAID,Finland,2022-W17,SARS-CoV-2,2-week count of sequences,total,937,≤1%
SARS-CoV-2 variant,GISAID,Finland,2022-W16,SARS-CoV-2,2-week count of sequences,total,779,≤1%
SARS-CoV-2 variant,GISAID,Finland,2022-W15,SARS-CoV-2,2-week count of sequences,total,592,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2022-W14,SARS-CoV-2,2-week count of sequences,total,565,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2022-W13,SARS-CoV-2,2-week count of sequences,total,709,≤1%
SARS-CoV-2 variant,GISAID,Finland,2022-W12,SARS-CoV-2,2-week count of sequences,total,1147,≤1%
SARS-CoV-2 variant,GISAID,Finland,2022-W11,SARS-CoV-2,2-week count of sequences,total,1226,≤1%
SARS-CoV-2 variant,GISAID,Finland,2022-W10,SARS-CoV-2,2-week count of sequences,total,1053,≤1%
SARS-CoV-2 variant,GISAID,Finland,2022-W09,SARS-CoV-2,2-week count of sequences,total,841,≤1%
SARS-CoV-2 variant,GISAID,Finland,2022-W08,SARS-CoV-2,2-week count of sequences,total,1064,≤1%
SARS-CoV-2 variant,GISAID,Finland,2022-W07,SARS-CoV-2,2-week count of sequences,total,1141,≤1%
SARS-CoV-2 variant,GISAID,Finland,2022-W06,SARS-CoV-2,2-week count of sequences,total,1069,≤1%
SARS-CoV-2 variant,GISAID,Finland,2022-W05,SARS-CoV-2,2-week count of sequences,total,1203,≤1%
SARS-CoV-2 variant,GISAID,Finland,2022-W04,SARS-CoV-2,2-week count of sequences,total,1375,≤1%
SARS-CoV-2 variant,GISAID,Finland,2022-W03,SARS-CoV-2,2-week count of sequences,total,1501,≤1%
SARS-CoV-2 variant,GISAID,Finland,2022-W02,SARS-CoV-2,2-week count of sequences,total,1482,≤1%
SARS-CoV-2 variant,GISAID,Finland,2022-W01,SARS-CoV-2,2-week count of sequences,total,1412,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W52,SARS-CoV-2,2-week count of sequences,total,1026,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W51,SARS-CoV-2,2-week count of sequences,total,1114,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W50,SARS-CoV-2,2-week count of sequences,total,1336,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W49,SARS-CoV-2,2-week count of sequences,total,1155,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W48,SARS-CoV-2,2-week count of sequences,total,943,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W47,SARS-CoV-2,2-week count of sequences,total,667,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W46,SARS-CoV-2,2-week count of sequences,total,505,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2021-W45,SARS-CoV-2,2-week count of sequences,total,478,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2021-W44,SARS-CoV-2,2-week count of sequences,total,503,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2021-W43,SARS-CoV-2,2-week count of sequences,total,670,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W42,SARS-CoV-2,2-week count of sequences,total,804,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W41,SARS-CoV-2,2-week count of sequences,total,864,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W40,SARS-CoV-2,2-week count of sequences,total,964,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W39,SARS-CoV-2,2-week count of sequences,total,967,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W38,SARS-CoV-2,2-week count of sequences,total,878,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W37,SARS-CoV-2,2-week count of sequences,total,749,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W36,SARS-CoV-2,2-week count of sequences,total,895,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W35,SARS-CoV-2,2-week count of sequences,total,999,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W34,SARS-CoV-2,2-week count of sequences,total,932,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W33,SARS-CoV-2,2-week count of sequences,total,1027,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W32,SARS-CoV-2,2-week count of sequences,total,1234,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W31,SARS-CoV-2,2-week count of sequences,total,1655,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W30,SARS-CoV-2,2-week count of sequences,total,1777,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W29,SARS-CoV-2,2-week count of sequences,total,1491,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W28,SARS-CoV-2,2-week count of sequences,total,1160,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W27,SARS-CoV-2,2-week count of sequences,total,836,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W26,SARS-CoV-2,2-week count of sequences,total,945,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W25,SARS-CoV-2,2-week count of sequences,total,798,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W24,SARS-CoV-2,2-week count of sequences,total,323,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2021-W23,SARS-CoV-2,2-week count of sequences,total,297,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2021-W22,SARS-CoV-2,2-week count of sequences,total,423,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2021-W21,SARS-CoV-2,2-week count of sequences,total,531,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2021-W20,SARS-CoV-2,2-week count of sequences,total,584,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2021-W19,SARS-CoV-2,2-week count of sequences,total,601,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2021-W18,SARS-CoV-2,2-week count of sequences,total,549,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2021-W17,SARS-CoV-2,2-week count of sequences,total,542,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2021-W16,SARS-CoV-2,2-week count of sequences,total,633,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W15,SARS-CoV-2,2-week count of sequences,total,702,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W14,SARS-CoV-2,2-week count of sequences,total,842,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W13,SARS-CoV-2,2-week count of sequences,total,987,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W12,SARS-CoV-2,2-week count of sequences,total,1292,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W11,SARS-CoV-2,2-week count of sequences,total,1716,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W10,SARS-CoV-2,2-week count of sequences,total,1790,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W09,SARS-CoV-2,2-week count of sequences,total,1657,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W08,SARS-CoV-2,2-week count of sequences,total,1572,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W07,SARS-CoV-2,2-week count of sequences,total,1611,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W06,SARS-CoV-2,2-week count of sequences,total,1610,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W05,SARS-CoV-2,2-week count of sequences,total,1248,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W04,SARS-CoV-2,2-week count of sequences,total,926,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W03,SARS-CoV-2,2-week count of sequences,total,778,≤1%
SARS-CoV-2 variant,GISAID,Finland,2021-W02,SARS-CoV-2,2-week count of sequences,total,453,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2021-W01,SARS-CoV-2,2-week count of sequences,total,228,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Finland,2020-W53,SARS-CoV-2,2-week count of sequences,total,148,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Finland,2020-W52,SARS-CoV-2,2-week count of sequences,total,88,>5% to 10%
SARS-CoV-2 variant,GISAID,Finland,2020-W51,SARS-CoV-2,2-week count of sequences,total,114,>5% to 10%
SARS-CoV-2 variant,GISAID,Finland,2020-W50,SARS-CoV-2,2-week count of sequences,total,133,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Finland,2020-W49,SARS-CoV-2,2-week count of sequences,total,156,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Finland,2020-W48,SARS-CoV-2,2-week count of sequences,total,140,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Finland,2020-W47,SARS-CoV-2,2-week count of sequences,total,54,>10% to 15%
SARS-CoV-2 variant,GISAID,Finland,2020-W46,SARS-CoV-2,2-week count of sequences,total,8,>15%
SARS-CoV-2 variant,GISAID,Finland,2020-W45,SARS-CoV-2,2-week count of sequences,total,51,>10% to 15%
SARS-CoV-2 variant,GISAID,Finland,2020-W44,SARS-CoV-2,2-week count of sequences,total,109,>5% to 10%
SARS-CoV-2 variant,GISAID,Finland,2020-W43,SARS-CoV-2,2-week count of sequences,total,98,>5% to 10%
SARS-CoV-2 variant,GISAID,Finland,2020-W42,SARS-CoV-2,2-week count of sequences,total,195,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Finland,2020-W41,SARS-CoV-2,2-week count of sequences,total,283,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Finland,2020-W40,SARS-CoV-2,2-week count of sequences,total,203,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Finland,2020-W39,SARS-CoV-2,2-week count of sequences,total,96,>5% to 10%
SARS-CoV-2 variant,GISAID,Finland,2020-W38,SARS-CoV-2,2-week count of sequences,total,36,>15%
SARS-CoV-2 variant,GISAID,Finland,2020-W37,SARS-CoV-2,2-week count of sequences,total,23,>15%
SARS-CoV-2 variant,GISAID,Finland,2020-W36,SARS-CoV-2,2-week count of sequences,total,13,>15%
SARS-CoV-2 variant,GISAID,Finland,2020-W35,SARS-CoV-2,2-week count of sequences,total,14,>15%
SARS-CoV-2 variant,GISAID,Finland,2020-W34,SARS-CoV-2,2-week count of sequences,total,18,>15%
SARS-CoV-2 variant,GISAID,Finland,2020-W33,SARS-CoV-2,2-week count of sequences,total,10,>15%
SARS-CoV-2 variant,GISAID,Finland,2020-W32,SARS-CoV-2,2-week count of sequences,total,1,>15%
