survtype,datasource,countryname,yearweek,pathogen,variant,indicator,age,value
SARS-CoV-2 variant,TESSy,Denmark,2022-W40,SARS-CoV-2,BA.2.75,detections,total,39
SARS-CoV-2 variant,TESSy,Denmark,2022-W40,SARS-CoV-2,BA.4,detections,total,96
SARS-CoV-2 variant,TESSy,Denmark,2022-W40,SARS-CoV-2,BA.5,detections,total,3712
SARS-CoV-2 variant,TESSy,Denmark,2022-W40,SARS-CoV-2,BQ.1,detections,total,239
SARS-CoV-2 variant,TESSy,Denmark,2022-W40,SARS-CoV-2,BA.2,proportion,total,0.4
SARS-CoV-2 variant,TESSy,Denmark,2022-W40,SARS-CoV-2,BA.2.75,proportion,total,1
SARS-CoV-2 variant,TESSy,Denmark,2022-W40,SARS-CoV-2,BA.4,proportion,total,2.3
SARS-CoV-2 variant,TESSy,Denmark,2022-W40,SARS-CoV-2,BA.5,proportion,total,90.5
SARS-CoV-2 variant,TESSy,Denmark,2022-W40,SARS-CoV-2,BQ.1,proportion,total,5.8
SARS-CoV-2 variant,TESSy,Denmark,2022-W39,SARS-CoV-2,BA.2,detections,total,16
SARS-CoV-2 variant,TESSy,Denmark,2022-W39,SARS-CoV-2,BA.2.75,detections,total,34
SARS-CoV-2 variant,TESSy,Denmark,2022-W39,SARS-CoV-2,BA.4,detections,total,135
SARS-CoV-2 variant,TESSy,Denmark,2022-W39,SARS-CoV-2,BA.5,detections,total,3557
SARS-CoV-2 variant,TESSy,Denmark,2022-W39,SARS-CoV-2,BA.2,proportion,total,0.4
SARS-CoV-2 variant,TESSy,Denmark,2022-W39,SARS-CoV-2,BA.2.75,proportion,total,0.9
SARS-CoV-2 variant,TESSy,Denmark,2022-W39,SARS-CoV-2,BA.4,proportion,total,3.6
SARS-CoV-2 variant,TESSy,Denmark,2022-W39,SARS-CoV-2,BA.5,proportion,total,95.1
SARS-CoV-2 variant,TESSy,Denmark,2022-W38,SARS-CoV-2,BA.2,detections,total,10
SARS-CoV-2 variant,TESSy,Denmark,2022-W38,SARS-CoV-2,BA.2.75,detections,total,64
SARS-CoV-2 variant,TESSy,Denmark,2022-W38,SARS-CoV-2,BA.4,detections,total,160
SARS-CoV-2 variant,TESSy,Denmark,2022-W38,SARS-CoV-2,BA.5,detections,total,3594
SARS-CoV-2 variant,TESSy,Denmark,2022-W38,SARS-CoV-2,BA.2,proportion,total,0.3
SARS-CoV-2 variant,TESSy,Denmark,2022-W38,SARS-CoV-2,BA.2.75,proportion,total,1.7
SARS-CoV-2 variant,TESSy,Denmark,2022-W38,SARS-CoV-2,BA.4,proportion,total,4.2
SARS-CoV-2 variant,TESSy,Denmark,2022-W38,SARS-CoV-2,BA.5,proportion,total,93.9
SARS-CoV-2 variant,TESSy,Denmark,2022-W37,SARS-CoV-2,BA.2,detections,total,25
SARS-CoV-2 variant,TESSy,Denmark,2022-W37,SARS-CoV-2,BA.2.75,detections,total,67
SARS-CoV-2 variant,TESSy,Denmark,2022-W37,SARS-CoV-2,BA.4,detections,total,164
SARS-CoV-2 variant,TESSy,Denmark,2022-W37,SARS-CoV-2,BA.5,detections,total,3341
SARS-CoV-2 variant,TESSy,Denmark,2022-W37,SARS-CoV-2,BA.2,proportion,total,0.7
SARS-CoV-2 variant,TESSy,Denmark,2022-W37,SARS-CoV-2,BA.2.75,proportion,total,1.9
SARS-CoV-2 variant,TESSy,Denmark,2022-W37,SARS-CoV-2,BA.4,proportion,total,4.6
SARS-CoV-2 variant,TESSy,Denmark,2022-W37,SARS-CoV-2,BA.5,proportion,total,92.9
SARS-CoV-2 variant,TESSy,Denmark,2022-W36,SARS-CoV-2,BA.2,detections,total,25
SARS-CoV-2 variant,TESSy,Denmark,2022-W36,SARS-CoV-2,BA.2.75,detections,total,16
SARS-CoV-2 variant,TESSy,Denmark,2022-W36,SARS-CoV-2,BA.4,detections,total,216
SARS-CoV-2 variant,TESSy,Denmark,2022-W36,SARS-CoV-2,BA.5,detections,total,3289
SARS-CoV-2 variant,TESSy,Denmark,2022-W36,SARS-CoV-2,BA.2,proportion,total,0.7
SARS-CoV-2 variant,TESSy,Denmark,2022-W36,SARS-CoV-2,BA.2.75,proportion,total,0.5
SARS-CoV-2 variant,TESSy,Denmark,2022-W36,SARS-CoV-2,BA.4,proportion,total,6.1
SARS-CoV-2 variant,TESSy,Denmark,2022-W36,SARS-CoV-2,BA.5,proportion,total,92.8
SARS-CoV-2 variant,TESSy,Denmark,2022-W35,SARS-CoV-2,BA.2,detections,total,11
SARS-CoV-2 variant,TESSy,Denmark,2022-W35,SARS-CoV-2,BA.2.75,detections,total,24
SARS-CoV-2 variant,TESSy,Denmark,2022-W35,SARS-CoV-2,BA.4,detections,total,157
SARS-CoV-2 variant,TESSy,Denmark,2022-W35,SARS-CoV-2,BA.5,detections,total,3109
SARS-CoV-2 variant,TESSy,Denmark,2022-W35,SARS-CoV-2,BA.2,proportion,total,0.3
SARS-CoV-2 variant,TESSy,Denmark,2022-W35,SARS-CoV-2,BA.2.75,proportion,total,0.7
SARS-CoV-2 variant,TESSy,Denmark,2022-W35,SARS-CoV-2,BA.4,proportion,total,4.8
SARS-CoV-2 variant,TESSy,Denmark,2022-W35,SARS-CoV-2,BA.5,proportion,total,94.2
SARS-CoV-2 variant,TESSy,Denmark,2022-W34,SARS-CoV-2,BA.2,detections,total,29
SARS-CoV-2 variant,TESSy,Denmark,2022-W34,SARS-CoV-2,BA.2.75,detections,total,16
SARS-CoV-2 variant,TESSy,Denmark,2022-W34,SARS-CoV-2,BA.4,detections,total,116
SARS-CoV-2 variant,TESSy,Denmark,2022-W34,SARS-CoV-2,BA.5,detections,total,2534
SARS-CoV-2 variant,TESSy,Denmark,2022-W34,SARS-CoV-2,BA.2,proportion,total,1.1
SARS-CoV-2 variant,TESSy,Denmark,2022-W34,SARS-CoV-2,BA.2.75,proportion,total,0.6
SARS-CoV-2 variant,TESSy,Denmark,2022-W34,SARS-CoV-2,BA.4,proportion,total,4.3
SARS-CoV-2 variant,TESSy,Denmark,2022-W34,SARS-CoV-2,BA.5,proportion,total,94
SARS-CoV-2 variant,TESSy,Denmark,2022-W33,SARS-CoV-2,BA.2,detections,total,13
SARS-CoV-2 variant,TESSy,Denmark,2022-W33,SARS-CoV-2,BA.4,detections,total,144
SARS-CoV-2 variant,TESSy,Denmark,2022-W33,SARS-CoV-2,BA.5,detections,total,2382
SARS-CoV-2 variant,TESSy,Denmark,2022-W33,SARS-CoV-2,BA.2,proportion,total,0.5
SARS-CoV-2 variant,TESSy,Denmark,2022-W33,SARS-CoV-2,BA.4,proportion,total,5.7
SARS-CoV-2 variant,TESSy,Denmark,2022-W33,SARS-CoV-2,BA.5,proportion,total,93.8
SARS-CoV-2 variant,TESSy,Denmark,2022-W32,SARS-CoV-2,BA.2,detections,total,28
SARS-CoV-2 variant,TESSy,Denmark,2022-W32,SARS-CoV-2,BA.2.75,detections,total,12
SARS-CoV-2 variant,TESSy,Denmark,2022-W32,SARS-CoV-2,BA.4,detections,total,189
SARS-CoV-2 variant,TESSy,Denmark,2022-W32,SARS-CoV-2,BA.5,detections,total,3623
SARS-CoV-2 variant,TESSy,Denmark,2022-W32,SARS-CoV-2,BA.2,proportion,total,0.7
SARS-CoV-2 variant,TESSy,Denmark,2022-W32,SARS-CoV-2,BA.2.75,proportion,total,0.3
SARS-CoV-2 variant,TESSy,Denmark,2022-W32,SARS-CoV-2,BA.4,proportion,total,4.9
SARS-CoV-2 variant,TESSy,Denmark,2022-W32,SARS-CoV-2,BA.5,proportion,total,94.1
SARS-CoV-2 variant,TESSy,Denmark,2022-W31,SARS-CoV-2,BA.2,detections,total,35
SARS-CoV-2 variant,TESSy,Denmark,2022-W31,SARS-CoV-2,BA.2.75,detections,total,9
SARS-CoV-2 variant,TESSy,Denmark,2022-W31,SARS-CoV-2,BA.4,detections,total,139
SARS-CoV-2 variant,TESSy,Denmark,2022-W31,SARS-CoV-2,BA.5,detections,total,3327
SARS-CoV-2 variant,TESSy,Denmark,2022-W31,SARS-CoV-2,BA.2,proportion,total,1
SARS-CoV-2 variant,TESSy,Denmark,2022-W31,SARS-CoV-2,BA.2.75,proportion,total,0.3
SARS-CoV-2 variant,TESSy,Denmark,2022-W31,SARS-CoV-2,BA.4,proportion,total,4
SARS-CoV-2 variant,TESSy,Denmark,2022-W31,SARS-CoV-2,BA.5,proportion,total,94.8
SARS-CoV-2 variant,TESSy,Denmark,2022-W30,SARS-CoV-2,B.1.617.2,detections,total,1
SARS-CoV-2 variant,TESSy,Denmark,2022-W30,SARS-CoV-2,BA.2,detections,total,72
SARS-CoV-2 variant,TESSy,Denmark,2022-W30,SARS-CoV-2,BA.2.75,detections,total,4
SARS-CoV-2 variant,TESSy,Denmark,2022-W30,SARS-CoV-2,BA.4,detections,total,243
SARS-CoV-2 variant,TESSy,Denmark,2022-W30,SARS-CoV-2,BA.5,detections,total,3656
SARS-CoV-2 variant,TESSy,Denmark,2022-W30,SARS-CoV-2,B.1.617.2,proportion,total,0
SARS-CoV-2 variant,TESSy,Denmark,2022-W30,SARS-CoV-2,BA.2,proportion,total,1.8
SARS-CoV-2 variant,TESSy,Denmark,2022-W30,SARS-CoV-2,BA.2.75,proportion,total,0.1
SARS-CoV-2 variant,TESSy,Denmark,2022-W30,SARS-CoV-2,BA.4,proportion,total,6.1
SARS-CoV-2 variant,TESSy,Denmark,2022-W30,SARS-CoV-2,BA.5,proportion,total,92
SARS-CoV-2 variant,TESSy,Denmark,2022-W29,SARS-CoV-2,BA.2,detections,total,75
SARS-CoV-2 variant,TESSy,Denmark,2022-W29,SARS-CoV-2,BA.2.75,detections,total,6
SARS-CoV-2 variant,TESSy,Denmark,2022-W29,SARS-CoV-2,BA.4,detections,total,238
SARS-CoV-2 variant,TESSy,Denmark,2022-W29,SARS-CoV-2,BA.5,detections,total,3689
SARS-CoV-2 variant,TESSy,Denmark,2022-W29,SARS-CoV-2,BA.2,proportion,total,1.9
SARS-CoV-2 variant,TESSy,Denmark,2022-W29,SARS-CoV-2,BA.2.75,proportion,total,0.1
SARS-CoV-2 variant,TESSy,Denmark,2022-W29,SARS-CoV-2,BA.4,proportion,total,5.9
SARS-CoV-2 variant,TESSy,Denmark,2022-W29,SARS-CoV-2,BA.5,proportion,total,92
SARS-CoV-2 variant,TESSy,Denmark,2022-W28,SARS-CoV-2,BA.2,detections,total,110
SARS-CoV-2 variant,TESSy,Denmark,2022-W28,SARS-CoV-2,BA.2.75,detections,total,5
SARS-CoV-2 variant,TESSy,Denmark,2022-W28,SARS-CoV-2,BA.4,detections,total,222
SARS-CoV-2 variant,TESSy,Denmark,2022-W28,SARS-CoV-2,BA.5,detections,total,3219
SARS-CoV-2 variant,TESSy,Denmark,2022-W28,SARS-CoV-2,BA.2,proportion,total,3.1
SARS-CoV-2 variant,TESSy,Denmark,2022-W28,SARS-CoV-2,BA.2.75,proportion,total,0.1
SARS-CoV-2 variant,TESSy,Denmark,2022-W28,SARS-CoV-2,BA.4,proportion,total,6.2
SARS-CoV-2 variant,TESSy,Denmark,2022-W28,SARS-CoV-2,BA.5,proportion,total,90.5
SARS-CoV-2 variant,TESSy,Denmark,2022-W27,SARS-CoV-2,BA.2,detections,total,272
SARS-CoV-2 variant,TESSy,Denmark,2022-W27,SARS-CoV-2,BA.2.75,detections,total,2
SARS-CoV-2 variant,TESSy,Denmark,2022-W27,SARS-CoV-2,BA.4,detections,total,308
SARS-CoV-2 variant,TESSy,Denmark,2022-W27,SARS-CoV-2,BA.5,detections,total,3346
SARS-CoV-2 variant,TESSy,Denmark,2022-W27,SARS-CoV-2,BA.2,proportion,total,6.9
SARS-CoV-2 variant,TESSy,Denmark,2022-W27,SARS-CoV-2,BA.2.75,proportion,total,0.1
SARS-CoV-2 variant,TESSy,Denmark,2022-W27,SARS-CoV-2,BA.4,proportion,total,7.8
SARS-CoV-2 variant,TESSy,Denmark,2022-W27,SARS-CoV-2,BA.5,proportion,total,85.2
SARS-CoV-2 variant,TESSy,Denmark,2022-W26,SARS-CoV-2,B.1.617.2,detections,total,1
SARS-CoV-2 variant,TESSy,Denmark,2022-W26,SARS-CoV-2,BA.2,detections,total,450
SARS-CoV-2 variant,TESSy,Denmark,2022-W26,SARS-CoV-2,BA.4,detections,total,304
SARS-CoV-2 variant,TESSy,Denmark,2022-W26,SARS-CoV-2,BA.5,detections,total,3491
SARS-CoV-2 variant,TESSy,Denmark,2022-W26,SARS-CoV-2,B.1.617.2,proportion,total,0
SARS-CoV-2 variant,TESSy,Denmark,2022-W26,SARS-CoV-2,BA.2,proportion,total,10.6
SARS-CoV-2 variant,TESSy,Denmark,2022-W26,SARS-CoV-2,BA.4,proportion,total,7.2
SARS-CoV-2 variant,TESSy,Denmark,2022-W26,SARS-CoV-2,BA.5,proportion,total,82.2
SARS-CoV-2 variant,TESSy,Denmark,2022-W25,SARS-CoV-2,BA.2,detections,total,834
SARS-CoV-2 variant,TESSy,Denmark,2022-W25,SARS-CoV-2,BA.4,detections,total,349
SARS-CoV-2 variant,TESSy,Denmark,2022-W25,SARS-CoV-2,BA.5,detections,total,3298
SARS-CoV-2 variant,TESSy,Denmark,2022-W25,SARS-CoV-2,BA.2,proportion,total,18.6
SARS-CoV-2 variant,TESSy,Denmark,2022-W25,SARS-CoV-2,BA.4,proportion,total,7.8
SARS-CoV-2 variant,TESSy,Denmark,2022-W25,SARS-CoV-2,BA.5,proportion,total,73.6
SARS-CoV-2 variant,TESSy,Estonia,2023-W49,SARS-CoV-2,BA.2.86,detections,total,38
SARS-CoV-2 variant,TESSy,Estonia,2023-W49,SARS-CoV-2,XBB,detections,total,5
SARS-CoV-2 variant,TESSy,Estonia,2023-W49,SARS-CoV-2,XBB.1.5-like,detections,total,9
SARS-CoV-2 variant,TESSy,Estonia,2023-W49,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,23
SARS-CoV-2 variant,TESSy,Estonia,2023-W49,SARS-CoV-2,BA.2.86,proportion,total,50.7
SARS-CoV-2 variant,TESSy,Estonia,2023-W49,SARS-CoV-2,XBB,proportion,total,6.7
SARS-CoV-2 variant,TESSy,Estonia,2023-W49,SARS-CoV-2,XBB.1.5-like,proportion,total,12
SARS-CoV-2 variant,TESSy,Estonia,2023-W49,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,30.7
SARS-CoV-2 variant,TESSy,Estonia,2023-W48,SARS-CoV-2,BA.2.86,detections,total,38
SARS-CoV-2 variant,TESSy,Estonia,2023-W48,SARS-CoV-2,XBB,detections,total,16
SARS-CoV-2 variant,TESSy,Estonia,2023-W48,SARS-CoV-2,XBB.1.5-like,detections,total,10
SARS-CoV-2 variant,TESSy,Estonia,2023-W48,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,34
SARS-CoV-2 variant,TESSy,Estonia,2023-W48,SARS-CoV-2,BA.2.86,proportion,total,38.8
SARS-CoV-2 variant,TESSy,Estonia,2023-W48,SARS-CoV-2,XBB,proportion,total,16.3
SARS-CoV-2 variant,TESSy,Estonia,2023-W48,SARS-CoV-2,XBB.1.5-like,proportion,total,10.2
SARS-CoV-2 variant,TESSy,Estonia,2023-W48,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,34.7
SARS-CoV-2 variant,TESSy,Estonia,2023-W47,SARS-CoV-2,BA.2.86,detections,total,21
SARS-CoV-2 variant,TESSy,Estonia,2023-W47,SARS-CoV-2,XBB,detections,total,15
SARS-CoV-2 variant,TESSy,Estonia,2023-W47,SARS-CoV-2,XBB.1.5-like,detections,total,7
SARS-CoV-2 variant,TESSy,Estonia,2023-W47,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,19
SARS-CoV-2 variant,TESSy,Estonia,2023-W47,SARS-CoV-2,BA.2.86,proportion,total,33.9
SARS-CoV-2 variant,TESSy,Estonia,2023-W47,SARS-CoV-2,XBB,proportion,total,24.2
SARS-CoV-2 variant,TESSy,Estonia,2023-W47,SARS-CoV-2,XBB.1.5-like,proportion,total,11.3
SARS-CoV-2 variant,TESSy,Estonia,2023-W47,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,30.6
SARS-CoV-2 variant,TESSy,Estonia,2023-W46,SARS-CoV-2,BA.2.86,detections,total,2
SARS-CoV-2 variant,TESSy,Estonia,2023-W46,SARS-CoV-2,XBB,detections,total,10
SARS-CoV-2 variant,TESSy,Estonia,2023-W46,SARS-CoV-2,XBB.1.5-like,detections,total,3
SARS-CoV-2 variant,TESSy,Estonia,2023-W46,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,21
SARS-CoV-2 variant,TESSy,Estonia,2023-W46,SARS-CoV-2,BA.2.86,proportion,total,5.6
SARS-CoV-2 variant,TESSy,Estonia,2023-W46,SARS-CoV-2,XBB,proportion,total,27.8
SARS-CoV-2 variant,TESSy,Estonia,2023-W46,SARS-CoV-2,XBB.1.5-like,proportion,total,8.3
SARS-CoV-2 variant,TESSy,Estonia,2023-W46,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,58.3
SARS-CoV-2 variant,TESSy,Estonia,2023-W45,SARS-CoV-2,BA.2.75,detections,total,1
SARS-CoV-2 variant,TESSy,Estonia,2023-W45,SARS-CoV-2,BA.2.86,detections,total,9
SARS-CoV-2 variant,TESSy,Estonia,2023-W45,SARS-CoV-2,XBB.1.5-like,detections,total,22
SARS-CoV-2 variant,TESSy,Estonia,2023-W45,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,42
SARS-CoV-2 variant,TESSy,Estonia,2023-W45,SARS-CoV-2,BA.2.75,proportion,total,1.4
SARS-CoV-2 variant,TESSy,Estonia,2023-W45,SARS-CoV-2,BA.2.86,proportion,total,12.2
SARS-CoV-2 variant,TESSy,Estonia,2023-W45,SARS-CoV-2,XBB.1.5-like,proportion,total,29.7
SARS-CoV-2 variant,TESSy,Estonia,2023-W45,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,56.8
SARS-CoV-2 variant,TESSy,Estonia,2023-W44,SARS-CoV-2,XBB.1.5-like,detections,total,11
SARS-CoV-2 variant,TESSy,Estonia,2023-W44,SARS-CoV-2,XBB.1.5-like,proportion,total,100
SARS-CoV-2 variant,TESSy,Estonia,2023-W43,SARS-CoV-2,BA.2.86,detections,total,1
SARS-CoV-2 variant,TESSy,Estonia,2023-W43,SARS-CoV-2,XBB,detections,total,4
SARS-CoV-2 variant,TESSy,Estonia,2023-W43,SARS-CoV-2,XBB.1.5-like,detections,total,7
SARS-CoV-2 variant,TESSy,Estonia,2023-W43,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,23
SARS-CoV-2 variant,TESSy,Estonia,2023-W43,SARS-CoV-2,BA.2.86,proportion,total,2.9
SARS-CoV-2 variant,TESSy,Estonia,2023-W43,SARS-CoV-2,XBB,proportion,total,11.4
SARS-CoV-2 variant,TESSy,Estonia,2023-W43,SARS-CoV-2,XBB.1.5-like,proportion,total,20
SARS-CoV-2 variant,TESSy,Estonia,2023-W43,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,65.7
SARS-CoV-2 variant,TESSy,Estonia,2023-W42,SARS-CoV-2,XBB,detections,total,2
SARS-CoV-2 variant,TESSy,Estonia,2023-W42,SARS-CoV-2,XBB.1.5-like,detections,total,1
SARS-CoV-2 variant,TESSy,Estonia,2023-W42,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,7
SARS-CoV-2 variant,TESSy,Estonia,2023-W42,SARS-CoV-2,XBB,proportion,total,20
SARS-CoV-2 variant,TESSy,Estonia,2023-W42,SARS-CoV-2,XBB.1.5-like,proportion,total,10
SARS-CoV-2 variant,TESSy,Estonia,2023-W42,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,70
SARS-CoV-2 variant,TESSy,Estonia,2023-W41,SARS-CoV-2,XBB,detections,total,3
SARS-CoV-2 variant,TESSy,Estonia,2023-W41,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,7
SARS-CoV-2 variant,TESSy,Estonia,2023-W41,SARS-CoV-2,XBB,proportion,total,30
SARS-CoV-2 variant,TESSy,Estonia,2023-W41,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,70
SARS-CoV-2 variant,TESSy,Estonia,2023-W40,SARS-CoV-2,Other,detections,total,1
SARS-CoV-2 variant,TESSy,Estonia,2023-W40,SARS-CoV-2,XBB,detections,total,2
SARS-CoV-2 variant,TESSy,Estonia,2023-W40,SARS-CoV-2,XBB.1.5-like,detections,total,2
SARS-CoV-2 variant,TESSy,Estonia,2023-W40,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,8
SARS-CoV-2 variant,TESSy,Estonia,2023-W40,SARS-CoV-2,Other,proportion,total,7.7
SARS-CoV-2 variant,TESSy,Estonia,2023-W40,SARS-CoV-2,XBB,proportion,total,15.4
SARS-CoV-2 variant,TESSy,Estonia,2023-W40,SARS-CoV-2,XBB.1.5-like,proportion,total,15.4
SARS-CoV-2 variant,TESSy,Estonia,2023-W40,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,61.5
SARS-CoV-2 variant,TESSy,Estonia,2023-W39,SARS-CoV-2,XBB,detections,total,2
SARS-CoV-2 variant,TESSy,Estonia,2023-W39,SARS-CoV-2,XBB.1.5-like,detections,total,1
SARS-CoV-2 variant,TESSy,Estonia,2023-W39,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,2
SARS-CoV-2 variant,TESSy,Estonia,2023-W39,SARS-CoV-2,XBB,proportion,total,40
SARS-CoV-2 variant,TESSy,Estonia,2023-W39,SARS-CoV-2,XBB.1.5-like,proportion,total,20
SARS-CoV-2 variant,TESSy,Estonia,2023-W39,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,40
SARS-CoV-2 variant,TESSy,Estonia,2023-W38,SARS-CoV-2,XBB,detections,total,1
SARS-CoV-2 variant,TESSy,Estonia,2023-W38,SARS-CoV-2,XBB.1.5-like,detections,total,1
SARS-CoV-2 variant,TESSy,Estonia,2023-W38,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,1
SARS-CoV-2 variant,TESSy,Estonia,2023-W38,SARS-CoV-2,XBB,proportion,total,33.3
SARS-CoV-2 variant,TESSy,Estonia,2023-W38,SARS-CoV-2,XBB.1.5-like,proportion,total,33.3
SARS-CoV-2 variant,TESSy,Estonia,2023-W38,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,33.3
SARS-CoV-2 variant,TESSy,Estonia,2023-W37,SARS-CoV-2,XBB,detections,total,1
SARS-CoV-2 variant,TESSy,Estonia,2023-W37,SARS-CoV-2,XBB.1.5-like,detections,total,3
SARS-CoV-2 variant,TESSy,Estonia,2023-W37,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,1
SARS-CoV-2 variant,TESSy,Estonia,2023-W37,SARS-CoV-2,XBB,proportion,total,20
SARS-CoV-2 variant,TESSy,Estonia,2023-W37,SARS-CoV-2,XBB.1.5-like,proportion,total,60
SARS-CoV-2 variant,TESSy,Estonia,2023-W37,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,20
SARS-CoV-2 variant,TESSy,Estonia,2023-W36,SARS-CoV-2,XBB,detections,total,2
SARS-CoV-2 variant,TESSy,Estonia,2023-W36,SARS-CoV-2,XBB.1.5-like,detections,total,2
SARS-CoV-2 variant,TESSy,Estonia,2023-W36,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,3
SARS-CoV-2 variant,TESSy,Estonia,2023-W36,SARS-CoV-2,XBB,proportion,total,28.6
SARS-CoV-2 variant,TESSy,Estonia,2023-W36,SARS-CoV-2,XBB.1.5-like,proportion,total,28.6
SARS-CoV-2 variant,TESSy,Estonia,2023-W36,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,42.9
SARS-CoV-2 variant,TESSy,Estonia,2023-W35,SARS-CoV-2,BA.2.75,detections,total,1
SARS-CoV-2 variant,TESSy,Estonia,2023-W35,SARS-CoV-2,XBB,detections,total,1
SARS-CoV-2 variant,TESSy,Estonia,2023-W35,SARS-CoV-2,XBB.1.5-like,detections,total,1
SARS-CoV-2 variant,TESSy,Estonia,2023-W35,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,3
SARS-CoV-2 variant,TESSy,Estonia,2023-W35,SARS-CoV-2,BA.2.75,proportion,total,16.7
SARS-CoV-2 variant,TESSy,Estonia,2023-W35,SARS-CoV-2,XBB,proportion,total,16.7
SARS-CoV-2 variant,TESSy,Estonia,2023-W35,SARS-CoV-2,XBB.1.5-like,proportion,total,16.7
SARS-CoV-2 variant,TESSy,Estonia,2023-W35,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,50
SARS-CoV-2 variant,TESSy,Estonia,2023-W34,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,2
SARS-CoV-2 variant,TESSy,Estonia,2023-W34,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,100
SARS-CoV-2 variant,TESSy,Estonia,2023-W33,SARS-CoV-2,XBB,detections,total,1
SARS-CoV-2 variant,TESSy,Estonia,2023-W33,SARS-CoV-2,XBB.1.5-like,detections,total,1
SARS-CoV-2 variant,TESSy,Estonia,2023-W33,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,1
SARS-CoV-2 variant,TESSy,Estonia,2023-W33,SARS-CoV-2,XBB,proportion,total,33.3
SARS-CoV-2 variant,TESSy,Estonia,2023-W33,SARS-CoV-2,XBB.1.5-like,proportion,total,33.3
SARS-CoV-2 variant,TESSy,Estonia,2023-W33,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,33.3
SARS-CoV-2 variant,TESSy,Estonia,2023-W32,SARS-CoV-2,XBB.1.5-like,detections,total,1
SARS-CoV-2 variant,TESSy,Estonia,2023-W32,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,2
SARS-CoV-2 variant,TESSy,Estonia,2023-W32,SARS-CoV-2,XBB.1.5-like,proportion,total,33.3
SARS-CoV-2 variant,TESSy,Estonia,2023-W32,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,66.7
SARS-CoV-2 variant,TESSy,Estonia,2023-W30,SARS-CoV-2,XBB.1.5-like,detections,total,3
SARS-CoV-2 variant,TESSy,Estonia,2023-W30,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,6
SARS-CoV-2 variant,TESSy,Estonia,2023-W30,SARS-CoV-2,XBB.1.5-like,proportion,total,33.3
SARS-CoV-2 variant,TESSy,Estonia,2023-W30,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,66.7
SARS-CoV-2 variant,TESSy,Estonia,2023-W29,SARS-CoV-2,XBB.1.5-like,detections,total,1
SARS-CoV-2 variant,TESSy,Estonia,2023-W29,SARS-CoV-2,XBB.1.5-like,proportion,total,100
SARS-CoV-2 variant,TESSy,Estonia,2023-W28,SARS-CoV-2,BA.5,detections,total,1
SARS-CoV-2 variant,TESSy,Estonia,2023-W28,SARS-CoV-2,XBB.1.5-like,detections,total,2
SARS-CoV-2 variant,TESSy,Estonia,2023-W28,SARS-CoV-2,XBB.1.5-like+F456L,detections,total,3
SARS-CoV-2 variant,TESSy,Estonia,2023-W28,SARS-CoV-2,BA.5,proportion,total,16.7
SARS-CoV-2 variant,TESSy,Estonia,2023-W28,SARS-CoV-2,XBB.1.5-like,proportion,total,33.3
SARS-CoV-2 variant,TESSy,Estonia,2023-W28,SARS-CoV-2,XBB.1.5-like+F456L,proportion,total,50
SARS-CoV-2 variant,TESSy,Estonia,2023-W26,SARS-CoV-2,XBB,detections,total,2
SARS-CoV-2 variant,TESSy,Estonia,2023-W26,SARS-CoV-2,XBB.1.5-like,detections,total,3
SARS-CoV-2 variant,TESSy,Estonia,2023-W26,SARS-CoV-2,XBB,proportion,total,40
SARS-CoV-2 variant,TESSy,Estonia,2023-W26,SARS-CoV-2,XBB.1.5-like,proportion,total,60
