survtype,datasource,countryname,yearweek,pathogen,indicator,age,value,detectableprevalence
SARS-CoV-2 variant,GISAID,Italy,2026-W02,SARS-CoV-2,2-week count of sequences,total,67,>5% to 10%
SARS-CoV-2 variant,GISAID,Italy,2026-W01,SARS-CoV-2,2-week count of sequences,total,59,>5% to 10%
SARS-CoV-2 variant,GISAID,Italy,2025-W52,SARS-CoV-2,2-week count of sequences,total,97,>5% to 10%
SARS-CoV-2 variant,GISAID,Italy,2025-W51,SARS-CoV-2,2-week count of sequences,total,150,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Italy,2025-W50,SARS-CoV-2,2-week count of sequences,total,146,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Italy,2025-W49,SARS-CoV-2,2-week count of sequences,total,143,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Italy,2025-W48,SARS-CoV-2,2-week count of sequences,total,155,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Italy,2025-W47,SARS-CoV-2,2-week count of sequences,total,158,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Italy,2025-W46,SARS-CoV-2,2-week count of sequences,total,175,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Italy,2025-W45,SARS-CoV-2,2-week count of sequences,total,218,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Italy,2025-W44,SARS-CoV-2,2-week count of sequences,total,247,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2025-W43,SARS-CoV-2,2-week count of sequences,total,273,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2025-W42,SARS-CoV-2,2-week count of sequences,total,324,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2025-W41,SARS-CoV-2,2-week count of sequences,total,323,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2025-W40,SARS-CoV-2,2-week count of sequences,total,293,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2025-W39,SARS-CoV-2,2-week count of sequences,total,306,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2025-W38,SARS-CoV-2,2-week count of sequences,total,269,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2025-W37,SARS-CoV-2,2-week count of sequences,total,201,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Italy,2025-W36,SARS-CoV-2,2-week count of sequences,total,173,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Italy,2025-W35,SARS-CoV-2,2-week count of sequences,total,174,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Italy,2025-W34,SARS-CoV-2,2-week count of sequences,total,171,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Italy,2025-W33,SARS-CoV-2,2-week count of sequences,total,129,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Italy,2025-W32,SARS-CoV-2,2-week count of sequences,total,98,>5% to 10%
SARS-CoV-2 variant,GISAID,Italy,2025-W31,SARS-CoV-2,2-week count of sequences,total,87,>5% to 10%
SARS-CoV-2 variant,GISAID,Italy,2025-W30,SARS-CoV-2,2-week count of sequences,total,84,>5% to 10%
SARS-CoV-2 variant,GISAID,Italy,2025-W29,SARS-CoV-2,2-week count of sequences,total,68,>5% to 10%
SARS-CoV-2 variant,GISAID,Italy,2025-W28,SARS-CoV-2,2-week count of sequences,total,44,>10% to 15%
SARS-CoV-2 variant,GISAID,Italy,2025-W27,SARS-CoV-2,2-week count of sequences,total,37,>10% to 15%
SARS-CoV-2 variant,GISAID,Italy,2025-W26,SARS-CoV-2,2-week count of sequences,total,32,>15%
SARS-CoV-2 variant,GISAID,Italy,2025-W25,SARS-CoV-2,2-week count of sequences,total,33,>15%
SARS-CoV-2 variant,GISAID,Italy,2025-W24,SARS-CoV-2,2-week count of sequences,total,28,>15%
SARS-CoV-2 variant,GISAID,Italy,2025-W23,SARS-CoV-2,2-week count of sequences,total,24,>15%
SARS-CoV-2 variant,GISAID,Italy,2025-W22,SARS-CoV-2,2-week count of sequences,total,29,>15%
SARS-CoV-2 variant,GISAID,Italy,2025-W21,SARS-CoV-2,2-week count of sequences,total,30,>15%
SARS-CoV-2 variant,GISAID,Italy,2025-W20,SARS-CoV-2,2-week count of sequences,total,32,>15%
SARS-CoV-2 variant,GISAID,Italy,2025-W19,SARS-CoV-2,2-week count of sequences,total,31,>15%
SARS-CoV-2 variant,GISAID,Italy,2025-W18,SARS-CoV-2,2-week count of sequences,total,27,>15%
SARS-CoV-2 variant,GISAID,Italy,2025-W17,SARS-CoV-2,2-week count of sequences,total,24,>15%
SARS-CoV-2 variant,GISAID,Italy,2025-W16,SARS-CoV-2,2-week count of sequences,total,30,>15%
SARS-CoV-2 variant,GISAID,Italy,2025-W15,SARS-CoV-2,2-week count of sequences,total,31,>15%
SARS-CoV-2 variant,GISAID,Italy,2025-W14,SARS-CoV-2,2-week count of sequences,total,37,>10% to 15%
SARS-CoV-2 variant,GISAID,Italy,2025-W13,SARS-CoV-2,2-week count of sequences,total,39,>10% to 15%
SARS-CoV-2 variant,GISAID,Italy,2025-W12,SARS-CoV-2,2-week count of sequences,total,41,>10% to 15%
SARS-CoV-2 variant,GISAID,Italy,2025-W11,SARS-CoV-2,2-week count of sequences,total,45,>10% to 15%
SARS-CoV-2 variant,GISAID,Italy,2025-W10,SARS-CoV-2,2-week count of sequences,total,41,>10% to 15%
SARS-CoV-2 variant,GISAID,Italy,2025-W09,SARS-CoV-2,2-week count of sequences,total,30,>15%
SARS-CoV-2 variant,GISAID,Italy,2025-W08,SARS-CoV-2,2-week count of sequences,total,29,>15%
SARS-CoV-2 variant,GISAID,Italy,2025-W07,SARS-CoV-2,2-week count of sequences,total,33,>15%
SARS-CoV-2 variant,GISAID,Italy,2025-W06,SARS-CoV-2,2-week count of sequences,total,32,>15%
SARS-CoV-2 variant,GISAID,Italy,2025-W05,SARS-CoV-2,2-week count of sequences,total,63,>5% to 10%
SARS-CoV-2 variant,GISAID,Italy,2025-W04,SARS-CoV-2,2-week count of sequences,total,102,>5% to 10%
SARS-CoV-2 variant,GISAID,Italy,2025-W03,SARS-CoV-2,2-week count of sequences,total,118,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Italy,2025-W02,SARS-CoV-2,2-week count of sequences,total,100,>5% to 10%
SARS-CoV-2 variant,GISAID,Italy,2025-W01,SARS-CoV-2,2-week count of sequences,total,73,>5% to 10%
SARS-CoV-2 variant,GISAID,Italy,2024-W52,SARS-CoV-2,2-week count of sequences,total,83,>5% to 10%
SARS-CoV-2 variant,GISAID,Italy,2024-W51,SARS-CoV-2,2-week count of sequences,total,98,>5% to 10%
SARS-CoV-2 variant,GISAID,Italy,2024-W50,SARS-CoV-2,2-week count of sequences,total,107,>5% to 10%
SARS-CoV-2 variant,GISAID,Italy,2024-W49,SARS-CoV-2,2-week count of sequences,total,100,>5% to 10%
SARS-CoV-2 variant,GISAID,Italy,2024-W48,SARS-CoV-2,2-week count of sequences,total,101,>5% to 10%
SARS-CoV-2 variant,GISAID,Italy,2024-W47,SARS-CoV-2,2-week count of sequences,total,117,>5% to 10%
SARS-CoV-2 variant,GISAID,Italy,2024-W46,SARS-CoV-2,2-week count of sequences,total,140,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Italy,2024-W45,SARS-CoV-2,2-week count of sequences,total,155,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Italy,2024-W44,SARS-CoV-2,2-week count of sequences,total,181,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Italy,2024-W43,SARS-CoV-2,2-week count of sequences,total,301,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2024-W42,SARS-CoV-2,2-week count of sequences,total,398,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2024-W41,SARS-CoV-2,2-week count of sequences,total,412,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2024-W40,SARS-CoV-2,2-week count of sequences,total,391,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2024-W39,SARS-CoV-2,2-week count of sequences,total,353,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2024-W38,SARS-CoV-2,2-week count of sequences,total,321,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2024-W37,SARS-CoV-2,2-week count of sequences,total,313,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2024-W36,SARS-CoV-2,2-week count of sequences,total,350,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2024-W35,SARS-CoV-2,2-week count of sequences,total,434,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2024-W34,SARS-CoV-2,2-week count of sequences,total,526,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2024-W33,SARS-CoV-2,2-week count of sequences,total,549,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2024-W32,SARS-CoV-2,2-week count of sequences,total,493,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2024-W31,SARS-CoV-2,2-week count of sequences,total,389,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2024-W30,SARS-CoV-2,2-week count of sequences,total,336,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2024-W29,SARS-CoV-2,2-week count of sequences,total,307,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2024-W28,SARS-CoV-2,2-week count of sequences,total,255,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2024-W27,SARS-CoV-2,2-week count of sequences,total,252,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2024-W26,SARS-CoV-2,2-week count of sequences,total,249,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2024-W25,SARS-CoV-2,2-week count of sequences,total,197,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Italy,2024-W24,SARS-CoV-2,2-week count of sequences,total,144,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Italy,2024-W23,SARS-CoV-2,2-week count of sequences,total,124,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Italy,2024-W22,SARS-CoV-2,2-week count of sequences,total,101,>5% to 10%
SARS-CoV-2 variant,GISAID,Italy,2024-W21,SARS-CoV-2,2-week count of sequences,total,94,>5% to 10%
SARS-CoV-2 variant,GISAID,Italy,2024-W20,SARS-CoV-2,2-week count of sequences,total,95,>5% to 10%
SARS-CoV-2 variant,GISAID,Italy,2024-W19,SARS-CoV-2,2-week count of sequences,total,61,>5% to 10%
SARS-CoV-2 variant,GISAID,Italy,2024-W18,SARS-CoV-2,2-week count of sequences,total,29,>15%
SARS-CoV-2 variant,GISAID,Italy,2024-W17,SARS-CoV-2,2-week count of sequences,total,23,>15%
SARS-CoV-2 variant,GISAID,Italy,2024-W16,SARS-CoV-2,2-week count of sequences,total,26,>15%
SARS-CoV-2 variant,GISAID,Italy,2024-W15,SARS-CoV-2,2-week count of sequences,total,25,>15%
SARS-CoV-2 variant,GISAID,Italy,2024-W14,SARS-CoV-2,2-week count of sequences,total,43,>10% to 15%
SARS-CoV-2 variant,GISAID,Italy,2024-W13,SARS-CoV-2,2-week count of sequences,total,44,>10% to 15%
SARS-CoV-2 variant,GISAID,Italy,2024-W12,SARS-CoV-2,2-week count of sequences,total,28,>15%
SARS-CoV-2 variant,GISAID,Italy,2024-W11,SARS-CoV-2,2-week count of sequences,total,45,>10% to 15%
SARS-CoV-2 variant,GISAID,Italy,2024-W10,SARS-CoV-2,2-week count of sequences,total,59,>5% to 10%
SARS-CoV-2 variant,GISAID,Italy,2024-W09,SARS-CoV-2,2-week count of sequences,total,64,>5% to 10%
SARS-CoV-2 variant,GISAID,Italy,2024-W08,SARS-CoV-2,2-week count of sequences,total,159,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Italy,2024-W07,SARS-CoV-2,2-week count of sequences,total,213,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Italy,2024-W06,SARS-CoV-2,2-week count of sequences,total,205,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Italy,2024-W05,SARS-CoV-2,2-week count of sequences,total,236,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Italy,2024-W04,SARS-CoV-2,2-week count of sequences,total,495,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2024-W03,SARS-CoV-2,2-week count of sequences,total,632,≤1%
SARS-CoV-2 variant,GISAID,Italy,2024-W02,SARS-CoV-2,2-week count of sequences,total,562,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2024-W01,SARS-CoV-2,2-week count of sequences,total,585,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2023-W52,SARS-CoV-2,2-week count of sequences,total,574,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2023-W51,SARS-CoV-2,2-week count of sequences,total,1148,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W50,SARS-CoV-2,2-week count of sequences,total,1178,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W49,SARS-CoV-2,2-week count of sequences,total,741,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W48,SARS-CoV-2,2-week count of sequences,total,789,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W47,SARS-CoV-2,2-week count of sequences,total,1070,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W46,SARS-CoV-2,2-week count of sequences,total,951,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W45,SARS-CoV-2,2-week count of sequences,total,618,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W44,SARS-CoV-2,2-week count of sequences,total,602,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2023-W43,SARS-CoV-2,2-week count of sequences,total,846,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W42,SARS-CoV-2,2-week count of sequences,total,940,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W41,SARS-CoV-2,2-week count of sequences,total,731,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W40,SARS-CoV-2,2-week count of sequences,total,802,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W39,SARS-CoV-2,2-week count of sequences,total,1039,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W38,SARS-CoV-2,2-week count of sequences,total,1033,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W37,SARS-CoV-2,2-week count of sequences,total,816,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W36,SARS-CoV-2,2-week count of sequences,total,738,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W35,SARS-CoV-2,2-week count of sequences,total,719,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W34,SARS-CoV-2,2-week count of sequences,total,552,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2023-W33,SARS-CoV-2,2-week count of sequences,total,308,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2023-W32,SARS-CoV-2,2-week count of sequences,total,266,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2023-W31,SARS-CoV-2,2-week count of sequences,total,212,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Italy,2023-W30,SARS-CoV-2,2-week count of sequences,total,184,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Italy,2023-W29,SARS-CoV-2,2-week count of sequences,total,243,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2023-W28,SARS-CoV-2,2-week count of sequences,total,239,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Italy,2023-W27,SARS-CoV-2,2-week count of sequences,total,151,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Italy,2023-W26,SARS-CoV-2,2-week count of sequences,total,163,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Italy,2023-W25,SARS-CoV-2,2-week count of sequences,total,197,>2.5% to 5%
SARS-CoV-2 variant,GISAID,Italy,2023-W24,SARS-CoV-2,2-week count of sequences,total,381,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2023-W23,SARS-CoV-2,2-week count of sequences,total,453,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2023-W22,SARS-CoV-2,2-week count of sequences,total,479,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2023-W21,SARS-CoV-2,2-week count of sequences,total,571,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2023-W20,SARS-CoV-2,2-week count of sequences,total,537,>1% to 2.5%
SARS-CoV-2 variant,GISAID,Italy,2023-W19,SARS-CoV-2,2-week count of sequences,total,622,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W18,SARS-CoV-2,2-week count of sequences,total,681,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W17,SARS-CoV-2,2-week count of sequences,total,750,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W16,SARS-CoV-2,2-week count of sequences,total,915,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W15,SARS-CoV-2,2-week count of sequences,total,1117,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W14,SARS-CoV-2,2-week count of sequences,total,1065,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W13,SARS-CoV-2,2-week count of sequences,total,914,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W12,SARS-CoV-2,2-week count of sequences,total,993,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W11,SARS-CoV-2,2-week count of sequences,total,1379,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W10,SARS-CoV-2,2-week count of sequences,total,1327,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W09,SARS-CoV-2,2-week count of sequences,total,1043,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W08,SARS-CoV-2,2-week count of sequences,total,1387,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W07,SARS-CoV-2,2-week count of sequences,total,1703,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W06,SARS-CoV-2,2-week count of sequences,total,1486,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W05,SARS-CoV-2,2-week count of sequences,total,1364,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W04,SARS-CoV-2,2-week count of sequences,total,1563,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W03,SARS-CoV-2,2-week count of sequences,total,2120,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W02,SARS-CoV-2,2-week count of sequences,total,2287,≤1%
SARS-CoV-2 variant,GISAID,Italy,2023-W01,SARS-CoV-2,2-week count of sequences,total,1529,≤1%
SARS-CoV-2 variant,GISAID,Italy,2022-W52,SARS-CoV-2,2-week count of sequences,total,1532,≤1%
SARS-CoV-2 variant,GISAID,Italy,2022-W51,SARS-CoV-2,2-week count of sequences,total,2921,≤1%
SARS-CoV-2 variant,GISAID,Italy,2022-W50,SARS-CoV-2,2-week count of sequences,total,2795,≤1%
SARS-CoV-2 variant,GISAID,Italy,2022-W49,SARS-CoV-2,2-week count of sequences,total,1680,≤1%
SARS-CoV-2 variant,GISAID,Italy,2022-W48,SARS-CoV-2,2-week count of sequences,total,1609,≤1%
SARS-CoV-2 variant,GISAID,Italy,2022-W47,SARS-CoV-2,2-week count of sequences,total,1504,≤1%
SARS-CoV-2 variant,GISAID,Italy,2022-W46,SARS-CoV-2,2-week count of sequences,total,2317,≤1%
SARS-CoV-2 variant,GISAID,Italy,2022-W45,SARS-CoV-2,2-week count of sequences,total,2476,≤1%
SARS-CoV-2 variant,GISAID,Italy,2022-W44,SARS-CoV-2,2-week count of sequences,total,1880,≤1%
SARS-CoV-2 variant,GISAID,Italy,2022-W43,SARS-CoV-2,2-week count of sequences,total,2189,≤1%
SARS-CoV-2 variant,GISAID,Italy,2022-W42,SARS-CoV-2,2-week count of sequences,total,2099,≤1%
SARS-CoV-2 variant,GISAID,Italy,2022-W41,SARS-CoV-2,2-week count of sequences,total,2579,≤1%
SARS-CoV-2 variant,GISAID,Italy,2022-W40,SARS-CoV-2,2-week count of sequences,total,2308,≤1%
SARS-CoV-2 variant,GISAID,Italy,2022-W39,SARS-CoV-2,2-week count of sequences,total,1364,≤1%
SARS-CoV-2 variant,GISAID,Italy,2022-W38,SARS-CoV-2,2-week count of sequences,total,1380,≤1%
SARS-CoV-2 variant,GISAID,Italy,2022-W37,SARS-CoV-2,2-week count of sequences,total,1674,≤1%
SARS-CoV-2 variant,GISAID,Italy,2022-W36,SARS-CoV-2,2-week count of sequences,total,1547,≤1%
SARS-CoV-2 variant,GISAID,Italy,2022-W35,SARS-CoV-2,2-week count of sequences,total,1104,≤1%
SARS-CoV-2 variant,GISAID,Italy,2022-W34,SARS-CoV-2,2-week count of sequences,total,1072,≤1%
SARS-CoV-2 variant,GISAID,Italy,2022-W33,SARS-CoV-2,2-week count of sequences,total,1255,≤1%
SARS-CoV-2 variant,GISAID,Italy,2022-W32,SARS-CoV-2,2-week count of sequences,total,2455,≤1%
SARS-CoV-2 variant,GISAID,Italy,2022-W31,SARS-CoV-2,2-week count of sequences,total,2751,≤1%
SARS-CoV-2 variant,GISAID,Italy,2022-W30,SARS-CoV-2,2-week count of sequences,total,2583,≤1%
SARS-CoV-2 variant,GISAID,Italy,2022-W29,SARS-CoV-2,2-week count of sequences,total,3282,≤1%
SARS-CoV-2 variant,GISAID,Italy,2022-W28,SARS-CoV-2,2-week count of sequences,total,4226,≤1%
SARS-CoV-2 variant,GISAID,Italy,2022-W27,SARS-CoV-2,2-week count of sequences,total,3759,≤1%
SARS-CoV-2 variant,GISAID,Italy,2022-W26,SARS-CoV-2,2-week count of sequences,total,2409,≤1%
SARS-CoV-2 variant,GISAID,Italy,2022-W25,SARS-CoV-2,2-week count of sequences,total,1102,≤1%
SARS-CoV-2 variant,GISAID,Latvia,2026-W36,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W35,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W34,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W33,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W32,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W31,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W30,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W29,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W28,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W27,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W26,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W25,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W24,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W23,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W22,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W21,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W20,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W19,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W18,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W17,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W16,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W15,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W14,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W13,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W12,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W11,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W10,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W09,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W08,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W07,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W06,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W05,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W04,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W03,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W02,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2026-W01,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2025-W52,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2025-W51,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2025-W50,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2025-W49,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2025-W48,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2025-W47,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2025-W46,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2025-W45,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2025-W44,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2025-W43,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2025-W42,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2025-W41,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2025-W40,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2025-W39,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2025-W38,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2025-W37,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2025-W36,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2025-W35,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2025-W34,SARS-CoV-2,2-week count of sequences,total,0,No data
SARS-CoV-2 variant,GISAID,Latvia,2025-W33,SARS-CoV-2,2-week count of sequences,total,0,No data
