survtype,countryname,yearweek,indicator,age,value
primary care syndromic,Estonia,2020-W25,ILIconsultationrate,65+,0
primary care syndromic,Estonia,2020-W25,ILIconsultationrate,total,9.6
primary care syndromic,Finland,2024-W21,ARIconsultationrate,0-4,5881.5
primary care syndromic,Finland,2024-W21,ARIconsultationrate,15-64,3229.8
primary care syndromic,Finland,2024-W21,ARIconsultationrate,5-14,3203.4
primary care syndromic,Finland,2024-W21,ARIconsultationrate,65+,564.1
primary care syndromic,Finland,2024-W21,ARIconsultationrate,total,1741.1
primary care syndromic,Finland,2024-W20,ARIconsultationrate,0-4,5797.1
primary care syndromic,Finland,2024-W20,ARIconsultationrate,15-64,3508.4
primary care syndromic,Finland,2024-W20,ARIconsultationrate,5-14,3343.9
primary care syndromic,Finland,2024-W20,ARIconsultationrate,65+,552.4
primary care syndromic,Finland,2024-W20,ARIconsultationrate,total,1833.9
primary care syndromic,Finland,2024-W19,ARIconsultationrate,0-4,7367.5
primary care syndromic,Finland,2024-W19,ARIconsultationrate,15-64,4074.7
primary care syndromic,Finland,2024-W19,ARIconsultationrate,5-14,4294.5
primary care syndromic,Finland,2024-W19,ARIconsultationrate,65+,511.2
primary care syndromic,Finland,2024-W19,ARIconsultationrate,total,1975.3
primary care syndromic,Finland,2024-W18,ARIconsultationrate,0-4,7270
primary care syndromic,Finland,2024-W18,ARIconsultationrate,15-64,3882.6
primary care syndromic,Finland,2024-W18,ARIconsultationrate,5-14,4324.6
primary care syndromic,Finland,2024-W18,ARIconsultationrate,65+,476.3
primary care syndromic,Finland,2024-W18,ARIconsultationrate,total,1880.6
primary care syndromic,Finland,2024-W17,ARIconsultationrate,0-4,6918.3
primary care syndromic,Finland,2024-W17,ARIconsultationrate,15-64,4085.2
primary care syndromic,Finland,2024-W17,ARIconsultationrate,5-14,3792.6
primary care syndromic,Finland,2024-W17,ARIconsultationrate,65+,524.6
primary care syndromic,Finland,2024-W17,ARIconsultationrate,total,2069.7
primary care syndromic,Finland,2024-W16,ARIconsultationrate,0-4,6244.7
primary care syndromic,Finland,2024-W16,ARIconsultationrate,15-64,3820.9
primary care syndromic,Finland,2024-W16,ARIconsultationrate,5-14,3471.6
primary care syndromic,Finland,2024-W16,ARIconsultationrate,65+,486
primary care syndromic,Finland,2024-W16,ARIconsultationrate,total,1932.7
primary care syndromic,Finland,2024-W15,ARIconsultationrate,0-4,5581.1
primary care syndromic,Finland,2024-W15,ARIconsultationrate,15-64,3903.3
primary care syndromic,Finland,2024-W15,ARIconsultationrate,5-14,3170.1
primary care syndromic,Finland,2024-W15,ARIconsultationrate,65+,498
primary care syndromic,Finland,2024-W15,ARIconsultationrate,total,1946.9
primary care syndromic,Finland,2024-W14,ARIconsultationrate,0-4,6470.1
primary care syndromic,Finland,2024-W14,ARIconsultationrate,15-64,4420
primary care syndromic,Finland,2024-W14,ARIconsultationrate,5-14,3847.6
primary care syndromic,Finland,2024-W14,ARIconsultationrate,65+,472.9
primary care syndromic,Finland,2024-W14,ARIconsultationrate,total,2094.1
primary care syndromic,Finland,2024-W13,ARIconsultationrate,0-4,6286
primary care syndromic,Finland,2024-W13,ARIconsultationrate,15-64,4106.8
primary care syndromic,Finland,2024-W13,ARIconsultationrate,5-14,4001.5
primary care syndromic,Finland,2024-W13,ARIconsultationrate,65+,481.5
primary care syndromic,Finland,2024-W13,ARIconsultationrate,total,2015.7
primary care syndromic,Finland,2024-W12,ARIconsultationrate,0-4,6409.9
primary care syndromic,Finland,2024-W12,ARIconsultationrate,15-64,4207.5
primary care syndromic,Finland,2024-W12,ARIconsultationrate,5-14,3806.3
primary care syndromic,Finland,2024-W12,ARIconsultationrate,65+,473.5
primary care syndromic,Finland,2024-W12,ARIconsultationrate,total,2087.7
primary care syndromic,Finland,2024-W11,ARIconsultationrate,0-4,6311.9
primary care syndromic,Finland,2024-W11,ARIconsultationrate,15-64,4207.4
primary care syndromic,Finland,2024-W11,ARIconsultationrate,5-14,3705.3
primary care syndromic,Finland,2024-W11,ARIconsultationrate,65+,488.9
primary care syndromic,Finland,2024-W11,ARIconsultationrate,total,2099.6
primary care syndromic,Finland,2024-W10,ARIconsultationrate,0-4,6606.1
primary care syndromic,Finland,2024-W10,ARIconsultationrate,15-64,4454.1
primary care syndromic,Finland,2024-W10,ARIconsultationrate,5-14,4000.5
primary care syndromic,Finland,2024-W10,ARIconsultationrate,65+,489.9
primary care syndromic,Finland,2024-W10,ARIconsultationrate,total,2156.5
primary care syndromic,Finland,2024-W09,ARIconsultationrate,0-4,7178.1
primary care syndromic,Finland,2024-W09,ARIconsultationrate,15-64,4792.7
primary care syndromic,Finland,2024-W09,ARIconsultationrate,5-14,4045.1
primary care syndromic,Finland,2024-W09,ARIconsultationrate,65+,509
primary care syndromic,Finland,2024-W09,ARIconsultationrate,total,2284.2
primary care syndromic,Finland,2024-W08,ARIconsultationrate,0-4,7837.3
primary care syndromic,Finland,2024-W08,ARIconsultationrate,15-64,4768.4
primary care syndromic,Finland,2024-W08,ARIconsultationrate,5-14,4356.3
primary care syndromic,Finland,2024-W08,ARIconsultationrate,65+,527.4
primary care syndromic,Finland,2024-W08,ARIconsultationrate,total,2270.4
primary care syndromic,Finland,2024-W07,ARIconsultationrate,0-4,8148.1
primary care syndromic,Finland,2024-W07,ARIconsultationrate,15-64,4710.9
primary care syndromic,Finland,2024-W07,ARIconsultationrate,5-14,4486.3
primary care syndromic,Finland,2024-W07,ARIconsultationrate,65+,492.2
primary care syndromic,Finland,2024-W07,ARIconsultationrate,total,2274.8
primary care syndromic,Finland,2024-W06,ARIconsultationrate,0-4,7754.5
primary care syndromic,Finland,2024-W06,ARIconsultationrate,15-64,4201.5
primary care syndromic,Finland,2024-W06,ARIconsultationrate,5-14,4233.6
primary care syndromic,Finland,2024-W06,ARIconsultationrate,65+,474.9
primary care syndromic,Finland,2024-W06,ARIconsultationrate,total,2111.8
primary care syndromic,Finland,2024-W05,ARIconsultationrate,0-4,7657.9
primary care syndromic,Finland,2024-W05,ARIconsultationrate,15-64,4067
primary care syndromic,Finland,2024-W05,ARIconsultationrate,5-14,4357.8
primary care syndromic,Finland,2024-W05,ARIconsultationrate,65+,467.7
primary care syndromic,Finland,2024-W05,ARIconsultationrate,total,1777
primary care syndromic,Finland,2024-W04,ARIconsultationrate,0-4,7401.8
primary care syndromic,Finland,2024-W04,ARIconsultationrate,15-64,4086
primary care syndromic,Finland,2024-W04,ARIconsultationrate,5-14,4177.4
primary care syndromic,Finland,2024-W04,ARIconsultationrate,65+,499.1
primary care syndromic,Finland,2024-W04,ARIconsultationrate,total,2063.5
primary care syndromic,Finland,2024-W03,ARIconsultationrate,0-4,6967.7
primary care syndromic,Finland,2024-W03,ARIconsultationrate,15-64,4195.3
primary care syndromic,Finland,2024-W03,ARIconsultationrate,5-14,3932.3
primary care syndromic,Finland,2024-W03,ARIconsultationrate,65+,543
primary care syndromic,Finland,2024-W03,ARIconsultationrate,total,2130.4
primary care syndromic,Finland,2024-W02,ARIconsultationrate,0-4,6355.1
primary care syndromic,Finland,2024-W02,ARIconsultationrate,15-64,5807.1
primary care syndromic,Finland,2024-W02,ARIconsultationrate,5-14,3928.6
primary care syndromic,Finland,2024-W02,ARIconsultationrate,65+,720.9
primary care syndromic,Finland,2024-W02,ARIconsultationrate,total,2947.9
primary care syndromic,Finland,2024-W01,ARIconsultationrate,0-4,9622.5
primary care syndromic,Finland,2024-W01,ARIconsultationrate,15-64,8861.8
primary care syndromic,Finland,2024-W01,ARIconsultationrate,5-14,7157.6
primary care syndromic,Finland,2024-W01,ARIconsultationrate,65+,693.3
primary care syndromic,Finland,2024-W01,ARIconsultationrate,total,3798
primary care syndromic,Finland,2023-W52,ARIconsultationrate,0-4,16354
primary care syndromic,Finland,2023-W52,ARIconsultationrate,15-64,11291.4
primary care syndromic,Finland,2023-W52,ARIconsultationrate,5-14,17042.5
primary care syndromic,Finland,2023-W52,ARIconsultationrate,65+,675.8
primary care syndromic,Finland,2023-W52,ARIconsultationrate,total,4092.2
primary care syndromic,Finland,2023-W51,ARIconsultationrate,0-4,9760.3
primary care syndromic,Finland,2023-W51,ARIconsultationrate,15-64,7777.4
primary care syndromic,Finland,2023-W51,ARIconsultationrate,5-14,8349.7
primary care syndromic,Finland,2023-W51,ARIconsultationrate,65+,746.6
primary care syndromic,Finland,2023-W51,ARIconsultationrate,total,3961.6
primary care syndromic,Finland,2023-W50,ARIconsultationrate,0-4,8555.4
primary care syndromic,Finland,2023-W50,ARIconsultationrate,15-64,7733.3
primary care syndromic,Finland,2023-W50,ARIconsultationrate,5-14,6636.6
primary care syndromic,Finland,2023-W50,ARIconsultationrate,65+,660.3
primary care syndromic,Finland,2023-W50,ARIconsultationrate,total,3736.8
primary care syndromic,Finland,2023-W49,ARIconsultationrate,0-4,9463.8
primary care syndromic,Finland,2023-W49,ARIconsultationrate,15-64,7549.8
primary care syndromic,Finland,2023-W49,ARIconsultationrate,5-14,6936.9
primary care syndromic,Finland,2023-W49,ARIconsultationrate,65+,570.5
primary care syndromic,Finland,2023-W49,ARIconsultationrate,total,3440
primary care syndromic,Finland,2023-W48,ARIconsultationrate,0-4,8160.6
primary care syndromic,Finland,2023-W48,ARIconsultationrate,15-64,7184.2
primary care syndromic,Finland,2023-W48,ARIconsultationrate,5-14,5236
primary care syndromic,Finland,2023-W48,ARIconsultationrate,65+,604
primary care syndromic,Finland,2023-W48,ARIconsultationrate,total,3367.6
primary care syndromic,Finland,2023-W47,ARIconsultationrate,0-4,7946.4
primary care syndromic,Finland,2023-W47,ARIconsultationrate,15-64,7345.6
primary care syndromic,Finland,2023-W47,ARIconsultationrate,5-14,4827.8
primary care syndromic,Finland,2023-W47,ARIconsultationrate,65+,572.3
primary care syndromic,Finland,2023-W47,ARIconsultationrate,total,3326.9
primary care syndromic,Finland,2023-W43,ARIconsultationrate,0-4,8348.3
primary care syndromic,Finland,2023-W43,ARIconsultationrate,15-64,6725.1
primary care syndromic,Finland,2023-W43,ARIconsultationrate,5-14,4834.7
primary care syndromic,Finland,2023-W43,ARIconsultationrate,65+,639.5
primary care syndromic,Finland,2023-W43,ARIconsultationrate,total,3314.8
primary care syndromic,Finland,2023-W42,ARIconsultationrate,0-4,7622.8
primary care syndromic,Finland,2023-W42,ARIconsultationrate,15-64,6335.3
primary care syndromic,Finland,2023-W42,ARIconsultationrate,5-14,5085.2
primary care syndromic,Finland,2023-W42,ARIconsultationrate,65+,630.6
primary care syndromic,Finland,2023-W42,ARIconsultationrate,total,3330.4
primary care syndromic,Finland,2023-W41,ARIconsultationrate,0-4,7498.3
primary care syndromic,Finland,2023-W41,ARIconsultationrate,15-64,6072.2
primary care syndromic,Finland,2023-W41,ARIconsultationrate,5-14,4847.5
primary care syndromic,Finland,2023-W41,ARIconsultationrate,65+,542.1
primary care syndromic,Finland,2023-W41,ARIconsultationrate,total,3003.8
primary care syndromic,Finland,2023-W40,ARIconsultationrate,0-4,7756
primary care syndromic,Finland,2023-W40,ARIconsultationrate,15-64,5528.4
primary care syndromic,Finland,2023-W40,ARIconsultationrate,5-14,4572.1
primary care syndromic,Finland,2023-W40,ARIconsultationrate,65+,483.7
primary care syndromic,Finland,2023-W40,ARIconsultationrate,total,2722.3
primary care syndromic,Finland,2023-W38,ARIconsultationrate,0-4,7059.9
primary care syndromic,Finland,2023-W38,ARIconsultationrate,15-64,5707.2
primary care syndromic,Finland,2023-W38,ARIconsultationrate,5-14,3865.5
primary care syndromic,Finland,2023-W38,ARIconsultationrate,65+,440.9
primary care syndromic,Finland,2023-W38,ARIconsultationrate,total,2708.5
primary care syndromic,Finland,2023-W37,ARIconsultationrate,0-4,7259.2
primary care syndromic,Finland,2023-W37,ARIconsultationrate,15-64,5649.4
primary care syndromic,Finland,2023-W37,ARIconsultationrate,5-14,3630.5
primary care syndromic,Finland,2023-W37,ARIconsultationrate,65+,426.8
primary care syndromic,Finland,2023-W37,ARIconsultationrate,total,2698.2
primary care syndromic,Finland,2023-W36,ARIconsultationrate,0-4,7438.7
primary care syndromic,Finland,2023-W36,ARIconsultationrate,15-64,5814.5
primary care syndromic,Finland,2023-W36,ARIconsultationrate,5-14,3954.9
primary care syndromic,Finland,2023-W36,ARIconsultationrate,65+,417.6
primary care syndromic,Finland,2023-W36,ARIconsultationrate,total,2800.7
primary care syndromic,Finland,2023-W35,ARIconsultationrate,0-4,6623.8
primary care syndromic,Finland,2023-W35,ARIconsultationrate,15-64,5243.3
primary care syndromic,Finland,2023-W35,ARIconsultationrate,5-14,3689.5
primary care syndromic,Finland,2023-W35,ARIconsultationrate,65+,388.3
primary care syndromic,Finland,2023-W35,ARIconsultationrate,total,2540.7
primary care syndromic,Finland,2023-W34,ARIconsultationrate,0-4,5862.1
primary care syndromic,Finland,2023-W34,ARIconsultationrate,15-64,4441
primary care syndromic,Finland,2023-W34,ARIconsultationrate,5-14,3559
primary care syndromic,Finland,2023-W34,ARIconsultationrate,65+,352.8
primary care syndromic,Finland,2023-W34,ARIconsultationrate,total,2151.1
primary care syndromic,Finland,2023-W33,ARIconsultationrate,0-4,5035.6
primary care syndromic,Finland,2023-W33,ARIconsultationrate,15-64,3646
primary care syndromic,Finland,2023-W33,ARIconsultationrate,5-14,2936.9
primary care syndromic,Finland,2023-W33,ARIconsultationrate,65+,320.6
primary care syndromic,Finland,2023-W33,ARIconsultationrate,total,1758.1
primary care syndromic,Finland,2023-W32,ARIconsultationrate,0-4,3844.9
primary care syndromic,Finland,2023-W32,ARIconsultationrate,15-64,3311.3
primary care syndromic,Finland,2023-W32,ARIconsultationrate,5-14,2470.9
primary care syndromic,Finland,2023-W32,ARIconsultationrate,65+,309.9
primary care syndromic,Finland,2023-W32,ARIconsultationrate,total,1522.5
primary care syndromic,Finland,2023-W31,ARIconsultationrate,0-4,3105.2
primary care syndromic,Finland,2023-W31,ARIconsultationrate,15-64,3653.6
primary care syndromic,Finland,2023-W31,ARIconsultationrate,5-14,2756.8
primary care syndromic,Finland,2023-W31,ARIconsultationrate,65+,309.5
primary care syndromic,Finland,2023-W31,ARIconsultationrate,total,1556.4
primary care syndromic,Finland,2023-W30,ARIconsultationrate,0-4,3115
primary care syndromic,Finland,2023-W30,ARIconsultationrate,15-64,3928.4
primary care syndromic,Finland,2023-W30,ARIconsultationrate,5-14,3607.4
primary care syndromic,Finland,2023-W30,ARIconsultationrate,65+,310.2
primary care syndromic,Finland,2023-W30,ARIconsultationrate,total,1580.7
primary care syndromic,Finland,2023-W29,ARIconsultationrate,0-4,3261
primary care syndromic,Finland,2023-W29,ARIconsultationrate,15-64,3938.5
primary care syndromic,Finland,2023-W29,ARIconsultationrate,5-14,4217.3
primary care syndromic,Finland,2023-W29,ARIconsultationrate,65+,321.1
primary care syndromic,Finland,2023-W29,ARIconsultationrate,total,1590.2
primary care syndromic,Finland,2023-W28,ARIconsultationrate,0-4,3637.3
primary care syndromic,Finland,2023-W28,ARIconsultationrate,15-64,3776
primary care syndromic,Finland,2023-W28,ARIconsultationrate,5-14,4092.9
primary care syndromic,Finland,2023-W28,ARIconsultationrate,65+,321.7
primary care syndromic,Finland,2023-W28,ARIconsultationrate,total,1570.9
primary care syndromic,Finland,2023-W27,ARIconsultationrate,0-4,3967.1
primary care syndromic,Finland,2023-W27,ARIconsultationrate,15-64,3188.3
primary care syndromic,Finland,2023-W27,ARIconsultationrate,5-14,3858.1
primary care syndromic,Finland,2023-W27,ARIconsultationrate,65+,342.7
primary care syndromic,Finland,2023-W27,ARIconsultationrate,total,1461.5
primary care syndromic,Finland,2023-W26,ARIconsultationrate,0-4,4365.9
primary care syndromic,Finland,2023-W26,ARIconsultationrate,15-64,3097.7
primary care syndromic,Finland,2023-W26,ARIconsultationrate,5-14,3367.9
primary care syndromic,Finland,2023-W26,ARIconsultationrate,65+,364.4
primary care syndromic,Finland,2023-W26,ARIconsultationrate,total,1489.9
primary care syndromic,Finland,2023-W25,ARIconsultationrate,0-4,5046.5
primary care syndromic,Finland,2023-W25,ARIconsultationrate,15-64,3254.3
primary care syndromic,Finland,2023-W25,ARIconsultationrate,5-14,3438.2
primary care syndromic,Finland,2023-W25,ARIconsultationrate,65+,342.6
primary care syndromic,Finland,2023-W25,ARIconsultationrate,total,1506.8
primary care syndromic,Finland,2023-W24,ARIconsultationrate,0-4,5515.8
primary care syndromic,Finland,2023-W24,ARIconsultationrate,15-64,3801.2
primary care syndromic,Finland,2023-W24,ARIconsultationrate,5-14,3554.1
primary care syndromic,Finland,2023-W24,ARIconsultationrate,65+,416.4
primary care syndromic,Finland,2023-W24,ARIconsultationrate,total,1874.7
primary care syndromic,Finland,2023-W23,ARIconsultationrate,0-4,6771.7
primary care syndromic,Finland,2023-W23,ARIconsultationrate,15-64,4225.7
primary care syndromic,Finland,2023-W23,ARIconsultationrate,5-14,4169.8
primary care syndromic,Finland,2023-W23,ARIconsultationrate,65+,462.1
primary care syndromic,Finland,2023-W23,ARIconsultationrate,total,2149.8
primary care syndromic,Finland,2023-W22,ARIconsultationrate,0-4,6967.4
primary care syndromic,Finland,2023-W22,ARIconsultationrate,15-64,4031.8
primary care syndromic,Finland,2023-W22,ARIconsultationrate,5-14,4228
primary care syndromic,Finland,2023-W22,ARIconsultationrate,65+,470.7
primary care syndromic,Finland,2023-W22,ARIconsultationrate,total,2120.6
primary care syndromic,Finland,2023-W21,ARIconsultationrate,0-4,7217.3
primary care syndromic,Finland,2023-W21,ARIconsultationrate,15-64,4092.6
primary care syndromic,Finland,2023-W21,ARIconsultationrate,5-14,4085.4
primary care syndromic,Finland,2023-W21,ARIconsultationrate,65+,491.2
primary care syndromic,Finland,2023-W21,ARIconsultationrate,total,2181.1
primary care syndromic,Finland,2023-W20,ARIconsultationrate,0-4,7871.6
primary care syndromic,Finland,2023-W20,ARIconsultationrate,15-64,4544.7
primary care syndromic,Finland,2023-W20,ARIconsultationrate,5-14,4973.4
primary care syndromic,Finland,2023-W20,ARIconsultationrate,65+,483.9
primary care syndromic,Finland,2023-W20,ARIconsultationrate,total,2315.7
primary care syndromic,Finland,2023-W19,ARIconsultationrate,0-4,7258
primary care syndromic,Finland,2023-W19,ARIconsultationrate,15-64,4767.4
primary care syndromic,Finland,2023-W19,ARIconsultationrate,5-14,3844.1
primary care syndromic,Finland,2023-W19,ARIconsultationrate,65+,512.5
primary care syndromic,Finland,2023-W19,ARIconsultationrate,total,2466.8
primary care syndromic,Finland,2023-W18,ARIconsultationrate,0-4,7042.6
primary care syndromic,Finland,2023-W18,ARIconsultationrate,15-64,4875.9
primary care syndromic,Finland,2023-W18,ARIconsultationrate,5-14,4117.6
primary care syndromic,Finland,2023-W18,ARIconsultationrate,65+,462.7
primary care syndromic,Finland,2023-W18,ARIconsultationrate,total,2311.2
primary care syndromic,Finland,2023-W17,ARIconsultationrate,0-4,6418.8
primary care syndromic,Finland,2023-W17,ARIconsultationrate,15-64,4329.3
primary care syndromic,Finland,2023-W17,ARIconsultationrate,5-14,3543
primary care syndromic,Finland,2023-W17,ARIconsultationrate,65+,497.7
primary care syndromic,Finland,2023-W17,ARIconsultationrate,total,2195.1
primary care syndromic,Finland,2023-W16,ARIconsultationrate,0-4,6308.7
primary care syndromic,Finland,2023-W16,ARIconsultationrate,15-64,4619.9
primary care syndromic,Finland,2023-W16,ARIconsultationrate,5-14,3531.3
primary care syndromic,Finland,2023-W16,ARIconsultationrate,65+,522.6
primary care syndromic,Finland,2023-W16,ARIconsultationrate,total,2314.2
primary care syndromic,Finland,2023-W15,ARIconsultationrate,0-4,7320.7
primary care syndromic,Finland,2023-W15,ARIconsultationrate,15-64,5398.6
primary care syndromic,Finland,2023-W15,ARIconsultationrate,5-14,3952.9
primary care syndromic,Finland,2023-W15,ARIconsultationrate,65+,490.2
primary care syndromic,Finland,2023-W15,ARIconsultationrate,total,2504
primary care syndromic,Finland,2023-W14,ARIconsultationrate,0-4,7628
primary care syndromic,Finland,2023-W14,ARIconsultationrate,15-64,5198.4
primary care syndromic,Finland,2023-W14,ARIconsultationrate,5-14,4738.2
primary care syndromic,Finland,2023-W14,ARIconsultationrate,65+,481.1
primary care syndromic,Finland,2023-W14,ARIconsultationrate,total,2478.3
primary care syndromic,Finland,2023-W13,ARIconsultationrate,0-4,7477.6
primary care syndromic,Finland,2023-W13,ARIconsultationrate,15-64,5109.1
primary care syndromic,Finland,2023-W13,ARIconsultationrate,5-14,4474.3
primary care syndromic,Finland,2023-W13,ARIconsultationrate,65+,480.7
primary care syndromic,Finland,2023-W13,ARIconsultationrate,total,2566.4
primary care syndromic,Finland,2023-W12,ARIconsultationrate,0-4,7180.3
primary care syndromic,Finland,2023-W12,ARIconsultationrate,15-64,5186.9
primary care syndromic,Finland,2023-W12,ARIconsultationrate,5-14,4724.7
primary care syndromic,Finland,2023-W12,ARIconsultationrate,65+,486.8
primary care syndromic,Finland,2023-W12,ARIconsultationrate,total,2587.6
primary care syndromic,Finland,2023-W11,ARIconsultationrate,0-4,6450.8
primary care syndromic,Finland,2023-W11,ARIconsultationrate,15-64,5205.3
primary care syndromic,Finland,2023-W11,ARIconsultationrate,5-14,3844.8
primary care syndromic,Finland,2023-W11,ARIconsultationrate,65+,493.4
primary care syndromic,Finland,2023-W11,ARIconsultationrate,total,2534
primary care syndromic,Finland,2023-W10,ARIconsultationrate,0-4,6702.2
primary care syndromic,Finland,2023-W10,ARIconsultationrate,15-64,5318.8
primary care syndromic,Finland,2023-W10,ARIconsultationrate,5-14,3655.9
primary care syndromic,Finland,2023-W10,ARIconsultationrate,65+,498.3
primary care syndromic,Finland,2023-W10,ARIconsultationrate,total,2534.3
primary care syndromic,Finland,2023-W09,ARIconsultationrate,0-4,6878.9
primary care syndromic,Finland,2023-W09,ARIconsultationrate,15-64,5571.1
primary care syndromic,Finland,2023-W09,ARIconsultationrate,5-14,4004.5
primary care syndromic,Finland,2023-W09,ARIconsultationrate,65+,482.6
primary care syndromic,Finland,2023-W09,ARIconsultationrate,total,2629
primary care syndromic,Finland,2023-W08,ARIconsultationrate,0-4,7446.6
primary care syndromic,Finland,2023-W08,ARIconsultationrate,15-64,5711.1
primary care syndromic,Finland,2023-W08,ARIconsultationrate,5-14,4596.7
primary care syndromic,Finland,2023-W08,ARIconsultationrate,65+,475.4
primary care syndromic,Finland,2023-W08,ARIconsultationrate,total,2736.5
primary care syndromic,Finland,2023-W07,ARIconsultationrate,0-4,7072.7
primary care syndromic,Finland,2023-W07,ARIconsultationrate,15-64,5354.6
primary care syndromic,Finland,2023-W07,ARIconsultationrate,5-14,4275.3
primary care syndromic,Finland,2023-W07,ARIconsultationrate,65+,488.2
primary care syndromic,Finland,2023-W07,ARIconsultationrate,total,2651.7
primary care syndromic,Finland,2023-W06,ARIconsultationrate,0-4,7308.3
primary care syndromic,Finland,2023-W06,ARIconsultationrate,15-64,4948
primary care syndromic,Finland,2023-W06,ARIconsultationrate,5-14,4150.8
primary care syndromic,Finland,2023-W06,ARIconsultationrate,65+,444.1
primary care syndromic,Finland,2023-W06,ARIconsultationrate,total,2427.3
primary care syndromic,Finland,2023-W05,ARIconsultationrate,0-4,7482.6
primary care syndromic,Finland,2023-W05,ARIconsultationrate,15-64,4979
primary care syndromic,Finland,2023-W05,ARIconsultationrate,5-14,4431.7
primary care syndromic,Finland,2023-W05,ARIconsultationrate,65+,447.1
primary care syndromic,Finland,2023-W05,ARIconsultationrate,total,2483.1
primary care syndromic,Finland,2023-W04,ARIconsultationrate,0-4,8324.1
primary care syndromic,Finland,2023-W04,ARIconsultationrate,15-64,5152.4
primary care syndromic,Finland,2023-W04,ARIconsultationrate,5-14,4627
primary care syndromic,Finland,2023-W04,ARIconsultationrate,65+,477.3
primary care syndromic,Finland,2023-W04,ARIconsultationrate,total,2612.3
primary care syndromic,Finland,2023-W03,ARIconsultationrate,0-4,7231.7
primary care syndromic,Finland,2023-W03,ARIconsultationrate,15-64,5335
primary care syndromic,Finland,2023-W03,ARIconsultationrate,5-14,4126.8
primary care syndromic,Finland,2023-W03,ARIconsultationrate,65+,572.9
primary care syndromic,Finland,2023-W03,ARIconsultationrate,total,2689.3
primary care syndromic,Finland,2023-W02,ARIconsultationrate,0-4,6024
primary care syndromic,Finland,2023-W02,ARIconsultationrate,15-64,6611.5
primary care syndromic,Finland,2023-W02,ARIconsultationrate,5-14,3692
primary care syndromic,Finland,2023-W02,ARIconsultationrate,65+,757.4
primary care syndromic,Finland,2023-W02,ARIconsultationrate,total,3253.1
primary care syndromic,Finland,2023-W01,ARIconsultationrate,0-4,9238.5
primary care syndromic,Finland,2023-W01,ARIconsultationrate,15-64,9863
primary care syndromic,Finland,2023-W01,ARIconsultationrate,5-14,7670.3
primary care syndromic,Finland,2023-W01,ARIconsultationrate,65+,900.4
primary care syndromic,Finland,2023-W01,ARIconsultationrate,total,4463
primary care syndromic,Finland,2022-W52,ARIconsultationrate,0-4,12602.6
primary care syndromic,Finland,2022-W52,ARIconsultationrate,15-64,13716.4
primary care syndromic,Finland,2022-W52,ARIconsultationrate,5-14,15153.3
primary care syndromic,Finland,2022-W52,ARIconsultationrate,65+,833.7
primary care syndromic,Finland,2022-W52,ARIconsultationrate,total,5490.4
primary care syndromic,Finland,2022-W51,ARIconsultationrate,0-4,9855.8
primary care syndromic,Finland,2022-W51,ARIconsultationrate,15-64,9736.8
primary care syndromic,Finland,2022-W51,ARIconsultationrate,5-14,10115.4
primary care syndromic,Finland,2022-W51,ARIconsultationrate,65+,789.5
primary care syndromic,Finland,2022-W51,ARIconsultationrate,total,4762.2
primary care syndromic,Finland,2022-W50,ARIconsultationrate,0-4,8982.5
primary care syndromic,Finland,2022-W50,ARIconsultationrate,15-64,9226.5
primary care syndromic,Finland,2022-W50,ARIconsultationrate,5-14,7105.5
primary care syndromic,Finland,2022-W50,ARIconsultationrate,65+,733.7
primary care syndromic,Finland,2022-W50,ARIconsultationrate,total,4489
primary care syndromic,Finland,2022-W49,ARIconsultationrate,0-4,9623.6
primary care syndromic,Finland,2022-W49,ARIconsultationrate,15-64,8945
primary care syndromic,Finland,2022-W49,ARIconsultationrate,5-14,7412.4
primary care syndromic,Finland,2022-W49,ARIconsultationrate,65+,602.4
primary care syndromic,Finland,2022-W49,ARIconsultationrate,total,4030.5
primary care syndromic,Finland,2022-W48,ARIconsultationrate,0-4,7202.8
primary care syndromic,Finland,2022-W48,ARIconsultationrate,15-64,7237.7
primary care syndromic,Finland,2022-W48,ARIconsultationrate,5-14,4773.4
primary care syndromic,Finland,2022-W48,ARIconsultationrate,65+,696.2
primary care syndromic,Finland,2022-W48,ARIconsultationrate,total,3857.4
primary care syndromic,Finland,2022-W47,ARIconsultationrate,0-4,8244.5
primary care syndromic,Finland,2022-W47,ARIconsultationrate,15-64,7256.4
primary care syndromic,Finland,2022-W47,ARIconsultationrate,5-14,5228
primary care syndromic,Finland,2022-W47,ARIconsultationrate,65+,538.7
primary care syndromic,Finland,2022-W47,ARIconsultationrate,total,3427.5
primary care syndromic,Finland,2022-W46,ARIconsultationrate,0-4,7765.1
primary care syndromic,Finland,2022-W46,ARIconsultationrate,15-64,6514.7
primary care syndromic,Finland,2022-W46,ARIconsultationrate,5-14,4913.2
primary care syndromic,Finland,2022-W46,ARIconsultationrate,65+,499.6
primary care syndromic,Finland,2022-W46,ARIconsultationrate,total,3102.6
primary care syndromic,Finland,2022-W45,ARIconsultationrate,0-4,7875.3
primary care syndromic,Finland,2022-W45,ARIconsultationrate,15-64,6397.5
primary care syndromic,Finland,2022-W45,ARIconsultationrate,5-14,4773.3
primary care syndromic,Finland,2022-W45,ARIconsultationrate,65+,509.9
primary care syndromic,Finland,2022-W45,ARIconsultationrate,total,3123
primary care syndromic,Finland,2022-W44,ARIconsultationrate,0-4,7288.9
