survtype,countryname,yearweek,pathogen,pathogentype,indicator,age,value
non-sentinel,Estonia,2024-W01,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,2
non-sentinel,Estonia,2024-W01,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,2
non-sentinel,Estonia,2024-W01,SARS-CoV-2,SARS-CoV-2,ICUinpatients,total,4
non-sentinel,Estonia,2024-W01,SARS-CoV-2,SARS-CoV-2,ICUinpatients,unk,4
non-sentinel,Estonia,2023-W52,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Estonia,2023-W52,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Estonia,2023-W52,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Estonia,2023-W52,SARS-CoV-2,SARS-CoV-2,deaths,65+,0
non-sentinel,Estonia,2023-W52,SARS-CoV-2,SARS-CoV-2,deaths,total,5
non-sentinel,Estonia,2023-W52,SARS-CoV-2,SARS-CoV-2,deaths,unk,5
non-sentinel,Estonia,2023-W52,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,95
non-sentinel,Estonia,2023-W52,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,95
non-sentinel,Estonia,2023-W52,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,4
non-sentinel,Estonia,2023-W52,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,4
non-sentinel,Estonia,2023-W52,SARS-CoV-2,SARS-CoV-2,ICUinpatients,total,9
non-sentinel,Estonia,2023-W52,SARS-CoV-2,SARS-CoV-2,ICUinpatients,unk,9
non-sentinel,Estonia,2023-W51,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Estonia,2023-W51,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Estonia,2023-W51,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Estonia,2023-W51,SARS-CoV-2,SARS-CoV-2,deaths,65+,0
non-sentinel,Estonia,2023-W51,SARS-CoV-2,SARS-CoV-2,deaths,total,5
non-sentinel,Estonia,2023-W51,SARS-CoV-2,SARS-CoV-2,deaths,unk,5
non-sentinel,Estonia,2023-W51,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,129
non-sentinel,Estonia,2023-W51,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,129
non-sentinel,Estonia,2023-W51,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,6
non-sentinel,Estonia,2023-W51,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,6
non-sentinel,Estonia,2023-W51,SARS-CoV-2,SARS-CoV-2,ICUinpatients,total,10
non-sentinel,Estonia,2023-W51,SARS-CoV-2,SARS-CoV-2,ICUinpatients,unk,10
non-sentinel,Estonia,2023-W50,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Estonia,2023-W50,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Estonia,2023-W50,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Estonia,2023-W50,SARS-CoV-2,SARS-CoV-2,deaths,65+,0
non-sentinel,Estonia,2023-W50,SARS-CoV-2,SARS-CoV-2,deaths,total,15
non-sentinel,Estonia,2023-W50,SARS-CoV-2,SARS-CoV-2,deaths,unk,15
non-sentinel,Estonia,2023-W50,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,131
non-sentinel,Estonia,2023-W50,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,131
non-sentinel,Estonia,2023-W50,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,6
non-sentinel,Estonia,2023-W50,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,6
non-sentinel,Estonia,2023-W50,SARS-CoV-2,SARS-CoV-2,ICUinpatients,total,13
non-sentinel,Estonia,2023-W50,SARS-CoV-2,SARS-CoV-2,ICUinpatients,unk,13
non-sentinel,Estonia,2023-W49,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Estonia,2023-W49,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Estonia,2023-W49,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Estonia,2023-W49,SARS-CoV-2,SARS-CoV-2,deaths,65+,0
non-sentinel,Estonia,2023-W49,SARS-CoV-2,SARS-CoV-2,deaths,total,15
non-sentinel,Estonia,2023-W49,SARS-CoV-2,SARS-CoV-2,deaths,unk,15
non-sentinel,Estonia,2023-W49,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,125
non-sentinel,Estonia,2023-W49,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,125
non-sentinel,Estonia,2023-W49,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,1
non-sentinel,Estonia,2023-W49,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,1
non-sentinel,Estonia,2023-W49,SARS-CoV-2,SARS-CoV-2,ICUinpatients,total,0
non-sentinel,Estonia,2023-W49,SARS-CoV-2,SARS-CoV-2,ICUinpatients,unk,0
non-sentinel,Estonia,2023-W48,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Estonia,2023-W48,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Estonia,2023-W48,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Estonia,2023-W48,SARS-CoV-2,SARS-CoV-2,deaths,65+,0
non-sentinel,Estonia,2023-W48,SARS-CoV-2,SARS-CoV-2,deaths,total,12
non-sentinel,Estonia,2023-W48,SARS-CoV-2,SARS-CoV-2,deaths,unk,12
non-sentinel,Estonia,2023-W48,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,116
non-sentinel,Estonia,2023-W48,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,116
non-sentinel,Estonia,2023-W48,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,4
non-sentinel,Estonia,2023-W48,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,4
non-sentinel,Estonia,2023-W48,SARS-CoV-2,SARS-CoV-2,ICUinpatients,total,0
non-sentinel,Estonia,2023-W48,SARS-CoV-2,SARS-CoV-2,ICUinpatients,unk,0
non-sentinel,Estonia,2023-W47,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Estonia,2023-W47,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Estonia,2023-W47,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Estonia,2023-W47,SARS-CoV-2,SARS-CoV-2,deaths,65+,0
non-sentinel,Estonia,2023-W47,SARS-CoV-2,SARS-CoV-2,deaths,total,1
non-sentinel,Estonia,2023-W47,SARS-CoV-2,SARS-CoV-2,deaths,unk,1
non-sentinel,Estonia,2023-W47,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,121
non-sentinel,Estonia,2023-W47,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,121
non-sentinel,Estonia,2023-W47,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,3
non-sentinel,Estonia,2023-W47,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,3
non-sentinel,Estonia,2023-W47,SARS-CoV-2,SARS-CoV-2,ICUinpatients,total,10
non-sentinel,Estonia,2023-W47,SARS-CoV-2,SARS-CoV-2,ICUinpatients,unk,10
non-sentinel,Estonia,2023-W46,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Estonia,2023-W46,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Estonia,2023-W46,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Estonia,2023-W46,SARS-CoV-2,SARS-CoV-2,deaths,65+,0
non-sentinel,Estonia,2023-W46,SARS-CoV-2,SARS-CoV-2,deaths,total,5
non-sentinel,Estonia,2023-W46,SARS-CoV-2,SARS-CoV-2,deaths,unk,5
non-sentinel,Estonia,2023-W46,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,112
non-sentinel,Estonia,2023-W46,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,112
non-sentinel,Estonia,2023-W46,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,2
non-sentinel,Estonia,2023-W46,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,2
non-sentinel,Estonia,2023-W46,SARS-CoV-2,SARS-CoV-2,ICUinpatients,total,7
non-sentinel,Estonia,2023-W46,SARS-CoV-2,SARS-CoV-2,ICUinpatients,unk,7
non-sentinel,Estonia,2023-W45,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Estonia,2023-W45,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Estonia,2023-W45,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Estonia,2023-W45,SARS-CoV-2,SARS-CoV-2,deaths,65+,0
non-sentinel,Estonia,2023-W45,SARS-CoV-2,SARS-CoV-2,deaths,total,2
non-sentinel,Estonia,2023-W45,SARS-CoV-2,SARS-CoV-2,deaths,unk,2
non-sentinel,Estonia,2023-W45,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,78
non-sentinel,Estonia,2023-W45,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,78
non-sentinel,Estonia,2023-W45,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,1
non-sentinel,Estonia,2023-W45,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,1
non-sentinel,Estonia,2023-W45,SARS-CoV-2,SARS-CoV-2,ICUinpatients,total,8
non-sentinel,Estonia,2023-W45,SARS-CoV-2,SARS-CoV-2,ICUinpatients,unk,8
non-sentinel,Estonia,2023-W44,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Estonia,2023-W44,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Estonia,2023-W44,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Estonia,2023-W44,SARS-CoV-2,SARS-CoV-2,deaths,65+,0
non-sentinel,Estonia,2023-W44,SARS-CoV-2,SARS-CoV-2,deaths,total,6
non-sentinel,Estonia,2023-W44,SARS-CoV-2,SARS-CoV-2,deaths,unk,6
non-sentinel,Estonia,2023-W44,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,149
non-sentinel,Estonia,2023-W44,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,149
non-sentinel,Estonia,2023-W44,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,4
non-sentinel,Estonia,2023-W44,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,4
non-sentinel,Estonia,2023-W44,SARS-CoV-2,SARS-CoV-2,ICUinpatients,total,8
non-sentinel,Estonia,2023-W44,SARS-CoV-2,SARS-CoV-2,ICUinpatients,unk,8
non-sentinel,Estonia,2023-W43,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Estonia,2023-W43,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Estonia,2023-W43,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Estonia,2023-W43,SARS-CoV-2,SARS-CoV-2,deaths,65+,0
non-sentinel,Estonia,2023-W43,SARS-CoV-2,SARS-CoV-2,deaths,total,3
non-sentinel,Estonia,2023-W43,SARS-CoV-2,SARS-CoV-2,deaths,unk,3
non-sentinel,Estonia,2023-W43,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,86
non-sentinel,Estonia,2023-W43,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,86
non-sentinel,Estonia,2023-W43,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,0
non-sentinel,Estonia,2023-W43,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,0
non-sentinel,Estonia,2023-W43,SARS-CoV-2,SARS-CoV-2,ICUinpatients,total,0
non-sentinel,Estonia,2023-W43,SARS-CoV-2,SARS-CoV-2,ICUinpatients,unk,0
non-sentinel,Estonia,2023-W42,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Estonia,2023-W42,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Estonia,2023-W42,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Estonia,2023-W42,SARS-CoV-2,SARS-CoV-2,deaths,65+,0
non-sentinel,Estonia,2023-W42,SARS-CoV-2,SARS-CoV-2,deaths,total,1
non-sentinel,Estonia,2023-W42,SARS-CoV-2,SARS-CoV-2,deaths,unk,1
non-sentinel,Estonia,2023-W42,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,42
non-sentinel,Estonia,2023-W42,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,42
non-sentinel,Estonia,2023-W42,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,0
non-sentinel,Estonia,2023-W42,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,0
non-sentinel,Estonia,2023-W42,SARS-CoV-2,SARS-CoV-2,ICUinpatients,total,0
non-sentinel,Estonia,2023-W42,SARS-CoV-2,SARS-CoV-2,ICUinpatients,unk,0
non-sentinel,Estonia,2023-W41,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Estonia,2023-W41,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Estonia,2023-W41,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Estonia,2023-W41,SARS-CoV-2,SARS-CoV-2,deaths,65+,0
non-sentinel,Estonia,2023-W41,SARS-CoV-2,SARS-CoV-2,deaths,total,0
non-sentinel,Estonia,2023-W41,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Estonia,2023-W41,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,21
non-sentinel,Estonia,2023-W41,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,21
non-sentinel,Estonia,2023-W41,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,0
non-sentinel,Estonia,2023-W41,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,0
non-sentinel,Estonia,2023-W41,SARS-CoV-2,SARS-CoV-2,ICUinpatients,total,0
non-sentinel,Estonia,2023-W41,SARS-CoV-2,SARS-CoV-2,ICUinpatients,unk,0
non-sentinel,Estonia,2023-W40,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Estonia,2023-W40,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Estonia,2023-W40,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Estonia,2023-W40,SARS-CoV-2,SARS-CoV-2,deaths,65+,0
non-sentinel,Estonia,2023-W40,SARS-CoV-2,SARS-CoV-2,deaths,total,0
non-sentinel,Estonia,2023-W40,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Estonia,2023-W40,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,21
non-sentinel,Estonia,2023-W40,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,21
non-sentinel,Estonia,2023-W40,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,0
non-sentinel,Estonia,2023-W40,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,0
non-sentinel,Estonia,2023-W40,SARS-CoV-2,SARS-CoV-2,ICUinpatients,total,0
non-sentinel,Estonia,2023-W40,SARS-CoV-2,SARS-CoV-2,ICUinpatients,unk,0
non-sentinel,Estonia,2023-W39,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Estonia,2023-W39,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Estonia,2023-W39,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Estonia,2023-W39,SARS-CoV-2,SARS-CoV-2,deaths,65+,0
non-sentinel,Estonia,2023-W39,SARS-CoV-2,SARS-CoV-2,deaths,total,0
non-sentinel,Estonia,2023-W39,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Estonia,2023-W39,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,26
non-sentinel,Estonia,2023-W39,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,26
non-sentinel,Estonia,2023-W39,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,1
non-sentinel,Estonia,2023-W39,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,1
non-sentinel,Estonia,2023-W39,SARS-CoV-2,SARS-CoV-2,ICUinpatients,total,0
non-sentinel,Estonia,2023-W39,SARS-CoV-2,SARS-CoV-2,ICUinpatients,unk,0
non-sentinel,Estonia,2023-W38,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Estonia,2023-W38,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Estonia,2023-W38,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Estonia,2023-W38,SARS-CoV-2,SARS-CoV-2,deaths,65+,0
non-sentinel,Estonia,2023-W38,SARS-CoV-2,SARS-CoV-2,deaths,total,1
non-sentinel,Estonia,2023-W38,SARS-CoV-2,SARS-CoV-2,deaths,unk,1
non-sentinel,Estonia,2023-W38,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,20
non-sentinel,Estonia,2023-W38,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,20
non-sentinel,Estonia,2023-W38,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,0
non-sentinel,Estonia,2023-W38,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,0
non-sentinel,Estonia,2023-W38,SARS-CoV-2,SARS-CoV-2,ICUinpatients,total,0
non-sentinel,Estonia,2023-W38,SARS-CoV-2,SARS-CoV-2,ICUinpatients,unk,0
non-sentinel,Estonia,2023-W37,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Estonia,2023-W37,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Estonia,2023-W37,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Estonia,2023-W37,SARS-CoV-2,SARS-CoV-2,deaths,65+,0
non-sentinel,Estonia,2023-W37,SARS-CoV-2,SARS-CoV-2,deaths,total,0
non-sentinel,Estonia,2023-W37,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Estonia,2023-W37,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,28
non-sentinel,Estonia,2023-W37,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,28
non-sentinel,Estonia,2023-W37,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,1
non-sentinel,Estonia,2023-W37,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,1
non-sentinel,Estonia,2023-W37,SARS-CoV-2,SARS-CoV-2,ICUinpatients,total,0
non-sentinel,Estonia,2023-W37,SARS-CoV-2,SARS-CoV-2,ICUinpatients,unk,0
non-sentinel,Estonia,2023-W36,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Estonia,2023-W36,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Estonia,2023-W36,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Estonia,2023-W36,SARS-CoV-2,SARS-CoV-2,deaths,65+,0
non-sentinel,Estonia,2023-W36,SARS-CoV-2,SARS-CoV-2,deaths,total,0
non-sentinel,Estonia,2023-W36,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Estonia,2023-W36,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,17
non-sentinel,Estonia,2023-W36,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,17
non-sentinel,Estonia,2023-W36,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,0
non-sentinel,Estonia,2023-W36,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,0
non-sentinel,Estonia,2023-W36,SARS-CoV-2,SARS-CoV-2,ICUinpatients,total,0
non-sentinel,Estonia,2023-W36,SARS-CoV-2,SARS-CoV-2,ICUinpatients,unk,0
non-sentinel,Estonia,2023-W35,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Estonia,2023-W35,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Estonia,2023-W35,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Estonia,2023-W35,SARS-CoV-2,SARS-CoV-2,deaths,65+,0
non-sentinel,Estonia,2023-W35,SARS-CoV-2,SARS-CoV-2,deaths,total,0
non-sentinel,Estonia,2023-W35,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Estonia,2023-W35,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,19
non-sentinel,Estonia,2023-W35,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,19
non-sentinel,Estonia,2023-W35,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,1
non-sentinel,Estonia,2023-W35,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,1
non-sentinel,Estonia,2023-W35,SARS-CoV-2,SARS-CoV-2,ICUinpatients,total,0
non-sentinel,Estonia,2023-W35,SARS-CoV-2,SARS-CoV-2,ICUinpatients,unk,0
non-sentinel,Estonia,2023-W34,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Estonia,2023-W34,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Estonia,2023-W34,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Estonia,2023-W34,SARS-CoV-2,SARS-CoV-2,deaths,65+,0
non-sentinel,Estonia,2023-W34,SARS-CoV-2,SARS-CoV-2,deaths,total,0
non-sentinel,Estonia,2023-W34,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Estonia,2023-W34,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,6
non-sentinel,Estonia,2023-W34,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,6
non-sentinel,Estonia,2023-W34,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,0
non-sentinel,Estonia,2023-W34,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,0
non-sentinel,Estonia,2023-W34,SARS-CoV-2,SARS-CoV-2,ICUinpatients,total,0
non-sentinel,Estonia,2023-W34,SARS-CoV-2,SARS-CoV-2,ICUinpatients,unk,0
non-sentinel,Estonia,2023-W33,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Estonia,2023-W33,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Estonia,2023-W33,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Estonia,2023-W33,SARS-CoV-2,SARS-CoV-2,deaths,65+,0
non-sentinel,Estonia,2023-W33,SARS-CoV-2,SARS-CoV-2,deaths,total,0
non-sentinel,Estonia,2023-W33,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Estonia,2023-W33,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,5
non-sentinel,Estonia,2023-W33,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,5
non-sentinel,Estonia,2023-W33,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,0
non-sentinel,Estonia,2023-W33,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,0
non-sentinel,Estonia,2023-W33,SARS-CoV-2,SARS-CoV-2,ICUinpatients,total,0
non-sentinel,Estonia,2023-W33,SARS-CoV-2,SARS-CoV-2,ICUinpatients,unk,0
non-sentinel,Estonia,2023-W32,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Estonia,2023-W32,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Estonia,2023-W32,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Estonia,2023-W32,SARS-CoV-2,SARS-CoV-2,deaths,65+,0
non-sentinel,Estonia,2023-W32,SARS-CoV-2,SARS-CoV-2,deaths,total,0
non-sentinel,Estonia,2023-W32,SARS-CoV-2,SARS-CoV-2,deaths,unk,0
non-sentinel,Estonia,2023-W32,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,6
non-sentinel,Estonia,2023-W32,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,6
non-sentinel,Estonia,2023-W32,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,0
non-sentinel,Estonia,2023-W32,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,0
non-sentinel,Estonia,2023-W32,SARS-CoV-2,SARS-CoV-2,ICUinpatients,total,0
non-sentinel,Estonia,2023-W32,SARS-CoV-2,SARS-CoV-2,ICUinpatients,unk,0
non-sentinel,Estonia,2023-W31,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Estonia,2023-W31,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Estonia,2023-W31,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Estonia,2023-W31,SARS-CoV-2,SARS-CoV-2,deaths,65+,0
non-sentinel,Estonia,2023-W31,SARS-CoV-2,SARS-CoV-2,deaths,total,1
non-sentinel,Estonia,2023-W31,SARS-CoV-2,SARS-CoV-2,deaths,unk,1
non-sentinel,Estonia,2023-W31,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,10
non-sentinel,Estonia,2023-W31,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,10
non-sentinel,Estonia,2023-W31,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,0
non-sentinel,Estonia,2023-W31,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,0
non-sentinel,Estonia,2023-W31,SARS-CoV-2,SARS-CoV-2,ICUinpatients,total,0
non-sentinel,Estonia,2023-W31,SARS-CoV-2,SARS-CoV-2,ICUinpatients,unk,0
non-sentinel,Estonia,2023-W29,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Estonia,2023-W29,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Estonia,2023-W29,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Estonia,2023-W29,SARS-CoV-2,SARS-CoV-2,deaths,65+,0
non-sentinel,Estonia,2023-W29,SARS-CoV-2,SARS-CoV-2,deaths,total,1
non-sentinel,Estonia,2023-W29,SARS-CoV-2,SARS-CoV-2,deaths,unk,1
non-sentinel,Estonia,2023-W29,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,9
non-sentinel,Estonia,2023-W29,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,9
non-sentinel,Estonia,2023-W29,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,0
non-sentinel,Estonia,2023-W29,SARS-CoV-2,SARS-CoV-2,ICUadmissions,unk,0
non-sentinel,Estonia,2023-W29,SARS-CoV-2,SARS-CoV-2,ICUinpatients,total,0
non-sentinel,Estonia,2023-W29,SARS-CoV-2,SARS-CoV-2,ICUinpatients,unk,0
non-sentinel,Estonia,2023-W28,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Estonia,2023-W28,SARS-CoV-2,SARS-CoV-2,deaths,15-64,0
non-sentinel,Estonia,2023-W28,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Estonia,2023-W28,SARS-CoV-2,SARS-CoV-2,deaths,65+,0
