survtype,countryname,yearweek,indicator,age,value
primary care syndromic,Bulgaria,2023-W39,ARIconsultationrate,65+,146.920377713748
primary care syndromic,Bulgaria,2023-W39,ARIconsultationrate,total,429.445551769219
primary care syndromic,Bulgaria,2023-W38,ARIconsultationrate,0-4,1552.34252409774
primary care syndromic,Bulgaria,2023-W38,ARIconsultationrate,15-64,207.749248673834
primary care syndromic,Bulgaria,2023-W38,ARIconsultationrate,5-14,742.7792769925459
primary care syndromic,Bulgaria,2023-W38,ARIconsultationrate,65+,126.950617636151
primary care syndromic,Bulgaria,2023-W38,ARIconsultationrate,total,310.497438864956
primary care syndromic,Bulgaria,2023-W37,ARIconsultationrate,0-4,1300.1569154898
primary care syndromic,Bulgaria,2023-W37,ARIconsultationrate,15-64,185.562435708667
primary care syndromic,Bulgaria,2023-W37,ARIconsultationrate,5-14,507.654901541668
primary care syndromic,Bulgaria,2023-W37,ARIconsultationrate,65+,88.4375089150715
primary care syndromic,Bulgaria,2023-W37,ARIconsultationrate,total,252.898690499153
primary care syndromic,Bulgaria,2023-W36,ARIconsultationrate,0-4,1154.44967496077
primary care syndromic,Bulgaria,2023-W36,ARIconsultationrate,15-64,168.619778535267
primary care syndromic,Bulgaria,2023-W36,ARIconsultationrate,5-14,368.717770593422
primary care syndromic,Bulgaria,2023-W36,ARIconsultationrate,65+,84.1582746127293
primary care syndromic,Bulgaria,2023-W36,ARIconsultationrate,total,219.94684841081
primary care syndromic,Bulgaria,2023-W35,ARIconsultationrate,0-4,1182.47029813943
primary care syndromic,Bulgaria,2023-W35,ARIconsultationrate,15-64,141.995602977067
primary care syndromic,Bulgaria,2023-W35,ARIconsultationrate,5-14,494.295562027413
primary care syndromic,Bulgaria,2023-W35,ARIconsultationrate,65+,81.3054517445012
primary care syndromic,Bulgaria,2023-W35,ARIconsultationrate,total,215.660429927774
primary care syndromic,Bulgaria,2023-W34,ARIconsultationrate,0-4,1053.5754315176
primary care syndromic,Bulgaria,2023-W34,ARIconsultationrate,15-64,146.029568970734
primary care syndromic,Bulgaria,2023-W34,ARIconsultationrate,5-14,435.514468164694
primary care syndromic,Bulgaria,2023-W34,ARIconsultationrate,65+,104.128034690326
primary care syndromic,Bulgaria,2023-W34,ARIconsultationrate,total,210.570307979168
primary care syndromic,Bulgaria,2023-W33,ARIconsultationrate,0-4,1036.7630576104
primary care syndromic,Bulgaria,2023-W33,ARIconsultationrate,15-64,147.6431553682
primary care syndromic,Bulgaria,2023-W33,ARIconsultationrate,5-14,411.467657039036
primary care syndromic,Bulgaria,2023-W33,ARIconsultationrate,65+,82.7318631786152
primary care syndromic,Bulgaria,2023-W33,ARIconsultationrate,total,204.408581409803
primary care syndromic,Bulgaria,2023-W32,ARIconsultationrate,0-4,1053.5754315176
primary care syndromic,Bulgaria,2023-W32,ARIconsultationrate,15-64,140.3820165796
primary care syndromic,Bulgaria,2023-W32,ARIconsultationrate,5-14,398.108317524782
primary care syndromic,Bulgaria,2023-W32,ARIconsultationrate,65+,72.7469831398168
primary care syndromic,Bulgaria,2023-W32,ARIconsultationrate,total,197.175250219679
primary care syndromic,Bulgaria,2023-W31,ARIconsultationrate,0-4,1038.43332016479
primary care syndromic,Bulgaria,2023-W31,ARIconsultationrate,15-64,122.875614886666
primary care syndromic,Bulgaria,2023-W31,ARIconsultationrate,5-14,442.549516973393
primary care syndromic,Bulgaria,2023-W31,ARIconsultationrate,65+,63.2783961802859
primary care syndromic,Bulgaria,2023-W31,ARIconsultationrate,total,187.52296751043
primary care syndromic,Bulgaria,2023-W30,ARIconsultationrate,0-4,879.847567809908
primary care syndromic,Bulgaria,2023-W30,ARIconsultationrate,15-64,106.4967022328
primary care syndromic,Bulgaria,2023-W30,ARIconsultationrate,5-14,451.545675581799
primary care syndromic,Bulgaria,2023-W30,ARIconsultationrate,65+,58.4828687986763
primary care syndromic,Bulgaria,2023-W30,ARIconsultationrate,total,169.045628924752
primary care syndromic,Bulgaria,2023-W29,ARIconsultationrate,0-4,1042.36718224613
primary care syndromic,Bulgaria,2023-W29,ARIconsultationrate,15-64,131.103894794167
primary care syndromic,Bulgaria,2023-W29,ARIconsultationrate,5-14,395.43644962193093
primary care syndromic,Bulgaria,2023-W29,ARIconsultationrate,65+,79.8790403103871
primary care syndromic,Bulgaria,2023-W29,ARIconsultationrate,total,191.549325960694
primary care syndromic,Bulgaria,2023-W28,ARIconsultationrate,0-4,1008.74243443174
primary care syndromic,Bulgaria,2023-W28,ARIconsultationrate,15-64,151.677121361867
primary care syndromic,Bulgaria,2023-W28,ARIconsultationrate,5-14,419.483260747589
primary care syndromic,Bulgaria,2023-W28,ARIconsultationrate,65+,91.2903317832996
primary care syndromic,Bulgaria,2023-W28,ARIconsultationrate,total,208.15919758246
primary care syndromic,Bulgaria,2023-W27,ARIconsultationrate,0-4,1109.61667787492
primary care syndromic,Bulgaria,2023-W27,ARIconsultationrate,15-64,162.568829544767
primary care syndromic,Bulgaria,2023-W27,ARIconsultationrate,5-14,526.357976861624
primary care syndromic,Bulgaria,2023-W27,ARIconsultationrate,65+,109.833680426782
primary care syndromic,Bulgaria,2023-W27,ARIconsultationrate,total,234.413510791059
primary care syndromic,Bulgaria,2023-W26,ARIconsultationrate,0-4,1260.92804303968
primary care syndromic,Bulgaria,2023-W26,ARIconsultationrate,15-64,192.4201778979
primary care syndromic,Bulgaria,2023-W26,ARIconsultationrate,5-14,606.51401394715
primary care syndromic,Bulgaria,2023-W26,ARIconsultationrate,65+,138.361909109063
primary care syndromic,Bulgaria,2023-W26,ARIconsultationrate,total,274.866585224715
primary care syndromic,Bulgaria,2023-W25,ARIconsultationrate,0-4,1255.32391840395
primary care syndromic,Bulgaria,2023-W25,ARIconsultationrate,15-64,215.817180661167
primary care syndromic,Bulgaria,2023-W25,ARIconsultationrate,5-14,694.68565474123
primary care syndromic,Bulgaria,2023-W25,ARIconsultationrate,65+,109.833680426782
primary care syndromic,Bulgaria,2023-W25,ARIconsultationrate,total,293.619666088
primary care syndromic,Bulgaria,2023-W24,ARIconsultationrate,0-4,1367.40641111858
primary care syndromic,Bulgaria,2023-W24,ARIconsultationrate,15-64,220.657939853567
primary care syndromic,Bulgaria,2023-W24,ARIconsultationrate,5-14,745.451144895396
primary care syndromic,Bulgaria,2023-W24,ARIconsultationrate,65+,132.656263372607
primary care syndromic,Bulgaria,2023-W24,ARIconsultationrate,total,311.569043485715
primary care syndromic,Bulgaria,2023-W23,ARIconsultationrate,0-4,1625.19614436225
primary care syndromic,Bulgaria,2023-W23,ARIconsultationrate,15-64,262.6111861877
primary care syndromic,Bulgaria,2023-W23,ARIconsultationrate,5-14,993.934859860529
primary care syndromic,Bulgaria,2023-W23,ARIconsultationrate,65+,134.082674806721
primary care syndromic,Bulgaria,2023-W23,ARIconsultationrate,total,376.936925352022
primary care syndromic,Bulgaria,2023-W22,ARIconsultationrate,0-4,1642.00851826945
primary care syndromic,Bulgaria,2023-W22,ARIconsultationrate,15-64,240.8277698219
primary care syndromic,Bulgaria,2023-W22,ARIconsultationrate,5-14,916.450690677853
primary care syndromic,Bulgaria,2023-W22,ARIconsultationrate,65+,101.275211822098
primary care syndromic,Bulgaria,2023-W22,ARIconsultationrate,total,349.343106367475
primary care syndromic,Bulgaria,2023-W21,ARIconsultationrate,0-4,1574.75902264066
primary care syndromic,Bulgaria,2023-W21,ARIconsultationrate,15-64,251.7194780048
primary care syndromic,Bulgaria,2023-W21,ARIconsultationrate,5-14,948.513105512063
primary care syndromic,Bulgaria,2023-W21,ARIconsultationrate,65+,162.610903489002
primary care syndromic,Bulgaria,2023-W21,ARIconsultationrate,total,368.09618723075903
primary care syndromic,Bulgaria,2023-W20,ARIconsultationrate,0-4,1925.82433281902
primary care syndromic,Bulgaria,2023-W20,ARIconsultationrate,15-64,302.93203732057
primary care syndromic,Bulgaria,2023-W20,ARIconsultationrate,5-14,1164.78900133664
primary care syndromic,Bulgaria,2023-W20,ARIconsultationrate,65+,149.807286742782
primary care syndromic,Bulgaria,2023-W20,ARIconsultationrate,total,437.88809708292894
primary care syndromic,Bulgaria,2023-W19,ARIconsultationrate,0-4,1871.77762833445
primary care syndromic,Bulgaria,2023-W19,ARIconsultationrate,15-64,283.991205954134
primary care syndromic,Bulgaria,2023-W19,ARIconsultationrate,5-14,1183.63748096294
primary care syndromic,Bulgaria,2023-W19,ARIconsultationrate,65+,132.656263372607
primary care syndromic,Bulgaria,2023-W19,ARIconsultationrate,total,421.676418268716
primary care syndromic,Bulgaria,2023-W18,ARIconsultationrate,0-4,2123.96323694239
primary care syndromic,Bulgaria,2023-W18,ARIconsultationrate,15-64,297.7066903326
primary care syndromic,Bulgaria,2023-W18,ARIconsultationrate,5-14,1309.21527239693
primary care syndromic,Bulgaria,2023-W18,ARIconsultationrate,65+,162.610903489002
primary care syndromic,Bulgaria,2023-W18,ARIconsultationrate,total,461.057888081613
primary care syndromic,Bulgaria,2023-W17,ARIconsultationrate,0-4,2123.96323694239
primary care syndromic,Bulgaria,2023-W17,ARIconsultationrate,15-64,361.84674963190093
primary care syndromic,Bulgaria,2023-W17,ARIconsultationrate,5-14,1293.18406497983
primary care syndromic,Bulgaria,2023-W17,ARIconsultationrate,65+,203.97683507831
primary care syndromic,Bulgaria,2023-W17,ARIconsultationrate,total,509.815898326154
primary care syndromic,Bulgaria,2023-W16,ARIconsultationrate,0-4,2331.31584846447
primary care syndromic,Bulgaria,2023-W16,ARIconsultationrate,15-64,332.802194477501
primary care syndromic,Bulgaria,2023-W16,ARIconsultationrate,5-14,1311.88714029978
primary care syndromic,Bulgaria,2023-W16,ARIconsultationrate,65+,182.580663566599
primary care syndromic,Bulgaria,2023-W16,ARIconsultationrate,total,498.296148652993
primary care syndromic,Bulgaria,2023-W15,ARIconsultationrate,0-4,1944.63124859897
primary care syndromic,Bulgaria,2023-W15,ARIconsultationrate,15-64,323.524072692067
primary care syndromic,Bulgaria,2023-W15,ARIconsultationrate,5-14,1234.40297111711
primary care syndromic,Bulgaria,2023-W15,ARIconsultationrate,65+,168.316549225459
primary care syndromic,Bulgaria,2023-W15,ARIconsultationrate,total,463.201097323132
primary care syndromic,Bulgaria,2023-W14,ARIconsultationrate,0-4,2762.8334454158294
primary care syndromic,Bulgaria,2023-W14,ARIconsultationrate,15-64,421.146049738801
primary care syndromic,Bulgaria,2023-W14,ARIconsultationrate,5-14,1902.36994682983
primary care syndromic,Bulgaria,2023-W14,ARIconsultationrate,65+,212.535303682994
primary care syndromic,Bulgaria,2023-W14,ARIconsultationrate,total,642.426970145095
primary care syndromic,Bulgaria,2023-W13,ARIconsultationrate,0-4,3653.8892624972
primary care syndromic,Bulgaria,2023-W13,ARIconsultationrate,15-64,611.869047907529
primary care syndromic,Bulgaria,2023-W13,ARIconsultationrate,5-14,2973.6095498099694
primary care syndromic,Bulgaria,2023-W13,ARIconsultationrate,65+,296.224561003746
primary care syndromic,Bulgaria,2023-W13,ARIconsultationrate,total,934.521814891763
primary care syndromic,Bulgaria,2023-W12,ARIconsultationrate,0-4,3861.24187401928
primary care syndromic,Bulgaria,2023-W12,ARIconsultationrate,15-64,671.238519882715
primary care syndromic,Bulgaria,2023-W12,ARIconsultationrate,5-14,3222.52556073015
primary care syndromic,Bulgaria,2023-W12,ARIconsultationrate,65+,279.134682484299
primary care syndromic,Bulgaria,2023-W12,ARIconsultationrate,total,1005.56262985055
primary care syndromic,Bulgaria,2023-W11,ARIconsultationrate,0-4,4147.05223044161
primary care syndromic,Bulgaria,2023-W11,ARIconsultationrate,15-64,713.645285579276
primary care syndromic,Bulgaria,2023-W11,ARIconsultationrate,5-14,3206.46646325143
primary care syndromic,Bulgaria,2023-W11,ARIconsultationrate,65+,272.013899767862
primary care syndromic,Bulgaria,2023-W11,ARIconsultationrate,total,1044.43401916762
primary care syndromic,Bulgaria,2023-W10,ARIconsultationrate,0-4,4270.34297242771
primary care syndromic,Bulgaria,2023-W10,ARIconsultationrate,15-64,766.552774210224
primary care syndromic,Bulgaria,2023-W10,ARIconsultationrate,5-14,3219.8490444837
primary care syndromic,Bulgaria,2023-W10,ARIconsultationrate,65+,350.342509648661
primary care syndromic,Bulgaria,2023-W10,ARIconsultationrate,total,1101.53474968166
primary care syndromic,Bulgaria,2023-W09,ARIconsultationrate,0-4,3659.4933871329295
primary care syndromic,Bulgaria,2023-W09,ARIconsultationrate,15-64,652.660317768031
primary care syndromic,Bulgaria,2023-W09,ARIconsultationrate,5-14,3013.75729350677
primary care syndromic,Bulgaria,2023-W09,ARIconsultationrate,65+,317.586909153054
primary care syndromic,Bulgaria,2023-W09,ARIconsultationrate,total,969.908183097648
primary care syndromic,Bulgaria,2023-W07,ARIconsultationrate,0-4,4595.38220130016
primary care syndromic,Bulgaria,2023-W07,ARIconsultationrate,15-64,845.308196218124
primary care syndromic,Bulgaria,2023-W07,ARIconsultationrate,5-14,4113.80547079921
primary care syndromic,Bulgaria,2023-W07,ARIconsultationrate,65+,505.57557286697
primary care syndromic,Bulgaria,2023-W07,ARIconsultationrate,total,1288.11741840359
primary care syndromic,Bulgaria,2023-W06,ARIconsultationrate,0-4,4825.15131136516
primary care syndromic,Bulgaria,2023-W06,ARIconsultationrate,15-64,936.583710955485
primary care syndromic,Bulgaria,2023-W06,ARIconsultationrate,5-14,3586.53177024785
primary care syndromic,Bulgaria,2023-W06,ARIconsultationrate,65+,516.968825213267
primary care syndromic,Bulgaria,2023-W06,ARIconsultationrate,total,1309.02754507071
primary care syndromic,Bulgaria,2023-W05,ARIconsultationrate,0-4,5721.81125308227
primary care syndromic,Bulgaria,2023-W05,ARIconsultationrate,15-64,922.0442484309501
primary care syndromic,Bulgaria,2023-W05,ARIconsultationrate,5-14,3420.58776296772
primary care syndromic,Bulgaria,2023-W05,ARIconsultationrate,65+,508.423885953544
primary care syndromic,Bulgaria,2023-W05,ARIconsultationrate,total,1324.03994370351
primary care syndromic,Bulgaria,2023-W04,ARIconsultationrate,0-4,6041.24635731899
primary care syndromic,Bulgaria,2023-W04,ARIconsultationrate,15-64,1140.94393421701
primary care syndromic,Bulgaria,2023-W04,ARIconsultationrate,5-14,4408.22225790911
primary care syndromic,Bulgaria,2023-W04,ARIconsultationrate,65+,777.589472634832
primary care syndromic,Bulgaria,2023-W04,ARIconsultationrate,total,1634.20682259902
primary care syndromic,Bulgaria,2023-W03,ARIconsultationrate,0-4,7307.7785249944
primary care syndromic,Bulgaria,2023-W03,ARIconsultationrate,15-64,1398.21164610948
primary care syndromic,Bulgaria,2023-W03,ARIconsultationrate,5-14,5644.77276377068
primary care syndromic,Bulgaria,2023-W03,ARIconsultationrate,65+,804.64844695729
primary care syndromic,Bulgaria,2023-W03,ARIconsultationrate,total,1994.50438978621
primary care syndromic,Bulgaria,2023-W02,ARIconsultationrate,0-4,6893.07330195023
primary care syndromic,Bulgaria,2023-W02,ARIconsultationrate,15-64,1343.68866164247
primary care syndromic,Bulgaria,2023-W02,ARIconsultationrate,5-14,4956.9080884321
primary care syndromic,Bulgaria,2023-W02,ARIconsultationrate,65+,808.920916587151
primary care syndromic,Bulgaria,2023-W02,ARIconsultationrate,total,1870.3840225186
primary care syndromic,Bulgaria,2023-W01,ARIconsultationrate,0-4,4315.17596951356
primary care syndromic,Bulgaria,2023-W01,ARIconsultationrate,15-64,906.2931640293701
primary care syndromic,Bulgaria,2023-W01,ARIconsultationrate,5-14,3238.58465820888
primary care syndromic,Bulgaria,2023-W01,ARIconsultationrate,65+,595.297435094066
primary care syndromic,Bulgaria,2023-W01,ARIconsultationrate,total,1244.42061524027
primary care syndromic,Bulgaria,2022-W52,ARIconsultationrate,0-4,2348.1282223716694
primary care syndromic,Bulgaria,2022-W52,ARIconsultationrate,15-64,363.890437072398
primary care syndromic,Bulgaria,2022-W52,ARIconsultationrate,5-14,1303.46341202291
primary care syndromic,Bulgaria,2022-W52,ARIconsultationrate,65+,259.196490878277
primary care syndromic,Bulgaria,2022-W52,ARIconsultationrate,total,533.208230011393
primary care syndromic,Bulgaria,2022-W51,ARIconsultationrate,0-4,4018.1573638197706
primary care syndromic,Bulgaria,2022-W51,ARIconsultationrate,15-64,623.985266677975
primary care syndromic,Bulgaria,2022-W51,ARIconsultationrate,5-14,2834.43070499438
primary care syndromic,Bulgaria,2022-W51,ARIconsultationrate,65+,338.949257302363
primary care syndromic,Bulgaria,2022-W51,ARIconsultationrate,total,954.0915488238052
primary care syndromic,Bulgaria,2022-W50,ARIconsultationrate,0-4,5385.56377493835
primary care syndromic,Bulgaria,2022-W50,ARIconsultationrate,15-64,768.976017964314
primary care syndromic,Bulgaria,2022-W50,ARIconsultationrate,5-14,3674.85680638081
primary care syndromic,Bulgaria,2022-W50,ARIconsultationrate,65+,388.794736317416
primary care syndromic,Bulgaria,2022-W50,ARIconsultationrate,total,1209.3023255814
primary care syndromic,Bulgaria,2022-W49,ARIconsultationrate,0-4,5626.54113427483
primary care syndromic,Bulgaria,2022-W49,ARIconsultationrate,15-64,731.011865816916
primary care syndromic,Bulgaria,2022-W49,ARIconsultationrate,5-14,3468.76505540389
primary care syndromic,Bulgaria,2022-W49,ARIconsultationrate,65+,367.432388168107
primary care syndromic,Bulgaria,2022-W49,ARIconsultationrate,total,1170.96709335835
primary care syndromic,Bulgaria,2022-W48,ARIconsultationrate,0-4,5609.72876036763
primary care syndromic,Bulgaria,2022-W48,ARIconsultationrate,15-64,711.222041825187
primary care syndromic,Bulgaria,2022-W48,ARIconsultationrate,5-14,3629.3560301911
primary care syndromic,Bulgaria,2022-W48,ARIconsultationrate,65+,364.584075081533
primary care syndromic,Bulgaria,2022-W48,ARIconsultationrate,total,1172.57556464044
primary care syndromic,Bulgaria,2022-W47,ARIconsultationrate,0-4,5693.79062990361
primary care syndromic,Bulgaria,2022-W47,ARIconsultationrate,15-64,756.859799193868
primary care syndromic,Bulgaria,2022-W47,ARIconsultationrate,5-14,3401.85214924255
primary care syndromic,Bulgaria,2022-W47,ARIconsultationrate,65+,380.249797057693
primary care syndromic,Bulgaria,2022-W47,ARIconsultationrate,total,1187.05180617921
primary care syndromic,Bulgaria,2022-W46,ARIconsultationrate,0-4,5374.35552566689
primary care syndromic,Bulgaria,2022-W46,ARIconsultationrate,15-64,718.491773087455
primary care syndromic,Bulgaria,2022-W46,ARIconsultationrate,5-14,3206.46646325143
primary care syndromic,Bulgaria,2022-W46,ARIconsultationrate,65+,334.676787672501
primary care syndromic,Bulgaria,2022-W46,ARIconsultationrate,total,1118.15561959654
primary care syndromic,Bulgaria,2022-W45,ARIconsultationrate,0-4,4623.14373774167
primary care syndromic,Bulgaria,2022-W45,ARIconsultationrate,15-64,629.327128927236
primary care syndromic,Bulgaria,2022-W45,ARIconsultationrate,5-14,2773.53893930876
primary care syndromic,Bulgaria,2022-W45,ARIconsultationrate,65+,381.652212301164
primary care syndromic,Bulgaria,2022-W45,ARIconsultationrate,total,988.5116023432581
primary care syndromic,Bulgaria,2022-W44,ARIconsultationrate,0-4,3941.13384246614
primary care syndromic,Bulgaria,2022-W44,ARIconsultationrate,15-64,529.341201664909
primary care syndromic,Bulgaria,2022-W44,ARIconsultationrate,5-14,2135.59412979905
primary care syndromic,Bulgaria,2022-W44,ARIconsultationrate,65+,218.830818199903
primary care syndromic,Bulgaria,2022-W44,ARIconsultationrate,total,794.63540886826
primary care syndromic,Bulgaria,2022-W43,ARIconsultationrate,0-4,2393.73356704645
primary care syndromic,Bulgaria,2022-W43,ARIconsultationrate,15-64,327.646189772673
primary care syndromic,Bulgaria,2022-W43,ARIconsultationrate,5-14,1521.05459785451
primary care syndromic,Bulgaria,2022-W43,ARIconsultationrate,65+,151.185208815901
primary care syndromic,Bulgaria,2022-W43,ARIconsultationrate,total,511.29673386491294
primary care syndromic,Bulgaria,2022-W42,ARIconsultationrate,0-4,2519.71954425942
primary care syndromic,Bulgaria,2022-W42,ARIconsultationrate,15-64,395.955456004067
primary care syndromic,Bulgaria,2022-W42,ARIconsultationrate,5-14,1809.25441639537
primary care syndromic,Bulgaria,2022-W42,ARIconsultationrate,65+,158.120310137731
primary care syndromic,Bulgaria,2022-W42,ARIconsultationrate,total,592.429858043375
primary care syndromic,Bulgaria,2022-W41,ARIconsultationrate,0-4,3056.52936021034
primary care syndromic,Bulgaria,2022-W41,ARIconsultationrate,15-64,341.149184260274
primary care syndromic,Bulgaria,2022-W41,ARIconsultationrate,5-14,1811.92293323371
primary care syndromic,Bulgaria,2022-W41,ARIconsultationrate,65+,149.798188551535
primary care syndromic,Bulgaria,2022-W41,ARIconsultationrate,total,580.57599249782
primary care syndromic,Bulgaria,2022-W40,ARIconsultationrate,0-4,2520.77714788926
primary care syndromic,Bulgaria,2022-W40,ARIconsultationrate,15-64,335.44301267007
primary care syndromic,Bulgaria,2022-W40,ARIconsultationrate,5-14,1654.29309231762
primary care syndromic,Bulgaria,2022-W40,ARIconsultationrate,65+,174.017991214898
primary care syndromic,Bulgaria,2022-W40,ARIconsultationrate,total,540.45588356308
primary care syndromic,Bulgaria,2022-W39,ARIconsultationrate,0-4,2292.74965800274
primary care syndromic,Bulgaria,2022-W39,ARIconsultationrate,15-64,278.525007736806
primary care syndromic,Bulgaria,2022-W39,ARIconsultationrate,5-14,1731.13913229322
primary care syndromic,Bulgaria,2022-W39,ARIconsultationrate,65+,155.408780596104
primary care syndromic,Bulgaria,2022-W39,ARIconsultationrate,total,495.238496433809
primary care syndromic,Bulgaria,2022-W38,ARIconsultationrate,0-4,1307.7975376197
primary care syndromic,Bulgaria,2022-W38,ARIconsultationrate,15-64,191.237968275129
primary care syndromic,Bulgaria,2022-W38,ARIconsultationrate,5-14,929.6858303056212
primary care syndromic,Bulgaria,2022-W38,ARIconsultationrate,65+,91.5801742798468
primary care syndromic,Bulgaria,2022-W38,ARIconsultationrate,total,298.828119857721
primary care syndromic,Bulgaria,2022-W37,ARIconsultationrate,0-4,1860.46511627907
primary care syndromic,Bulgaria,2022-W37,ARIconsultationrate,15-64,228.930098951762
primary care syndromic,Bulgaria,2022-W37,ARIconsultationrate,5-14,793.438768967728
primary care syndromic,Bulgaria,2022-W37,ARIconsultationrate,65+,129.044791030693
primary care syndromic,Bulgaria,2022-W37,ARIconsultationrate,total,344.113086038803
primary care syndromic,Bulgaria,2022-W36,ARIconsultationrate,0-4,1231.1901504788
primary care syndromic,Bulgaria,2022-W36,ARIconsultationrate,15-64,171.400004761111
primary care syndromic,Bulgaria,2022-W36,ARIconsultationrate,5-14,702.607394742466
primary care syndromic,Bulgaria,2022-W36,ARIconsultationrate,65+,140.145418216129
primary care syndromic,Bulgaria,2022-W36,ARIconsultationrate,total,268.813665528399
primary care syndromic,Bulgaria,2022-W35,ARIconsultationrate,0-4,1222.50753600536
primary care syndromic,Bulgaria,2022-W35,ARIconsultationrate,15-64,180.767328939796
primary care syndromic,Bulgaria,2022-W35,ARIconsultationrate,5-14,707.945324837989
primary care syndromic,Bulgaria,2022-W35,ARIconsultationrate,65+,124.503048909891
primary care syndromic,Bulgaria,2022-W35,ARIconsultationrate,total,272.277427314291
primary care syndromic,Bulgaria,2022-W34,ARIconsultationrate,0-4,1232.73347641847
primary care syndromic,Bulgaria,2022-W34,ARIconsultationrate,15-64,186.542571251673
primary care syndromic,Bulgaria,2022-W34,ARIconsultationrate,5-14,662.144702842377
primary care syndromic,Bulgaria,2022-W34,ARIconsultationrate,65+,111.920983785447
primary care syndromic,Bulgaria,2022-W34,ARIconsultationrate,total,269.656128777373
primary care syndromic,Bulgaria,2022-W33,ARIconsultationrate,0-4,1198.35841313269
primary care syndromic,Bulgaria,2022-W33,ARIconsultationrate,15-64,219.407876465034
primary care syndromic,Bulgaria,2022-W33,ARIconsultationrate,5-14,577.046377431075
primary care syndromic,Bulgaria,2022-W33,ARIconsultationrate,65+,140.145418216129
primary care syndromic,Bulgaria,2022-W33,ARIconsultationrate,total,286.717024251153
primary care syndromic,Bulgaria,2022-W32,ARIconsultationrate,0-4,979.480164158687
primary care syndromic,Bulgaria,2022-W32,ARIconsultationrate,15-64,232.897691654565
primary care syndromic,Bulgaria,2022-W32,ARIconsultationrate,5-14,662.534729643086
primary care syndromic,Bulgaria,2022-W32,ARIconsultationrate,65+,163.734250985181
primary care syndromic,Bulgaria,2022-W32,ARIconsultationrate,total,298.038265796423
primary care syndromic,Bulgaria,2022-W31,ARIconsultationrate,0-4,1417.2366621067
primary care syndromic,Bulgaria,2022-W31,ARIconsultationrate,15-64,228.533339681482
primary care syndromic,Bulgaria,2022-W31,ARIconsultationrate,5-14,707.950416755717
primary care syndromic,Bulgaria,2022-W31,ARIconsultationrate,65+,135.982683021591
primary care syndromic,Bulgaria,2022-W31,ARIconsultationrate,total,315.415055144978
primary care syndromic,Bulgaria,2022-W30,ARIconsultationrate,0-4,1663.47469220246
primary care syndromic,Bulgaria,2022-W30,ARIconsultationrate,15-64,228.930098951762
primary care syndromic,Bulgaria,2022-W30,ARIconsultationrate,5-14,742.6800598418471
primary care syndromic,Bulgaria,2022-W30,ARIconsultationrate,65+,123.494477437975
primary care syndromic,Bulgaria,2022-W30,ARIconsultationrate,total,328.579289499943
primary care syndromic,Bulgaria,2022-W29,ARIconsultationrate,0-4,1173.88538715087
primary care syndromic,Bulgaria,2022-W29,ARIconsultationrate,15-64,219.517396230991
primary care syndromic,Bulgaria,2022-W29,ARIconsultationrate,5-14,727.128127929105
primary care syndromic,Bulgaria,2022-W29,ARIconsultationrate,65+,144.982719231445
primary care syndromic,Bulgaria,2022-W29,ARIconsultationrate,total,300.87930100432
primary care syndromic,Bulgaria,2022-W28,ARIconsultationrate,0-4,1355.25307878145
primary care syndromic,Bulgaria,2022-W28,ARIconsultationrate,15-64,227.372588165534
primary care syndromic,Bulgaria,2022-W28,ARIconsultationrate,5-14,607.340139399023
primary care syndromic,Bulgaria,2022-W28,ARIconsultationrate,65+,107.264167808831
primary care syndromic,Bulgaria,2022-W28,ARIconsultationrate,total,295.959375681485
primary care syndromic,Bulgaria,2022-W27,ARIconsultationrate,0-4,1488.37209302326
primary care syndromic,Bulgaria,2022-W27,ARIconsultationrate,15-64,231.707413843724
primary care syndromic,Bulgaria,2022-W27,ARIconsultationrate,5-14,817.482368027356
primary care syndromic,Bulgaria,2022-W27,ARIconsultationrate,65+,115.169007048898
primary care syndromic,Bulgaria,2022-W27,ARIconsultationrate,total,327.789435438645
primary care syndromic,Bulgaria,2022-W26,ARIconsultationrate,0-4,1422.70861833105
primary care syndromic,Bulgaria,2022-W26,ARIconsultationrate,15-64,201.156950032138
primary care syndromic,Bulgaria,2022-W26,ARIconsultationrate,5-14,662.534729643086
primary care syndromic,Bulgaria,2022-W26,ARIconsultationrate,65+,97.1304878725648
primary care syndromic,Bulgaria,2022-W26,ARIconsultationrate,total,285.663885502755
primary care syndromic,Bulgaria,2022-W25,ARIconsultationrate,0-4,1466.48426812586
primary care syndromic,Bulgaria,2022-W25,ARIconsultationrate,15-64,190.444449734568
primary care syndromic,Bulgaria,2022-W25,ARIconsultationrate,5-14,734.6655268219708
primary care syndromic,Bulgaria,2022-W25,ARIconsultationrate,65+,102.680801465283
primary care syndromic,Bulgaria,2022-W25,ARIconsultationrate,total,288.823301747947
primary care syndromic,Croatia,2023-W52,ILIconsultationrate,0-4,21.0180698595198
primary care syndromic,Croatia,2023-W52,ILIconsultationrate,15-64,10.7010706767064
primary care syndromic,Croatia,2023-W52,ILIconsultationrate,5-14,22.2212228550568
primary care syndromic,Croatia,2023-W52,ILIconsultationrate,65+,3.34399182682274
primary care syndromic,Croatia,2023-W52,ILIconsultationrate,total,10.6471261395712
primary care syndromic,Croatia,2023-W51,ILIconsultationrate,0-4,16.4736223223263
primary care syndromic,Croatia,2023-W51,ILIconsultationrate,15-64,7.85287696047277
