survtype,countryname,yearweek,indicator,age,value
primary care syndromic,Denmark,2024-W33,ILIconsultationrate,0-4,233.9
primary care syndromic,Denmark,2024-W33,ILIconsultationrate,15-64,89.6
primary care syndromic,Denmark,2024-W33,ILIconsultationrate,5-14,107.9
primary care syndromic,Denmark,2024-W33,ILIconsultationrate,65+,111.8
primary care syndromic,Denmark,2024-W33,ILIconsultationrate,total,103.6
primary care syndromic,Denmark,2024-W32,ILIconsultationrate,0-4,136.5
primary care syndromic,Denmark,2024-W32,ILIconsultationrate,15-64,150.6
primary care syndromic,Denmark,2024-W32,ILIconsultationrate,5-14,146.2
primary care syndromic,Denmark,2024-W32,ILIconsultationrate,65+,144.6
primary care syndromic,Denmark,2024-W32,ILIconsultationrate,total,148.2
primary care syndromic,Denmark,2024-W31,ILIconsultationrate,0-4,439.2
primary care syndromic,Denmark,2024-W31,ILIconsultationrate,15-64,170.1
primary care syndromic,Denmark,2024-W31,ILIconsultationrate,5-14,213.8
primary care syndromic,Denmark,2024-W31,ILIconsultationrate,65+,268.3
primary care syndromic,Denmark,2024-W31,ILIconsultationrate,total,209
primary care syndromic,Denmark,2024-W30,ILIconsultationrate,0-4,392.7
primary care syndromic,Denmark,2024-W30,ILIconsultationrate,15-64,117.3
primary care syndromic,Denmark,2024-W30,ILIconsultationrate,5-14,147.1
primary care syndromic,Denmark,2024-W30,ILIconsultationrate,65+,144.8
primary care syndromic,Denmark,2024-W30,ILIconsultationrate,total,140.5
primary care syndromic,Denmark,2024-W29,ILIconsultationrate,0-4,289.8
primary care syndromic,Denmark,2024-W29,ILIconsultationrate,15-64,120.6
primary care syndromic,Denmark,2024-W29,ILIconsultationrate,5-14,448.9
primary care syndromic,Denmark,2024-W29,ILIconsultationrate,65+,146.2
primary care syndromic,Denmark,2024-W29,ILIconsultationrate,total,169.7
primary care syndromic,Denmark,2024-W28,ILIconsultationrate,0-4,213.7
primary care syndromic,Denmark,2024-W28,ILIconsultationrate,15-64,89.1
primary care syndromic,Denmark,2024-W28,ILIconsultationrate,5-14,124.9
primary care syndromic,Denmark,2024-W28,ILIconsultationrate,65+,145.6
primary care syndromic,Denmark,2024-W28,ILIconsultationrate,total,111
primary care syndromic,Denmark,2024-W27,ILIconsultationrate,0-4,103
primary care syndromic,Denmark,2024-W27,ILIconsultationrate,15-64,80
primary care syndromic,Denmark,2024-W27,ILIconsultationrate,5-14,33.4
primary care syndromic,Denmark,2024-W27,ILIconsultationrate,65+,65
primary care syndromic,Denmark,2024-W27,ILIconsultationrate,total,73.1
primary care syndromic,Denmark,2024-W26,ILIconsultationrate,0-4,258.1
primary care syndromic,Denmark,2024-W26,ILIconsultationrate,15-64,92.6
primary care syndromic,Denmark,2024-W26,ILIconsultationrate,5-14,118.7
primary care syndromic,Denmark,2024-W26,ILIconsultationrate,65+,119.4
primary care syndromic,Denmark,2024-W26,ILIconsultationrate,total,109.5
primary care syndromic,Denmark,2024-W25,ILIconsultationrate,0-4,209
primary care syndromic,Denmark,2024-W25,ILIconsultationrate,15-64,81.8
primary care syndromic,Denmark,2024-W25,ILIconsultationrate,5-14,107.1
primary care syndromic,Denmark,2024-W25,ILIconsultationrate,65+,91.6
primary care syndromic,Denmark,2024-W25,ILIconsultationrate,total,93.1
primary care syndromic,Denmark,2024-W24,ILIconsultationrate,0-4,116.2
primary care syndromic,Denmark,2024-W24,ILIconsultationrate,15-64,68.1
primary care syndromic,Denmark,2024-W24,ILIconsultationrate,5-14,89.6
primary care syndromic,Denmark,2024-W24,ILIconsultationrate,65+,78.2
primary care syndromic,Denmark,2024-W24,ILIconsultationrate,total,74.9
primary care syndromic,Denmark,2024-W23,ILIconsultationrate,0-4,194.9
primary care syndromic,Denmark,2024-W23,ILIconsultationrate,15-64,83.6
primary care syndromic,Denmark,2024-W23,ILIconsultationrate,5-14,88.9
primary care syndromic,Denmark,2024-W23,ILIconsultationrate,65+,104.5
primary care syndromic,Denmark,2024-W23,ILIconsultationrate,total,94.3
primary care syndromic,Denmark,2024-W22,ILIconsultationrate,0-4,146.5
primary care syndromic,Denmark,2024-W22,ILIconsultationrate,15-64,59.9
primary care syndromic,Denmark,2024-W22,ILIconsultationrate,5-14,109.3
primary care syndromic,Denmark,2024-W22,ILIconsultationrate,65+,105.9
primary care syndromic,Denmark,2024-W22,ILIconsultationrate,total,79.1
primary care syndromic,Denmark,2024-W21,ILIconsultationrate,0-4,206
primary care syndromic,Denmark,2024-W21,ILIconsultationrate,15-64,74.2
primary care syndromic,Denmark,2024-W21,ILIconsultationrate,5-14,77.5
primary care syndromic,Denmark,2024-W21,ILIconsultationrate,65+,101.6
primary care syndromic,Denmark,2024-W21,ILIconsultationrate,total,87.1
primary care syndromic,Denmark,2024-W20,ILIconsultationrate,0-4,188.8
primary care syndromic,Denmark,2024-W20,ILIconsultationrate,15-64,103.2
primary care syndromic,Denmark,2024-W20,ILIconsultationrate,5-14,125.8
primary care syndromic,Denmark,2024-W20,ILIconsultationrate,65+,150.4
primary care syndromic,Denmark,2024-W20,ILIconsultationrate,total,119.8
primary care syndromic,Denmark,2024-W19,ILIconsultationrate,0-4,219.7
primary care syndromic,Denmark,2024-W19,ILIconsultationrate,15-64,76.3
primary care syndromic,Denmark,2024-W19,ILIconsultationrate,5-14,103.6
primary care syndromic,Denmark,2024-W19,ILIconsultationrate,65+,97
primary care syndromic,Denmark,2024-W19,ILIconsultationrate,total,90.9
primary care syndromic,Denmark,2024-W18,ILIconsultationrate,0-4,219.5
primary care syndromic,Denmark,2024-W18,ILIconsultationrate,15-64,102.7
primary care syndromic,Denmark,2024-W18,ILIconsultationrate,5-14,145.3
primary care syndromic,Denmark,2024-W18,ILIconsultationrate,65+,121.9
primary care syndromic,Denmark,2024-W18,ILIconsultationrate,total,117.2
primary care syndromic,Denmark,2024-W17,ILIconsultationrate,0-4,224.8
primary care syndromic,Denmark,2024-W17,ILIconsultationrate,15-64,105.1
primary care syndromic,Denmark,2024-W17,ILIconsultationrate,5-14,267
primary care syndromic,Denmark,2024-W17,ILIconsultationrate,65+,113.4
primary care syndromic,Denmark,2024-W17,ILIconsultationrate,total,130.3
primary care syndromic,Denmark,2024-W16,ILIconsultationrate,0-4,306.8
primary care syndromic,Denmark,2024-W16,ILIconsultationrate,15-64,102.9
primary care syndromic,Denmark,2024-W16,ILIconsultationrate,5-14,103.4
primary care syndromic,Denmark,2024-W16,ILIconsultationrate,65+,101.2
primary care syndromic,Denmark,2024-W16,ILIconsultationrate,total,113.2
primary care syndromic,Denmark,2024-W15,ILIconsultationrate,0-4,221.6
primary care syndromic,Denmark,2024-W15,ILIconsultationrate,15-64,106
primary care syndromic,Denmark,2024-W15,ILIconsultationrate,5-14,111.9
primary care syndromic,Denmark,2024-W15,ILIconsultationrate,65+,151.2
primary care syndromic,Denmark,2024-W15,ILIconsultationrate,total,122
primary care syndromic,Denmark,2024-W14,ILIconsultationrate,0-4,289.8
primary care syndromic,Denmark,2024-W14,ILIconsultationrate,15-64,128.5
primary care syndromic,Denmark,2024-W14,ILIconsultationrate,5-14,145.3
primary care syndromic,Denmark,2024-W14,ILIconsultationrate,65+,157.3
primary care syndromic,Denmark,2024-W14,ILIconsultationrate,total,144.6
primary care syndromic,Denmark,2024-W13,ILIconsultationrate,0-4,339.8
primary care syndromic,Denmark,2024-W13,ILIconsultationrate,15-64,134.9
primary care syndromic,Denmark,2024-W13,ILIconsultationrate,5-14,149.7
primary care syndromic,Denmark,2024-W13,ILIconsultationrate,65+,171.5
primary care syndromic,Denmark,2024-W13,ILIconsultationrate,total,154.7
primary care syndromic,Denmark,2024-W12,ILIconsultationrate,0-4,311.1
primary care syndromic,Denmark,2024-W12,ILIconsultationrate,15-64,110.9
primary care syndromic,Denmark,2024-W12,ILIconsultationrate,5-14,108.7
primary care syndromic,Denmark,2024-W12,ILIconsultationrate,65+,120.8
primary care syndromic,Denmark,2024-W12,ILIconsultationrate,total,123.1
primary care syndromic,Denmark,2024-W11,ILIconsultationrate,0-4,190.2
primary care syndromic,Denmark,2024-W11,ILIconsultationrate,15-64,101.8
primary care syndromic,Denmark,2024-W11,ILIconsultationrate,5-14,101
primary care syndromic,Denmark,2024-W11,ILIconsultationrate,65+,115.6
primary care syndromic,Denmark,2024-W11,ILIconsultationrate,total,109.2
primary care syndromic,Denmark,2024-W10,ILIconsultationrate,0-4,339.1
primary care syndromic,Denmark,2024-W10,ILIconsultationrate,15-64,120.9
primary care syndromic,Denmark,2024-W10,ILIconsultationrate,5-14,168.6
primary care syndromic,Denmark,2024-W10,ILIconsultationrate,65+,134.7
primary care syndromic,Denmark,2024-W10,ILIconsultationrate,total,140.2
primary care syndromic,Denmark,2024-W09,ILIconsultationrate,0-4,435.7
primary care syndromic,Denmark,2024-W09,ILIconsultationrate,15-64,123
primary care syndromic,Denmark,2024-W09,ILIconsultationrate,5-14,189
primary care syndromic,Denmark,2024-W09,ILIconsultationrate,65+,131.9
primary care syndromic,Denmark,2024-W09,ILIconsultationrate,total,148.1
primary care syndromic,Denmark,2024-W08,ILIconsultationrate,0-4,234.6
primary care syndromic,Denmark,2024-W08,ILIconsultationrate,15-64,139.6
primary care syndromic,Denmark,2024-W08,ILIconsultationrate,5-14,141.8
primary care syndromic,Denmark,2024-W08,ILIconsultationrate,65+,138.8
primary care syndromic,Denmark,2024-W08,ILIconsultationrate,total,144.6
primary care syndromic,Denmark,2024-W07,ILIconsultationrate,0-4,315.2
primary care syndromic,Denmark,2024-W07,ILIconsultationrate,15-64,165.9
primary care syndromic,Denmark,2024-W07,ILIconsultationrate,5-14,158.3
primary care syndromic,Denmark,2024-W07,ILIconsultationrate,65+,101.9
primary care syndromic,Denmark,2024-W07,ILIconsultationrate,total,159.7
primary care syndromic,Denmark,2024-W06,ILIconsultationrate,0-4,375
primary care syndromic,Denmark,2024-W06,ILIconsultationrate,15-64,168
primary care syndromic,Denmark,2024-W06,ILIconsultationrate,5-14,232
primary care syndromic,Denmark,2024-W06,ILIconsultationrate,65+,145.9
primary care syndromic,Denmark,2024-W06,ILIconsultationrate,total,181
primary care syndromic,Denmark,2024-W05,ILIconsultationrate,0-4,430.8
primary care syndromic,Denmark,2024-W05,ILIconsultationrate,15-64,150.7
primary care syndromic,Denmark,2024-W05,ILIconsultationrate,5-14,244.7
primary care syndromic,Denmark,2024-W05,ILIconsultationrate,65+,132.8
primary care syndromic,Denmark,2024-W05,ILIconsultationrate,total,171.6
primary care syndromic,Denmark,2024-W04,ILIconsultationrate,0-4,542.4
primary care syndromic,Denmark,2024-W04,ILIconsultationrate,15-64,180.7
primary care syndromic,Denmark,2024-W04,ILIconsultationrate,5-14,299
primary care syndromic,Denmark,2024-W04,ILIconsultationrate,65+,144.9
primary care syndromic,Denmark,2024-W04,ILIconsultationrate,total,204.7
primary care syndromic,Denmark,2024-W03,ILIconsultationrate,0-4,372.7
primary care syndromic,Denmark,2024-W03,ILIconsultationrate,15-64,164.9
primary care syndromic,Denmark,2024-W03,ILIconsultationrate,5-14,192.1
primary care syndromic,Denmark,2024-W03,ILIconsultationrate,65+,134.6
primary care syndromic,Denmark,2024-W03,ILIconsultationrate,total,172.4
primary care syndromic,Denmark,2024-W02,ILIconsultationrate,0-4,439.8
primary care syndromic,Denmark,2024-W02,ILIconsultationrate,15-64,178.7
primary care syndromic,Denmark,2024-W02,ILIconsultationrate,5-14,256.3
primary care syndromic,Denmark,2024-W02,ILIconsultationrate,65+,195
primary care syndromic,Denmark,2024-W02,ILIconsultationrate,total,203.9
primary care syndromic,Denmark,2024-W01,ILIconsultationrate,0-4,298.4
primary care syndromic,Denmark,2024-W01,ILIconsultationrate,15-64,155.8
primary care syndromic,Denmark,2024-W01,ILIconsultationrate,5-14,165.1
primary care syndromic,Denmark,2024-W01,ILIconsultationrate,65+,227.6
primary care syndromic,Denmark,2024-W01,ILIconsultationrate,total,179
primary care syndromic,Denmark,2023-W52,ILIconsultationrate,0-4,589
primary care syndromic,Denmark,2023-W52,ILIconsultationrate,15-64,157.4
primary care syndromic,Denmark,2023-W52,ILIconsultationrate,5-14,237.1
primary care syndromic,Denmark,2023-W52,ILIconsultationrate,65+,200.1
primary care syndromic,Denmark,2023-W52,ILIconsultationrate,total,197.1
primary care syndromic,Denmark,2023-W51,ILIconsultationrate,0-4,553.8
primary care syndromic,Denmark,2023-W51,ILIconsultationrate,15-64,186.6
primary care syndromic,Denmark,2023-W51,ILIconsultationrate,5-14,265.5
primary care syndromic,Denmark,2023-W51,ILIconsultationrate,65+,186.3
primary care syndromic,Denmark,2023-W51,ILIconsultationrate,total,214
primary care syndromic,Denmark,2023-W50,ILIconsultationrate,0-4,812.9
primary care syndromic,Denmark,2023-W50,ILIconsultationrate,15-64,201.6
primary care syndromic,Denmark,2023-W50,ILIconsultationrate,5-14,327.6
primary care syndromic,Denmark,2023-W50,ILIconsultationrate,65+,188.3
primary care syndromic,Denmark,2023-W50,ILIconsultationrate,total,244
primary care syndromic,Denmark,2023-W49,ILIconsultationrate,0-4,822.6
primary care syndromic,Denmark,2023-W49,ILIconsultationrate,15-64,199.6
primary care syndromic,Denmark,2023-W49,ILIconsultationrate,5-14,226.5
primary care syndromic,Denmark,2023-W49,ILIconsultationrate,65+,178.6
primary care syndromic,Denmark,2023-W49,ILIconsultationrate,total,230.5
primary care syndromic,Denmark,2023-W48,ILIconsultationrate,0-4,622.2
primary care syndromic,Denmark,2023-W48,ILIconsultationrate,15-64,169.6
primary care syndromic,Denmark,2023-W48,ILIconsultationrate,5-14,283.5
primary care syndromic,Denmark,2023-W48,ILIconsultationrate,65+,144.9
primary care syndromic,Denmark,2023-W48,ILIconsultationrate,total,200.2
primary care syndromic,Denmark,2023-W47,ILIconsultationrate,0-4,454.5
primary care syndromic,Denmark,2023-W47,ILIconsultationrate,15-64,155.8
primary care syndromic,Denmark,2023-W47,ILIconsultationrate,5-14,188.2
primary care syndromic,Denmark,2023-W47,ILIconsultationrate,65+,150.6
primary care syndromic,Denmark,2023-W47,ILIconsultationrate,total,173.7
primary care syndromic,Denmark,2023-W46,ILIconsultationrate,0-4,303.1
primary care syndromic,Denmark,2023-W46,ILIconsultationrate,15-64,127.2
primary care syndromic,Denmark,2023-W46,ILIconsultationrate,5-14,194.2
primary care syndromic,Denmark,2023-W46,ILIconsultationrate,65+,108.7
primary care syndromic,Denmark,2023-W46,ILIconsultationrate,total,139.7
primary care syndromic,Denmark,2023-W45,ILIconsultationrate,0-4,301.5
primary care syndromic,Denmark,2023-W45,ILIconsultationrate,15-64,143.4
primary care syndromic,Denmark,2023-W45,ILIconsultationrate,5-14,155.7
primary care syndromic,Denmark,2023-W45,ILIconsultationrate,65+,168.3
primary care syndromic,Denmark,2023-W45,ILIconsultationrate,total,158
primary care syndromic,Denmark,2023-W44,ILIconsultationrate,0-4,303.1
primary care syndromic,Denmark,2023-W44,ILIconsultationrate,15-64,125.2
primary care syndromic,Denmark,2023-W44,ILIconsultationrate,5-14,159.2
primary care syndromic,Denmark,2023-W44,ILIconsultationrate,65+,124.8
primary care syndromic,Denmark,2023-W44,ILIconsultationrate,total,138
primary care syndromic,Denmark,2023-W43,ILIconsultationrate,0-4,283.2
primary care syndromic,Denmark,2023-W43,ILIconsultationrate,15-64,116.4
primary care syndromic,Denmark,2023-W43,ILIconsultationrate,5-14,130.4
primary care syndromic,Denmark,2023-W43,ILIconsultationrate,65+,102.4
primary care syndromic,Denmark,2023-W43,ILIconsultationrate,total,123.7
primary care syndromic,Denmark,2023-W42,ILIconsultationrate,0-4,201.9
primary care syndromic,Denmark,2023-W42,ILIconsultationrate,15-64,83.4
primary care syndromic,Denmark,2023-W42,ILIconsultationrate,5-14,87.4
primary care syndromic,Denmark,2023-W42,ILIconsultationrate,65+,101.9
primary care syndromic,Denmark,2023-W42,ILIconsultationrate,total,93.8
primary care syndromic,Denmark,2023-W41,ILIconsultationrate,0-4,212.4
primary care syndromic,Denmark,2023-W41,ILIconsultationrate,15-64,91.9
primary care syndromic,Denmark,2023-W41,ILIconsultationrate,5-14,81.9
primary care syndromic,Denmark,2023-W41,ILIconsultationrate,65+,82.6
primary care syndromic,Denmark,2023-W41,ILIconsultationrate,total,95.2
primary care syndromic,Denmark,2023-W40,ILIconsultationrate,0-4,166.8
primary care syndromic,Denmark,2023-W40,ILIconsultationrate,15-64,89.7
primary care syndromic,Denmark,2023-W40,ILIconsultationrate,5-14,72.7
primary care syndromic,Denmark,2023-W40,ILIconsultationrate,65+,97.5
primary care syndromic,Denmark,2023-W40,ILIconsultationrate,total,93.5
primary care syndromic,Denmark,2023-W39,ILIconsultationrate,0-4,175.8
primary care syndromic,Denmark,2023-W39,ILIconsultationrate,15-64,75.8
primary care syndromic,Denmark,2023-W39,ILIconsultationrate,5-14,95.1
primary care syndromic,Denmark,2023-W39,ILIconsultationrate,65+,76.4
primary care syndromic,Denmark,2023-W39,ILIconsultationrate,total,83.2
primary care syndromic,Denmark,2023-W38,ILIconsultationrate,0-4,113.3
primary care syndromic,Denmark,2023-W38,ILIconsultationrate,15-64,71.8
primary care syndromic,Denmark,2023-W38,ILIconsultationrate,5-14,68.9
primary care syndromic,Denmark,2023-W38,ILIconsultationrate,65+,59.5
primary care syndromic,Denmark,2023-W38,ILIconsultationrate,total,71.1
primary care syndromic,Denmark,2023-W37,ILIconsultationrate,0-4,69.5
primary care syndromic,Denmark,2023-W37,ILIconsultationrate,15-64,72.2
primary care syndromic,Denmark,2023-W37,ILIconsultationrate,5-14,44
primary care syndromic,Denmark,2023-W37,ILIconsultationrate,65+,57.9
primary care syndromic,Denmark,2023-W37,ILIconsultationrate,total,66.1
primary care syndromic,Denmark,2023-W36,ILIconsultationrate,0-4,158.1
primary care syndromic,Denmark,2023-W36,ILIconsultationrate,15-64,85.4
primary care syndromic,Denmark,2023-W36,ILIconsultationrate,5-14,51.3
primary care syndromic,Denmark,2023-W36,ILIconsultationrate,65+,55.4
primary care syndromic,Denmark,2023-W36,ILIconsultationrate,total,79.4
primary care syndromic,Denmark,2023-W35,ILIconsultationrate,0-4,155.6
primary care syndromic,Denmark,2023-W35,ILIconsultationrate,15-64,67.2
primary care syndromic,Denmark,2023-W35,ILIconsultationrate,5-14,71.6
primary care syndromic,Denmark,2023-W35,ILIconsultationrate,65+,48
primary care syndromic,Denmark,2023-W35,ILIconsultationrate,total,68.3
primary care syndromic,Denmark,2023-W34,ILIconsultationrate,0-4,128.1
primary care syndromic,Denmark,2023-W34,ILIconsultationrate,15-64,58
primary care syndromic,Denmark,2023-W34,ILIconsultationrate,5-14,52.8
primary care syndromic,Denmark,2023-W34,ILIconsultationrate,65+,52.2
primary care syndromic,Denmark,2023-W34,ILIconsultationrate,total,59.9
primary care syndromic,Denmark,2023-W33,ILIconsultationrate,0-4,103
primary care syndromic,Denmark,2023-W33,ILIconsultationrate,15-64,52.2
primary care syndromic,Denmark,2023-W33,ILIconsultationrate,5-14,25.1
primary care syndromic,Denmark,2023-W33,ILIconsultationrate,65+,90.9
primary care syndromic,Denmark,2023-W33,ILIconsultationrate,total,59.9
primary care syndromic,Denmark,2023-W32,ILIconsultationrate,0-4,118.5
primary care syndromic,Denmark,2023-W32,ILIconsultationrate,15-64,47.4
primary care syndromic,Denmark,2023-W32,ILIconsultationrate,5-14,38.5
primary care syndromic,Denmark,2023-W32,ILIconsultationrate,65+,43.2
primary care syndromic,Denmark,2023-W32,ILIconsultationrate,total,49.3
primary care syndromic,Denmark,2023-W31,ILIconsultationrate,0-4,41.2
primary care syndromic,Denmark,2023-W31,ILIconsultationrate,15-64,85.9
primary care syndromic,Denmark,2023-W31,ILIconsultationrate,5-14,30.1
primary care syndromic,Denmark,2023-W31,ILIconsultationrate,65+,72.7
primary care syndromic,Denmark,2023-W31,ILIconsultationrate,total,74.9
primary care syndromic,Denmark,2023-W30,ILIconsultationrate,0-4,96
primary care syndromic,Denmark,2023-W30,ILIconsultationrate,15-64,65.9
primary care syndromic,Denmark,2023-W30,ILIconsultationrate,5-14,56.1
primary care syndromic,Denmark,2023-W30,ILIconsultationrate,65+,92
primary care syndromic,Denmark,2023-W30,ILIconsultationrate,total,71.8
primary care syndromic,Denmark,2023-W29,ILIconsultationrate,0-4,230.1
primary care syndromic,Denmark,2023-W29,ILIconsultationrate,15-64,68
primary care syndromic,Denmark,2023-W29,ILIconsultationrate,5-14,25.9
primary care syndromic,Denmark,2023-W29,ILIconsultationrate,65+,62.5
primary care syndromic,Denmark,2023-W29,ILIconsultationrate,total,70.8
primary care syndromic,Denmark,2023-W28,ILIconsultationrate,0-4,141.6
primary care syndromic,Denmark,2023-W28,ILIconsultationrate,15-64,65.1
primary care syndromic,Denmark,2023-W28,ILIconsultationrate,5-14,51.7
primary care syndromic,Denmark,2023-W28,ILIconsultationrate,65+,75.9
primary care syndromic,Denmark,2023-W28,ILIconsultationrate,total,69.9
primary care syndromic,Denmark,2023-W27,ILIconsultationrate,0-4,248.7
primary care syndromic,Denmark,2023-W27,ILIconsultationrate,15-64,59.9
primary care syndromic,Denmark,2023-W27,ILIconsultationrate,5-14,53.8
primary care syndromic,Denmark,2023-W27,ILIconsultationrate,65+,62.7
primary care syndromic,Denmark,2023-W27,ILIconsultationrate,total,69.6
primary care syndromic,Denmark,2023-W26,ILIconsultationrate,0-4,188.8
primary care syndromic,Denmark,2023-W26,ILIconsultationrate,15-64,42.4
primary care syndromic,Denmark,2023-W26,ILIconsultationrate,5-14,51.7
primary care syndromic,Denmark,2023-W26,ILIconsultationrate,65+,47.6
primary care syndromic,Denmark,2023-W26,ILIconsultationrate,total,52.1
primary care syndromic,Denmark,2023-W25,ILIconsultationrate,0-4,167.8
primary care syndromic,Denmark,2023-W25,ILIconsultationrate,15-64,48
primary care syndromic,Denmark,2023-W25,ILIconsultationrate,5-14,66.4
primary care syndromic,Denmark,2023-W25,ILIconsultationrate,65+,52.9
primary care syndromic,Denmark,2023-W25,ILIconsultationrate,total,57.2
primary care syndromic,Denmark,2023-W24,ILIconsultationrate,0-4,167.8
primary care syndromic,Denmark,2023-W24,ILIconsultationrate,15-64,48.9
primary care syndromic,Denmark,2023-W24,ILIconsultationrate,5-14,40.8
primary care syndromic,Denmark,2023-W24,ILIconsultationrate,65+,34.4
primary care syndromic,Denmark,2023-W24,ILIconsultationrate,total,51.2
primary care syndromic,Denmark,2023-W23,ILIconsultationrate,0-4,156.2
primary care syndromic,Denmark,2023-W23,ILIconsultationrate,15-64,44.7
primary care syndromic,Denmark,2023-W23,ILIconsultationrate,5-14,47.5
primary care syndromic,Denmark,2023-W23,ILIconsultationrate,65+,54.2
primary care syndromic,Denmark,2023-W23,ILIconsultationrate,total,52.8
primary care syndromic,Denmark,2023-W22,ILIconsultationrate,0-4,190.3
primary care syndromic,Denmark,2023-W22,ILIconsultationrate,15-64,57.8
primary care syndromic,Denmark,2023-W22,ILIconsultationrate,5-14,61.8
primary care syndromic,Denmark,2023-W22,ILIconsultationrate,65+,57.2
primary care syndromic,Denmark,2023-W22,ILIconsultationrate,total,65
primary care syndromic,Denmark,2023-W21,ILIconsultationrate,0-4,198.2
primary care syndromic,Denmark,2023-W21,ILIconsultationrate,15-64,78.7
primary care syndromic,Denmark,2023-W21,ILIconsultationrate,5-14,78.1
primary care syndromic,Denmark,2023-W21,ILIconsultationrate,65+,83.4
primary care syndromic,Denmark,2023-W21,ILIconsultationrate,total,85.8
primary care syndromic,Denmark,2023-W20,ILIconsultationrate,0-4,248.4
primary care syndromic,Denmark,2023-W20,ILIconsultationrate,15-64,65.8
primary care syndromic,Denmark,2023-W20,ILIconsultationrate,5-14,77.4
primary care syndromic,Denmark,2023-W20,ILIconsultationrate,65+,87.7
primary care syndromic,Denmark,2023-W20,ILIconsultationrate,total,81
primary care syndromic,Denmark,2023-W19,ILIconsultationrate,0-4,149.9
primary care syndromic,Denmark,2023-W19,ILIconsultationrate,15-64,74.2
primary care syndromic,Denmark,2023-W19,ILIconsultationrate,5-14,73
primary care syndromic,Denmark,2023-W19,ILIconsultationrate,65+,92.5
primary care syndromic,Denmark,2023-W19,ILIconsultationrate,total,81.8
primary care syndromic,Denmark,2023-W18,ILIconsultationrate,0-4,164.2
primary care syndromic,Denmark,2023-W18,ILIconsultationrate,15-64,60.4
primary care syndromic,Denmark,2023-W18,ILIconsultationrate,5-14,59.9
primary care syndromic,Denmark,2023-W18,ILIconsultationrate,65+,70.4
primary care syndromic,Denmark,2023-W18,ILIconsultationrate,total,67.8
primary care syndromic,Denmark,2023-W17,ILIconsultationrate,0-4,273.4
primary care syndromic,Denmark,2023-W17,ILIconsultationrate,15-64,87.5
primary care syndromic,Denmark,2023-W17,ILIconsultationrate,5-14,117.9
primary care syndromic,Denmark,2023-W17,ILIconsultationrate,65+,106.4
primary care syndromic,Denmark,2023-W17,ILIconsultationrate,total,104.3
primary care syndromic,Denmark,2023-W16,ILIconsultationrate,0-4,240.3
primary care syndromic,Denmark,2023-W16,ILIconsultationrate,15-64,87
primary care syndromic,Denmark,2023-W16,ILIconsultationrate,5-14,96.1
primary care syndromic,Denmark,2023-W16,ILIconsultationrate,65+,119.1
primary care syndromic,Denmark,2023-W16,ILIconsultationrate,total,102.5
primary care syndromic,Denmark,2023-W15,ILIconsultationrate,0-4,337.2
primary care syndromic,Denmark,2023-W15,ILIconsultationrate,15-64,106
primary care syndromic,Denmark,2023-W15,ILIconsultationrate,5-14,113.7
primary care syndromic,Denmark,2023-W15,ILIconsultationrate,65+,120
primary care syndromic,Denmark,2023-W15,ILIconsultationrate,total,121.7
primary care syndromic,Denmark,2023-W14,ILIconsultationrate,0-4,201.7
primary care syndromic,Denmark,2023-W14,ILIconsultationrate,15-64,95.1
primary care syndromic,Denmark,2023-W14,ILIconsultationrate,5-14,166.2
primary care syndromic,Denmark,2023-W14,ILIconsultationrate,65+,94
primary care syndromic,Denmark,2023-W14,ILIconsultationrate,total,108
primary care syndromic,Denmark,2023-W13,ILIconsultationrate,0-4,425.9
primary care syndromic,Denmark,2023-W13,ILIconsultationrate,15-64,129.7
primary care syndromic,Denmark,2023-W13,ILIconsultationrate,5-14,172.1
primary care syndromic,Denmark,2023-W13,ILIconsultationrate,65+,112
primary care syndromic,Denmark,2023-W13,ILIconsultationrate,total,145.9
primary care syndromic,Denmark,2023-W12,ILIconsultationrate,0-4,586.7
primary care syndromic,Denmark,2023-W12,ILIconsultationrate,15-64,159.2
primary care syndromic,Denmark,2023-W12,ILIconsultationrate,5-14,333.3
primary care syndromic,Denmark,2023-W12,ILIconsultationrate,65+,139.8
primary care syndromic,Denmark,2023-W12,ILIconsultationrate,total,196
primary care syndromic,Denmark,2023-W11,ILIconsultationrate,0-4,553.9
primary care syndromic,Denmark,2023-W11,ILIconsultationrate,15-64,154.8
primary care syndromic,Denmark,2023-W11,ILIconsultationrate,5-14,273.7
primary care syndromic,Denmark,2023-W11,ILIconsultationrate,65+,139.8
primary care syndromic,Denmark,2023-W11,ILIconsultationrate,total,185.1
primary care syndromic,Denmark,2023-W10,ILIconsultationrate,0-4,392.1
primary care syndromic,Denmark,2023-W10,ILIconsultationrate,15-64,138.2
primary care syndromic,Denmark,2023-W10,ILIconsultationrate,5-14,267.3
primary care syndromic,Denmark,2023-W10,ILIconsultationrate,65+,105.5
primary care syndromic,Denmark,2023-W10,ILIconsultationrate,total,158.4
primary care syndromic,Denmark,2023-W09,ILIconsultationrate,0-4,317.5
primary care syndromic,Denmark,2023-W09,ILIconsultationrate,15-64,130.5
primary care syndromic,Denmark,2023-W09,ILIconsultationrate,5-14,263.2
primary care syndromic,Denmark,2023-W09,ILIconsultationrate,65+,119.1
primary care syndromic,Denmark,2023-W09,ILIconsultationrate,total,152
primary care syndromic,Denmark,2023-W08,ILIconsultationrate,0-4,578.4
