survtype,countryname,yearweek,indicator,age,value
SARI syndromic,Croatia,2023-W37,SARIrate,total,4.9
SARI syndromic,Croatia,2023-W36,SARIrate,0-4,0
SARI syndromic,Croatia,2023-W36,SARIrate,15-64,2.1
SARI syndromic,Croatia,2023-W36,SARIrate,5-14,0
SARI syndromic,Croatia,2023-W36,SARIrate,65+,15.6
SARI syndromic,Croatia,2023-W36,SARIrate,total,4.5
SARI syndromic,Croatia,2023-W35,SARIrate,0-4,4.9
SARI syndromic,Croatia,2023-W35,SARIrate,15-64,1.7
SARI syndromic,Croatia,2023-W35,SARIrate,5-14,0
SARI syndromic,Croatia,2023-W35,SARIrate,65+,10
SARI syndromic,Croatia,2023-W35,SARIrate,total,3.4
SARI syndromic,Croatia,2023-W34,SARIrate,0-4,14.6
SARI syndromic,Croatia,2023-W34,SARIrate,15-64,2.7
SARI syndromic,Croatia,2023-W34,SARIrate,5-14,0
SARI syndromic,Croatia,2023-W34,SARIrate,65+,17.8
SARI syndromic,Croatia,2023-W34,SARIrate,total,6
SARI syndromic,Croatia,2023-W33,SARIrate,0-4,4.9
SARI syndromic,Croatia,2023-W33,SARIrate,15-64,1.4
SARI syndromic,Croatia,2023-W33,SARIrate,5-14,0
SARI syndromic,Croatia,2023-W33,SARIrate,65+,14.5
SARI syndromic,Croatia,2023-W33,SARIrate,total,4
SARI syndromic,Croatia,2023-W32,SARIrate,0-4,0
SARI syndromic,Croatia,2023-W32,SARIrate,15-64,1.4
SARI syndromic,Croatia,2023-W32,SARIrate,5-14,2.2
SARI syndromic,Croatia,2023-W32,SARIrate,65+,11.1
SARI syndromic,Croatia,2023-W32,SARIrate,total,3.4
SARI syndromic,Croatia,2023-W31,SARIrate,0-4,24.3
SARI syndromic,Croatia,2023-W31,SARIrate,15-64,1.7
SARI syndromic,Croatia,2023-W31,SARIrate,5-14,0
SARI syndromic,Croatia,2023-W31,SARIrate,65+,17.8
SARI syndromic,Croatia,2023-W31,SARIrate,total,5.8
SARI syndromic,Croatia,2023-W30,SARIrate,0-4,0
SARI syndromic,Croatia,2023-W30,SARIrate,15-64,0
SARI syndromic,Croatia,2023-W30,SARIrate,5-14,0
SARI syndromic,Croatia,2023-W30,SARIrate,65+,8.9
SARI syndromic,Croatia,2023-W30,SARIrate,total,1.8
SARI syndromic,Croatia,2023-W29,SARIrate,0-4,4.9
SARI syndromic,Croatia,2023-W29,SARIrate,15-64,0.3
SARI syndromic,Croatia,2023-W29,SARIrate,5-14,0
SARI syndromic,Croatia,2023-W29,SARIrate,65+,14.5
SARI syndromic,Croatia,2023-W29,SARIrate,total,3.4
SARI syndromic,Croatia,2023-W28,SARIrate,0-4,4.9
SARI syndromic,Croatia,2023-W28,SARIrate,15-64,1
SARI syndromic,Croatia,2023-W28,SARIrate,5-14,0
SARI syndromic,Croatia,2023-W28,SARIrate,65+,15.6
SARI syndromic,Croatia,2023-W28,SARIrate,total,4
SARI syndromic,Croatia,2023-W27,SARIrate,0-4,4.9
SARI syndromic,Croatia,2023-W27,SARIrate,15-64,1.7
SARI syndromic,Croatia,2023-W27,SARIrate,5-14,0
SARI syndromic,Croatia,2023-W27,SARIrate,65+,11.1
SARI syndromic,Croatia,2023-W27,SARIrate,total,3.6
SARI syndromic,Croatia,2023-W26,SARIrate,0-4,4.9
SARI syndromic,Croatia,2023-W26,SARIrate,15-64,1.4
SARI syndromic,Croatia,2023-W26,SARIrate,5-14,6.5
SARI syndromic,Croatia,2023-W26,SARIrate,65+,10
SARI syndromic,Croatia,2023-W26,SARIrate,total,3.8
SARI syndromic,Croatia,2023-W25,SARIrate,0-4,19.5
SARI syndromic,Croatia,2023-W25,SARIrate,15-64,0.7
SARI syndromic,Croatia,2023-W25,SARIrate,5-14,0
SARI syndromic,Croatia,2023-W25,SARIrate,65+,8.9
SARI syndromic,Croatia,2023-W25,SARIrate,total,3.1
SARI syndromic,Croatia,2023-W24,SARIrate,0-4,9.7
SARI syndromic,Croatia,2023-W24,SARIrate,15-64,1
SARI syndromic,Croatia,2023-W24,SARIrate,5-14,2.2
SARI syndromic,Croatia,2023-W24,SARIrate,65+,10
SARI syndromic,Croatia,2023-W24,SARIrate,total,3.4
SARI syndromic,Croatia,2023-W23,SARIrate,0-4,9.7
SARI syndromic,Croatia,2023-W23,SARIrate,15-64,2.1
SARI syndromic,Croatia,2023-W23,SARIrate,5-14,4.3
SARI syndromic,Croatia,2023-W23,SARIrate,65+,8.9
SARI syndromic,Croatia,2023-W23,SARIrate,total,4
SARI syndromic,Croatia,2023-W22,SARIrate,0-4,4.9
SARI syndromic,Croatia,2023-W22,SARIrate,15-64,1.4
SARI syndromic,Croatia,2023-W22,SARIrate,5-14,6.5
SARI syndromic,Croatia,2023-W22,SARIrate,65+,6.7
SARI syndromic,Croatia,2023-W22,SARIrate,total,3.1
SARI syndromic,Croatia,2023-W21,SARIrate,0-4,14.6
SARI syndromic,Croatia,2023-W21,SARIrate,15-64,1
SARI syndromic,Croatia,2023-W21,SARIrate,5-14,2.2
SARI syndromic,Croatia,2023-W21,SARIrate,65+,10
SARI syndromic,Croatia,2023-W21,SARIrate,total,3.6
SARI syndromic,Croatia,2023-W20,SARIrate,0-4,24.3
SARI syndromic,Croatia,2023-W20,SARIrate,15-64,1.4
SARI syndromic,Croatia,2023-W20,SARIrate,5-14,8.7
SARI syndromic,Croatia,2023-W20,SARIrate,65+,10
SARI syndromic,Croatia,2023-W20,SARIrate,total,4.9
SARI syndromic,Croatia,2023-W19,SARIrate,0-4,34
SARI syndromic,Croatia,2023-W19,SARIrate,15-64,1.4
SARI syndromic,Croatia,2023-W19,SARIrate,5-14,10.9
SARI syndromic,Croatia,2023-W19,SARIrate,65+,12.2
SARI syndromic,Croatia,2023-W19,SARIrate,total,6
SARI syndromic,Croatia,2023-W18,SARIrate,0-4,0
SARI syndromic,Croatia,2023-W18,SARIrate,15-64,1.7
SARI syndromic,Croatia,2023-W18,SARIrate,5-14,0
SARI syndromic,Croatia,2023-W18,SARIrate,65+,16.7
SARI syndromic,Croatia,2023-W18,SARIrate,total,4.5
SARI syndromic,Croatia,2023-W17,SARIrate,0-4,4.9
SARI syndromic,Croatia,2023-W17,SARIrate,15-64,1.7
SARI syndromic,Croatia,2023-W17,SARIrate,5-14,2.2
SARI syndromic,Croatia,2023-W17,SARIrate,65+,11.1
SARI syndromic,Croatia,2023-W17,SARIrate,total,3.8
SARI syndromic,Croatia,2023-W16,SARIrate,0-4,9.7
SARI syndromic,Croatia,2023-W16,SARIrate,15-64,2.4
SARI syndromic,Croatia,2023-W16,SARIrate,5-14,2.2
SARI syndromic,Croatia,2023-W16,SARIrate,65+,12.2
SARI syndromic,Croatia,2023-W16,SARIrate,total,4.7
SARI syndromic,Croatia,2023-W15,SARIrate,0-4,19.5
SARI syndromic,Croatia,2023-W15,SARIrate,15-64,2.4
SARI syndromic,Croatia,2023-W15,SARIrate,5-14,4.3
SARI syndromic,Croatia,2023-W15,SARIrate,65+,15.6
SARI syndromic,Croatia,2023-W15,SARIrate,total,6
SARI syndromic,Croatia,2023-W14,SARIrate,0-4,24.3
SARI syndromic,Croatia,2023-W14,SARIrate,15-64,5.1
SARI syndromic,Croatia,2023-W14,SARIrate,5-14,4.3
SARI syndromic,Croatia,2023-W14,SARIrate,65+,4.5
SARI syndromic,Croatia,2023-W14,SARIrate,total,5.8
SARI syndromic,Croatia,2023-W13,SARIrate,0-4,38.9
SARI syndromic,Croatia,2023-W13,SARIrate,15-64,2.1
SARI syndromic,Croatia,2023-W13,SARIrate,5-14,2.2
SARI syndromic,Croatia,2023-W13,SARIrate,65+,6.7
SARI syndromic,Croatia,2023-W13,SARIrate,total,4.7
SARI syndromic,Croatia,2023-W12,SARIrate,0-4,24.3
SARI syndromic,Croatia,2023-W12,SARIrate,15-64,4.1
SARI syndromic,Croatia,2023-W12,SARIrate,5-14,8.7
SARI syndromic,Croatia,2023-W12,SARIrate,65+,5.6
SARI syndromic,Croatia,2023-W12,SARIrate,total,5.8
SARI syndromic,Croatia,2023-W11,SARIrate,0-4,48.6
SARI syndromic,Croatia,2023-W11,SARIrate,15-64,2.7
SARI syndromic,Croatia,2023-W11,SARIrate,5-14,4.3
SARI syndromic,Croatia,2023-W11,SARIrate,65+,24.5
SARI syndromic,Croatia,2023-W11,SARIrate,total,9.4
SARI syndromic,Croatia,2023-W10,SARIrate,0-4,38.9
SARI syndromic,Croatia,2023-W10,SARIrate,15-64,4.1
SARI syndromic,Croatia,2023-W10,SARIrate,5-14,4.3
SARI syndromic,Croatia,2023-W10,SARIrate,65+,12.2
SARI syndromic,Croatia,2023-W10,SARIrate,total,7.4
SARI syndromic,Croatia,2023-W09,SARIrate,0-4,9.7
SARI syndromic,Croatia,2023-W09,SARIrate,15-64,4.8
SARI syndromic,Croatia,2023-W09,SARIrate,5-14,2.2
SARI syndromic,Croatia,2023-W09,SARIrate,65+,15.6
SARI syndromic,Croatia,2023-W09,SARIrate,total,6.9
SARI syndromic,Croatia,2023-W08,SARIrate,0-4,38.9
SARI syndromic,Croatia,2023-W08,SARIrate,15-64,3.1
SARI syndromic,Croatia,2023-W08,SARIrate,5-14,13
SARI syndromic,Croatia,2023-W08,SARIrate,65+,22.3
SARI syndromic,Croatia,2023-W08,SARIrate,total,9.6
SARI syndromic,Croatia,2023-W07,SARIrate,0-4,29.2
SARI syndromic,Croatia,2023-W07,SARIrate,15-64,3.1
SARI syndromic,Croatia,2023-W07,SARIrate,5-14,4.3
SARI syndromic,Croatia,2023-W07,SARIrate,65+,20
SARI syndromic,Croatia,2023-W07,SARIrate,total,7.8
SARI syndromic,Croatia,2023-W06,SARIrate,0-4,77.8
SARI syndromic,Croatia,2023-W06,SARIrate,15-64,2.7
SARI syndromic,Croatia,2023-W06,SARIrate,5-14,10.9
SARI syndromic,Croatia,2023-W06,SARIrate,65+,20
SARI syndromic,Croatia,2023-W06,SARIrate,total,10.5
SARI syndromic,Croatia,2023-W05,SARIrate,0-4,34
SARI syndromic,Croatia,2023-W05,SARIrate,15-64,2.7
SARI syndromic,Croatia,2023-W05,SARIrate,5-14,4.3
SARI syndromic,Croatia,2023-W05,SARIrate,65+,18.9
SARI syndromic,Croatia,2023-W05,SARIrate,total,7.6
SARI syndromic,Croatia,2023-W04,SARIrate,0-4,29.2
SARI syndromic,Croatia,2023-W04,SARIrate,15-64,3.4
SARI syndromic,Croatia,2023-W04,SARIrate,5-14,4.3
SARI syndromic,Croatia,2023-W04,SARIrate,65+,13.4
SARI syndromic,Croatia,2023-W04,SARIrate,total,6.7
SARI syndromic,Croatia,2023-W03,SARIrate,0-4,24.3
SARI syndromic,Croatia,2023-W03,SARIrate,15-64,3.1
SARI syndromic,Croatia,2023-W03,SARIrate,5-14,4.3
SARI syndromic,Croatia,2023-W03,SARIrate,65+,20
SARI syndromic,Croatia,2023-W03,SARIrate,total,7.6
SARI syndromic,Croatia,2023-W02,SARIrate,0-4,58.4
SARI syndromic,Croatia,2023-W02,SARIrate,15-64,3.1
SARI syndromic,Croatia,2023-W02,SARIrate,5-14,2.2
SARI syndromic,Croatia,2023-W02,SARIrate,65+,31.2
SARI syndromic,Croatia,2023-W02,SARIrate,total,11.2
SARI syndromic,Croatia,2023-W01,SARIrate,0-4,77.8
SARI syndromic,Croatia,2023-W01,SARIrate,15-64,2.1
SARI syndromic,Croatia,2023-W01,SARIrate,5-14,8.7
SARI syndromic,Croatia,2023-W01,SARIrate,65+,30
SARI syndromic,Croatia,2023-W01,SARIrate,total,11.8
SARI syndromic,Croatia,2022-W52,SARIrate,0-4,87.5
SARI syndromic,Croatia,2022-W52,SARIrate,15-64,1
SARI syndromic,Croatia,2022-W52,SARIrate,5-14,4.3
SARI syndromic,Croatia,2022-W52,SARIrate,65+,32.3
SARI syndromic,Croatia,2022-W52,SARIrate,total,11.6
SARI syndromic,Croatia,2022-W51,SARIrate,0-4,38.9
SARI syndromic,Croatia,2022-W51,SARIrate,15-64,1.4
SARI syndromic,Croatia,2022-W51,SARIrate,5-14,0
SARI syndromic,Croatia,2022-W51,SARIrate,65+,21.1
SARI syndromic,Croatia,2022-W51,SARIrate,total,6.9
SARI syndromic,Croatia,2022-W50,SARIrate,0-4,34
SARI syndromic,Croatia,2022-W50,SARIrate,15-64,1.7
SARI syndromic,Croatia,2022-W50,SARIrate,5-14,6.5
SARI syndromic,Croatia,2022-W50,SARIrate,65+,14.5
SARI syndromic,Croatia,2022-W50,SARIrate,total,6.3
SARI syndromic,Croatia,2022-W49,SARIrate,0-4,92.4
SARI syndromic,Croatia,2022-W49,SARIrate,15-64,1.4
SARI syndromic,Croatia,2022-W49,SARIrate,5-14,2.2
SARI syndromic,Croatia,2022-W49,SARIrate,65+,14.5
SARI syndromic,Croatia,2022-W49,SARIrate,total,8.3
SARI syndromic,Croatia,2022-W48,SARIrate,0-4,92.4
SARI syndromic,Croatia,2022-W48,SARIrate,15-64,2.1
SARI syndromic,Croatia,2022-W48,SARIrate,5-14,4.3
SARI syndromic,Croatia,2022-W48,SARIrate,65+,13.4
SARI syndromic,Croatia,2022-W48,SARIrate,total,8.7
SARI syndromic,Croatia,2022-W47,SARIrate,0-4,68.1
SARI syndromic,Croatia,2022-W47,SARIrate,15-64,1
SARI syndromic,Croatia,2022-W47,SARIrate,5-14,2.2
SARI syndromic,Croatia,2022-W47,SARIrate,65+,13.4
SARI syndromic,Croatia,2022-W47,SARIrate,total,6.7
SARI syndromic,Croatia,2022-W46,SARIrate,0-4,72.9
SARI syndromic,Croatia,2022-W46,SARIrate,15-64,1.7
SARI syndromic,Croatia,2022-W46,SARIrate,5-14,6.5
SARI syndromic,Croatia,2022-W46,SARIrate,65+,13.4
SARI syndromic,Croatia,2022-W46,SARIrate,total,7.8
SARI syndromic,Croatia,2022-W45,SARIrate,0-4,68.1
SARI syndromic,Croatia,2022-W45,SARIrate,15-64,1.7
SARI syndromic,Croatia,2022-W45,SARIrate,5-14,2.2
SARI syndromic,Croatia,2022-W45,SARIrate,65+,7.8
SARI syndromic,Croatia,2022-W45,SARIrate,total,6
SARI syndromic,Croatia,2022-W44,SARIrate,0-4,63.2
SARI syndromic,Croatia,2022-W44,SARIrate,15-64,0.7
SARI syndromic,Croatia,2022-W44,SARIrate,5-14,0
SARI syndromic,Croatia,2022-W44,SARIrate,65+,6.7
SARI syndromic,Croatia,2022-W44,SARIrate,total,4.7
SARI syndromic,Croatia,2022-W43,SARIrate,0-4,38.9
SARI syndromic,Croatia,2022-W43,SARIrate,15-64,1.7
SARI syndromic,Croatia,2022-W43,SARIrate,5-14,4.3
SARI syndromic,Croatia,2022-W43,SARIrate,65+,11.1
SARI syndromic,Croatia,2022-W43,SARIrate,total,5.6
SARI syndromic,Croatia,2022-W42,SARIrate,0-4,34
SARI syndromic,Croatia,2022-W42,SARIrate,15-64,1.7
SARI syndromic,Croatia,2022-W42,SARIrate,5-14,2.2
SARI syndromic,Croatia,2022-W42,SARIrate,65+,14.5
SARI syndromic,Croatia,2022-W42,SARIrate,total,5.8
SARI syndromic,Croatia,2022-W41,SARIrate,0-4,14.6
SARI syndromic,Croatia,2022-W41,SARIrate,15-64,1
SARI syndromic,Croatia,2022-W41,SARIrate,5-14,4.3
SARI syndromic,Croatia,2022-W41,SARIrate,65+,15.6
SARI syndromic,Croatia,2022-W41,SARIrate,total,4.9
SARI syndromic,Croatia,2022-W40,SARIrate,0-4,14.6
SARI syndromic,Croatia,2022-W40,SARIrate,15-64,0.7
SARI syndromic,Croatia,2022-W40,SARIrate,5-14,4.3
SARI syndromic,Croatia,2022-W40,SARIrate,65+,10
SARI syndromic,Croatia,2022-W40,SARIrate,total,3.6
SARI syndromic,Croatia,2022-W39,SARIrate,0-4,19.5
SARI syndromic,Croatia,2022-W39,SARIrate,15-64,1.7
SARI syndromic,Croatia,2022-W39,SARIrate,5-14,6.5
SARI syndromic,Croatia,2022-W39,SARIrate,65+,18.9
SARI syndromic,Croatia,2022-W39,SARIrate,total,6.5
SARI syndromic,Croatia,2022-W38,SARIrate,0-4,24.3
SARI syndromic,Croatia,2022-W38,SARIrate,15-64,1
SARI syndromic,Croatia,2022-W38,SARIrate,5-14,4.3
SARI syndromic,Croatia,2022-W38,SARIrate,65+,8.9
SARI syndromic,Croatia,2022-W38,SARIrate,total,4
SARI syndromic,Croatia,2022-W37,SARIrate,0-4,4.9
SARI syndromic,Croatia,2022-W37,SARIrate,15-64,0.3
SARI syndromic,Croatia,2022-W37,SARIrate,5-14,4.3
SARI syndromic,Croatia,2022-W37,SARIrate,65+,10
SARI syndromic,Croatia,2022-W37,SARIrate,total,2.9
SARI syndromic,Croatia,2022-W36,SARIrate,0-4,4.9
SARI syndromic,Croatia,2022-W36,SARIrate,15-64,0.7
SARI syndromic,Croatia,2022-W36,SARIrate,5-14,2.2
SARI syndromic,Croatia,2022-W36,SARIrate,65+,11.1
SARI syndromic,Croatia,2022-W36,SARIrate,total,3.1
SARI syndromic,Croatia,2022-W35,SARIrate,0-4,24.3
SARI syndromic,Croatia,2022-W35,SARIrate,15-64,1.4
SARI syndromic,Croatia,2022-W35,SARIrate,5-14,0
SARI syndromic,Croatia,2022-W35,SARIrate,65+,11.1
SARI syndromic,Croatia,2022-W35,SARIrate,total,4.2
SARI syndromic,Croatia,2022-W34,SARIrate,0-4,24.3
SARI syndromic,Croatia,2022-W34,SARIrate,15-64,1.4
SARI syndromic,Croatia,2022-W34,SARIrate,5-14,0
SARI syndromic,Croatia,2022-W34,SARIrate,65+,16.7
SARI syndromic,Croatia,2022-W34,SARIrate,total,5.4
SARI syndromic,Croatia,2022-W33,SARIrate,0-4,34
SARI syndromic,Croatia,2022-W33,SARIrate,15-64,2.1
SARI syndromic,Croatia,2022-W33,SARIrate,5-14,0
SARI syndromic,Croatia,2022-W33,SARIrate,65+,24.5
SARI syndromic,Croatia,2022-W33,SARIrate,total,7.8
SARI syndromic,Croatia,2022-W32,SARIrate,0-4,9.7
SARI syndromic,Croatia,2022-W32,SARIrate,15-64,1.4
SARI syndromic,Croatia,2022-W32,SARIrate,5-14,0
SARI syndromic,Croatia,2022-W32,SARIrate,65+,20
SARI syndromic,Croatia,2022-W32,SARIrate,total,5.4
SARI syndromic,Croatia,2022-W31,SARIrate,0-4,0
SARI syndromic,Croatia,2022-W31,SARIrate,15-64,3.1
SARI syndromic,Croatia,2022-W31,SARIrate,5-14,0
SARI syndromic,Croatia,2022-W31,SARIrate,65+,17.8
SARI syndromic,Croatia,2022-W31,SARIrate,total,5.6
SARI syndromic,Croatia,2022-W30,SARIrate,0-4,4.9
SARI syndromic,Croatia,2022-W30,SARIrate,15-64,2.4
SARI syndromic,Croatia,2022-W30,SARIrate,5-14,0
SARI syndromic,Croatia,2022-W30,SARIrate,65+,23.4
SARI syndromic,Croatia,2022-W30,SARIrate,total,6.5
SARI syndromic,Croatia,2022-W29,SARIrate,0-4,4.9
SARI syndromic,Croatia,2022-W29,SARIrate,15-64,0.7
SARI syndromic,Croatia,2022-W29,SARIrate,5-14,0
SARI syndromic,Croatia,2022-W29,SARIrate,65+,27.8
SARI syndromic,Croatia,2022-W29,SARIrate,total,6.3
SARI syndromic,Croatia,2022-W28,SARIrate,0-4,9.7
SARI syndromic,Croatia,2022-W28,SARIrate,15-64,1.7
SARI syndromic,Croatia,2022-W28,SARIrate,5-14,2.2
SARI syndromic,Croatia,2022-W28,SARIrate,65+,16.7
SARI syndromic,Croatia,2022-W28,SARIrate,total,5.1
SARI syndromic,Croatia,2022-W27,SARIrate,0-4,43.8
SARI syndromic,Croatia,2022-W27,SARIrate,15-64,1.7
SARI syndromic,Croatia,2022-W27,SARIrate,5-14,6.5
SARI syndromic,Croatia,2022-W27,SARIrate,65+,24.5
SARI syndromic,Croatia,2022-W27,SARIrate,total,8.7
SARI syndromic,Croatia,2022-W26,SARIrate,0-4,24.3
SARI syndromic,Croatia,2022-W26,SARIrate,15-64,1
SARI syndromic,Croatia,2022-W26,SARIrate,5-14,2.2
SARI syndromic,Croatia,2022-W26,SARIrate,65+,15.6
SARI syndromic,Croatia,2022-W26,SARIrate,total,5.1
SARI syndromic,Croatia,2022-W25,SARIrate,0-4,29.2
SARI syndromic,Croatia,2022-W25,SARIrate,15-64,2.4
SARI syndromic,Croatia,2022-W25,SARIrate,5-14,4.3
SARI syndromic,Croatia,2022-W25,SARIrate,65+,13.4
SARI syndromic,Croatia,2022-W25,SARIrate,total,6
SARI syndromic,Croatia,2022-W24,SARIrate,0-4,19.5
SARI syndromic,Croatia,2022-W24,SARIrate,15-64,1.7
SARI syndromic,Croatia,2022-W24,SARIrate,5-14,0
SARI syndromic,Croatia,2022-W24,SARIrate,65+,14.5
SARI syndromic,Croatia,2022-W24,SARIrate,total,4.9
SARI syndromic,Croatia,2022-W23,SARIrate,0-4,0
SARI syndromic,Croatia,2022-W23,SARIrate,15-64,0.3
SARI syndromic,Croatia,2022-W23,SARIrate,5-14,0
SARI syndromic,Croatia,2022-W23,SARIrate,65+,24.5
SARI syndromic,Croatia,2022-W23,SARIrate,total,5.1
SARI syndromic,Croatia,2022-W22,SARIrate,0-4,14.6
SARI syndromic,Croatia,2022-W22,SARIrate,15-64,1.4
SARI syndromic,Croatia,2022-W22,SARIrate,5-14,4.3
SARI syndromic,Croatia,2022-W22,SARIrate,65+,20
SARI syndromic,Croatia,2022-W22,SARIrate,total,6
SARI syndromic,Croatia,2022-W21,SARIrate,0-4,0
SARI syndromic,Croatia,2022-W21,SARIrate,15-64,2.4
SARI syndromic,Croatia,2022-W21,SARIrate,5-14,0
SARI syndromic,Croatia,2022-W21,SARIrate,65+,22.3
SARI syndromic,Croatia,2022-W21,SARIrate,total,6
SARI syndromic,Croatia,2022-W20,SARIrate,0-4,4.9
SARI syndromic,Croatia,2022-W20,SARIrate,15-64,2.7
SARI syndromic,Croatia,2022-W20,SARIrate,5-14,6.5
SARI syndromic,Croatia,2022-W20,SARIrate,65+,20
SARI syndromic,Croatia,2022-W20,SARIrate,total,6.7
SARI syndromic,Croatia,2022-W19,SARIrate,0-4,4.9
SARI syndromic,Croatia,2022-W19,SARIrate,15-64,1.7
SARI syndromic,Croatia,2022-W19,SARIrate,5-14,0
SARI syndromic,Croatia,2022-W19,SARIrate,65+,20
SARI syndromic,Croatia,2022-W19,SARIrate,total,5.4
SARI syndromic,Croatia,2022-W18,SARIrate,0-4,0
SARI syndromic,Croatia,2022-W18,SARIrate,15-64,2.7
SARI syndromic,Croatia,2022-W18,SARIrate,5-14,0
SARI syndromic,Croatia,2022-W18,SARIrate,65+,27.8
SARI syndromic,Croatia,2022-W18,SARIrate,total,7.4
SARI syndromic,Croatia,2022-W17,SARIrate,0-4,4.9
SARI syndromic,Croatia,2022-W17,SARIrate,15-64,3.1
SARI syndromic,Croatia,2022-W17,SARIrate,5-14,6.5
SARI syndromic,Croatia,2022-W17,SARIrate,65+,25.6
SARI syndromic,Croatia,2022-W17,SARIrate,total,8
SARI syndromic,Croatia,2022-W16,SARIrate,0-4,0
SARI syndromic,Croatia,2022-W16,SARIrate,15-64,2.1
SARI syndromic,Croatia,2022-W16,SARIrate,5-14,2.2
SARI syndromic,Croatia,2022-W16,SARIrate,65+,25.6
SARI syndromic,Croatia,2022-W16,SARIrate,total,6.7
SARI syndromic,Croatia,2022-W15,SARIrate,0-4,9.7
SARI syndromic,Croatia,2022-W15,SARIrate,15-64,1
SARI syndromic,Croatia,2022-W15,SARIrate,5-14,2.2
SARI syndromic,Croatia,2022-W15,SARIrate,65+,23.4
SARI syndromic,Croatia,2022-W15,SARIrate,total,6
SARI syndromic,Croatia,2022-W14,SARIrate,0-4,14.6
SARI syndromic,Croatia,2022-W14,SARIrate,15-64,1.7
SARI syndromic,Croatia,2022-W14,SARIrate,5-14,0
SARI syndromic,Croatia,2022-W14,SARIrate,65+,30
SARI syndromic,Croatia,2022-W14,SARIrate,total,7.8
SARI syndromic,Croatia,2022-W13,SARIrate,0-4,19.5
SARI syndromic,Croatia,2022-W13,SARIrate,15-64,2.4
SARI syndromic,Croatia,2022-W13,SARIrate,5-14,2.2
SARI syndromic,Croatia,2022-W13,SARIrate,65+,28.9
SARI syndromic,Croatia,2022-W13,SARIrate,total,8.5
SARI syndromic,Croatia,2022-W12,SARIrate,0-4,14.6
SARI syndromic,Croatia,2022-W12,SARIrate,15-64,3.1
SARI syndromic,Croatia,2022-W12,SARIrate,5-14,2.2
SARI syndromic,Croatia,2022-W12,SARIrate,65+,22.3
SARI syndromic,Croatia,2022-W12,SARIrate,total,7.4
SARI syndromic,Croatia,2022-W11,SARIrate,0-4,29.2
SARI syndromic,Croatia,2022-W11,SARIrate,15-64,3.1
SARI syndromic,Croatia,2022-W11,SARIrate,5-14,0
SARI syndromic,Croatia,2022-W11,SARIrate,65+,35.6
SARI syndromic,Croatia,2022-W11,SARIrate,total,10.5
SARI syndromic,Croatia,2022-W10,SARIrate,0-4,14.6
SARI syndromic,Croatia,2022-W10,SARIrate,15-64,3.1
SARI syndromic,Croatia,2022-W10,SARIrate,5-14,0
SARI syndromic,Croatia,2022-W10,SARIrate,65+,22.3
SARI syndromic,Croatia,2022-W10,SARIrate,total,7.1
SARI syndromic,Croatia,2022-W09,SARIrate,0-4,24.3
SARI syndromic,Croatia,2022-W09,SARIrate,15-64,5.1
SARI syndromic,Croatia,2022-W09,SARIrate,5-14,8.7
SARI syndromic,Croatia,2022-W09,SARIrate,65+,30
SARI syndromic,Croatia,2022-W09,SARIrate,total,11.4
SARI syndromic,Croatia,2022-W08,SARIrate,0-4,4.9
SARI syndromic,Croatia,2022-W08,SARIrate,15-64,3.4
SARI syndromic,Croatia,2022-W08,SARIrate,5-14,13
SARI syndromic,Croatia,2022-W08,SARIrate,65+,39
SARI syndromic,Croatia,2022-W08,SARIrate,total,11.6
SARI syndromic,Croatia,2022-W07,SARIrate,0-4,14.6
SARI syndromic,Croatia,2022-W07,SARIrate,15-64,2.4
SARI syndromic,Croatia,2022-W07,SARIrate,5-14,0
SARI syndromic,Croatia,2022-W07,SARIrate,65+,51.2
SARI syndromic,Croatia,2022-W07,SARIrate,total,12.5
SARI syndromic,Croatia,2022-W06,SARIrate,0-4,19.5
SARI syndromic,Croatia,2022-W06,SARIrate,15-64,5.5
SARI syndromic,Croatia,2022-W06,SARIrate,5-14,4.3
SARI syndromic,Croatia,2022-W06,SARIrate,65+,77.9
SARI syndromic,Croatia,2022-W06,SARIrate,total,20.5
SARI syndromic,Croatia,2022-W05,SARIrate,0-4,9.7
SARI syndromic,Croatia,2022-W05,SARIrate,15-64,7.9
SARI syndromic,Croatia,2022-W05,SARIrate,5-14,0
SARI syndromic,Croatia,2022-W05,SARIrate,65+,99
SARI syndromic,Croatia,2022-W05,SARIrate,total,25.5
SARI syndromic,Croatia,2022-W04,SARIrate,0-4,34
SARI syndromic,Croatia,2022-W04,SARIrate,15-64,10
SARI syndromic,Croatia,2022-W04,SARIrate,5-14,0
SARI syndromic,Croatia,2022-W04,SARIrate,65+,87.9
SARI syndromic,Croatia,2022-W04,SARIrate,total,25.7
SARI syndromic,Croatia,2022-W03,SARIrate,0-4,38.9
SARI syndromic,Croatia,2022-W03,SARIrate,15-64,6.9
SARI syndromic,Croatia,2022-W03,SARIrate,5-14,0
SARI syndromic,Croatia,2022-W03,SARIrate,65+,112.4
SARI syndromic,Croatia,2022-W03,SARIrate,total,28.8
SARI syndromic,Croatia,2022-W02,SARIrate,0-4,34
SARI syndromic,Croatia,2022-W02,SARIrate,15-64,9.6
SARI syndromic,Croatia,2022-W02,SARIrate,5-14,2.2
SARI syndromic,Croatia,2022-W02,SARIrate,65+,120.2
SARI syndromic,Croatia,2022-W02,SARIrate,total,32.2
SARI syndromic,Croatia,2022-W01,SARIrate,0-4,48.6
